"Latest: Wavelength (nm)","Latest: Absorbance"
380,0.41797655603
382,0.404829442542
384,0.313848258416
386,0.297954044233
388,0.284579036573
390,0.237075545712
392,0.241623684073
394,0.223021915815
396,0.205909831813
398,0.199824883795
400,0.192021348637
402,0.182882078233
404,0.172076120041
406,0.164064872809
408,0.158547670623
410,0.152145340244
412,0.157600573213
414,0.149546018611
416,0.143498664954
418,0.151697630592
420,0.140503716618
422,0.144075321791
424,0.142519806429
426,0.13644624932
428,0.141178097107
430,0.13466954863
432,0.141379830143
434,0.138352551298
436,0.135815122568
438,0.137875151169
440,0.140016059701
442,0.140820899732
444,0.13939221298
446,0.140142092685
448,0.141575870054
450,0.139151909627
452,0.144610669695
454,0.141156182732
456,0.145510799277
458,0.144780665909
460,0.148720364038
462,0.150106484655
464,0.150670909874
466,0.153447422472
468,0.154834391498
470,0.155944413601
472,0.156092660357
474,0.15528988438
476,0.158924614774
478,0.157044985433
480,0.15977788133
482,0.161573185826
484,0.163612103868
486,0.162524973918
488,0.163781078475
490,0.16477313721
492,0.167945390037
494,0.16701815816
496,0.168877635716
498,0.169828860283
500,0.171415540867
502,0.171847255265
504,0.173613434472
506,0.173543260254
508,0.176551582592
510,0.175707041518
512,0.176877547159
514,0.179102679217
516,0.180368102301
518,0.181510923527
520,0.180868176602
522,0.183782364694
524,0.183336510131
526,0.18528447717
528,0.188627584826
530,0.188051183405
532,0.189973048005
534,0.19083531849
536,0.193441854461
538,0.191133794445
540,0.193619991282
542,0.19683944557
544,0.1950175468
546,0.19761460172
548,0.199232074394
550,0.201541571927
552,0.201530447044
554,0.202136728781
556,0.203513014501
558,0.205007556858
560,0.205149196418
562,0.206216947072
564,0.206809609477
566,0.207549112122
568,0.208411362087
570,0.210923756412
572,0.210208245742
574,0.211143589789
576,0.212289645236
578,0.213960470282
580,0.212445063956
582,0.214508121284
584,0.216333774872
586,0.217299497122
588,0.217634119863
590,0.216836158085
592,0.21918415695
594,0.218507706513
596,0.220535593164
598,0.220609338211
600,0.221205249397
602,0.221910961736
604,0.223043511911
606,0.222845309841
608,0.224304271659
610,0.223239471087
612,0.225053417393
614,0.224758837559
616,0.225119739729
618,0.225891507826
620,0.226023335787
622,0.225054888188
624,0.226790991449
626,0.226418599319
628,0.226550788903
630,0.226655812878
632,0.227168475559
634,0.227448666493
636,0.228116216303
638,0.22782801051
640,0.22948042912
642,0.22974119462
644,0.230652041564
646,0.231424728374
648,0.230646873195
650,0.232429445747
652,0.232379273976
654,0.232908313766
656,0.233712288273
658,0.235167523398
660,0.234531115673
662,0.236209579552
664,0.236831335355
666,0.235656726017
668,0.237333375177
670,0.238529512684
672,0.23794435704
674,0.237074209907
676,0.238397032441
678,0.237457100823
680,0.237382844442
682,0.235743251271
684,0.236612186371
686,0.240484610416
688,0.239625185538
690,0.237261561952
692,0.23808510346
694,0.237407588277
696,0.239997390191
698,0.240176960851
700,0.238844700679
702,0.239834068496
704,0.24058030086
706,0.240599335636
708,0.242634902934
710,0.243681871547
712,0.243000252867
714,0.242643205636
716,0.244152687088
718,0.243931282044
720,0.24620134528
722,0.246726668211
724,0.245908707734
726,0.245684021962
728,0.247257878313
730,0.248561496793
732,0.248941766976
734,0.247816164529
736,0.250001389295
738,0.24903615448
740,0.249196999188
742,0.24844361642
744,0.246038025428
746,0.249965408207
748,0.246760160516
750,0.248909744214
752,0.247250669811
754,0.245113115349
756,0.246818926213
758,0.246319240713
760,0.247048997382
762,0.246505641749
764,0.245692102629
766,0.246591484139
768,0.246704420217
770,0.244202211918
772,0.245724845136
774,0.243358946643
776,0.243139127132
778,0.248114882713
780,0.243139957726
782,0.23932694127
784,0.24135138269
786,0.237930385173
788,0.236629309576
790,0.235050554891
792,0.234499565906
794,0.234204748639
796,0.23123697358
798,0.230349582016
800,0.229617389837
802,0.226953703988
804,0.226673025712
806,0.22614690541
808,0.224074182778
810,0.222864948886
812,0.222496296607
814,0.221882583586
816,0.220497233046
818,0.218835235235
820,0.219516217257
822,0.218465118057
824,0.219687765635
826,0.217606657035
828,0.219360084388
830,0.220878069719
832,0.219254065682
834,0.21792932344
836,0.218539129762
838,0.217776155286
840,0.217971209969
842,0.217181146568
844,0.216221559158
846,0.216454112765
848,0.214965448096
850,0.214319506945
852,0.212471783774
854,0.21232797413
856,0.211679940328
858,0.21041169751
860,0.210133896052
862,0.208728674943
864,0.206247508568
866,0.205346794664
868,0.205181717969
870,0.203380378535
872,0.201053514425
874,0.201693217072
876,0.198922151148
878,0.197091809127
880,0.194844562729
882,0.197154570011
884,0.192145584922
886,0.1922970614
888,0.189621982527
890,0.184825400716
892,0.181673829289
894,0.178622994214
896,0.17400363775
898,0.169368980988
900,0.167682952831
902,0.163582697941
904,0.162379694116
906,0.160667347199
908,0.156665817778
910,0.157008302978
912,0.157972543519
914,0.155432495638
916,0.156610268845
918,0.160660227359
920,0.166292239508
922,0.166116712389
924,0.175452777239
926,0.17904382077
928,0.185565655127
930,0.195277887105
932,0.19921042358
934,0.208567273433
936,0.217797668622
938,0.228871968248
940,0.233000328412
942,0.246628098224
944,0.25288835631
946,0.266767856774
948,0.273334370976
950,0.287259629537
