"Latest: Wavelength (nm)","Latest: Absorbance"
380,3
382,3
384,3
386,0.973331883852
388,0.59759073524
390,0.40027597585
392,0.364793166898
394,0.316446926945
396,0.288326293142
398,0.272216292146
400,0.252870661875
402,0.240860990383
404,0.23241874463
406,0.225275318692
408,0.2236706654
410,0.220585096968
412,0.223712852149
414,0.219909476209
416,0.219030779467
418,0.227274502756
420,0.218305394631
422,0.222447798593
424,0.22451303681
426,0.219399213664
428,0.222994992494
430,0.218232395873
432,0.223876636999
434,0.220701327833
436,0.21806716666
438,0.219565706233
440,0.223072900942
442,0.224354543505
444,0.222855076204
446,0.222963577088
448,0.223702219802
450,0.224773360417
452,0.228738191467
454,0.228463207205
456,0.232310938823
458,0.230867544504
460,0.234281442585
462,0.235706496442
464,0.234200529909
466,0.236814708044
468,0.235679615372
470,0.233186506649
472,0.229994550229
474,0.226046931305
476,0.224339851175
478,0.219359416053
480,0.215334073762
482,0.209800912111
484,0.206226921581
486,0.20255029143
488,0.197574114415
490,0.196732958043
492,0.194785262982
494,0.191252563706
496,0.190432225415
498,0.187854161464
500,0.18571202591
502,0.185773236228
504,0.185814742112
506,0.18411370782
508,0.184384642815
510,0.183613781259
512,0.184437982995
514,0.186429937655
516,0.184695786789
518,0.184684344817
520,0.186020007502
522,0.184658691999
524,0.184376621661
526,0.185178677119
528,0.185419618421
530,0.185539723324
532,0.186185459742
534,0.18512129971
536,0.186363446557
538,0.183990836053
540,0.186228624228
542,0.185630619547
544,0.185171372925
546,0.184527540684
548,0.184442823778
550,0.18398495563
552,0.184170273468
554,0.184726169138
556,0.182593822668
558,0.181976117395
560,0.183171586594
562,0.182584231369
564,0.1819890049
566,0.180823169459
568,0.178911663987
570,0.180683894436
572,0.180046529109
574,0.179163727812
576,0.177932284302
578,0.17941303584
580,0.176147689814
582,0.177261986244
584,0.175750153443
586,0.175795926177
588,0.175147286444
590,0.174213102569
592,0.173988250912
594,0.173077322851
596,0.173080731096
598,0.173841361369
600,0.171814520842
602,0.1713522365
604,0.170978735215
606,0.170600013771
608,0.17003001637
610,0.168597220196
612,0.169061454713
614,0.166880614945
616,0.167386950192
618,0.166752414911
620,0.165870032946
622,0.164771870204
624,0.165395317352
626,0.165172710838
628,0.163599070411
630,0.162998426572
632,0.163419861251
634,0.162736845485
636,0.161755359293
638,0.16208824304
640,0.162407163555
642,0.161812261617
644,0.161523121855
646,0.161210520357
648,0.160006695835
650,0.160711191845
652,0.159406298898
654,0.159304885477
656,0.157943055643
658,0.158364032922
660,0.157603391306
662,0.158234600318
664,0.156507883774
666,0.156253897822
668,0.155920778504
670,0.155888703001
672,0.155624425273
674,0.155218361155
676,0.156470447337
678,0.153427816616
680,0.153236195847
682,0.151197821336
684,0.152650370807
686,0.154173328121
688,0.152475726476
690,0.150475553473
692,0.151400241193
694,0.149995036594
696,0.150888466649
698,0.150061307264
700,0.149970051712
702,0.150086942927
704,0.1493723954
706,0.148216392751
708,0.149560193177
710,0.150897620105
712,0.147942188208
714,0.14793080096
716,0.148156274667
718,0.148585520815
720,0.14820579434
722,0.147830585985
724,0.146994265015
726,0.146546386758
728,0.146873259722
730,0.145799733862
732,0.14675689594
734,0.144482301624
736,0.145915786049
738,0.145466558286
740,0.144885498915
742,0.145241048632
744,0.142924569108
746,0.14558337991
748,0.143316688273
750,0.143503856278
752,0.145045330012
754,0.142137639516
756,0.142676187864
758,0.142782304448
760,0.144283660418
762,0.143076421689
764,0.140909398252
766,0.142752349673
768,0.14158942532
770,0.140694670334
772,0.142743949026
774,0.141056713894
776,0.142439192787
778,0.144401288177
780,0.142611371807
782,0.138509164967
784,0.141001599187
786,0.138895943338
788,0.138784629487
790,0.13833965696
792,0.137716624111
794,0.138743510323
796,0.137366475301
798,0.13649872611
800,0.137698117927
802,0.137882574834
804,0.138461502549
806,0.138479517684
808,0.13776053674
810,0.137376737078
812,0.137407024831
814,0.138390776665
816,0.139085840294
818,0.136567231966
820,0.137861858375
822,0.136856777886
824,0.138297564099
826,0.135948168357
828,0.136015217126
830,0.137048598991
832,0.13471164222
834,0.133487611253
836,0.13385971464
838,0.135237229436
840,0.135090209607
842,0.135356764038
844,0.135140197522
846,0.134415941185
848,0.133358214402
850,0.134787218427
852,0.133220373718
854,0.133833890216
856,0.134915551861
858,0.132374851826
860,0.131526794475
862,0.133087548497
864,0.131461442856
866,0.131532036706
868,0.13022921034
870,0.130954468652
872,0.129404737062
874,0.131549080697
876,0.130284120505
878,0.129735774982
880,0.126229302547
882,0.131158586128
884,0.127133985521
886,0.131800428873
888,0.132239249184
890,0.129658114187
892,0.132324160758
894,0.132405348004
896,0.132500189504
898,0.132322568638
900,0.13104792005
902,0.131843592486
904,0.130179921553
906,0.130357270691
908,0.127896643727
910,0.12884218077
912,0.128021713516
914,0.124598675435
916,0.12378709746
918,0.12203186278
920,0.125034163453
922,0.119846674029
924,0.124332799402
926,0.117255760442
928,0.118187532733
930,0.118307593322
932,0.116301386415
934,0.114010977317
936,0.113905343141
938,0.112681234346
940,0.107529709516
942,0.109212642291
944,0.106253352203
946,0.106425939094
948,0.101590374256
950,0.10039332122
