"Latest: Wavelength (nm)","Latest: Absorbance"
380,3
382,3
384,3
386,3
388,3
390,3
392,3
394,3
396,3
398,1.59405702318
400,1.36184301548
402,1.16247409605
404,1.07871578923
406,1.03604120068
408,1.01975343861
410,1.01026255604
412,0.994939703455
414,0.987530384874
416,0.972332310238
418,0.986364335797
420,0.978063275873
422,0.976986898565
424,0.97988224379
426,0.971606630118
428,0.975110575991
430,0.97014867169
432,0.975585288134
434,0.972322991794
436,0.972964429785
438,0.972057216272
440,0.97550435677
442,0.971841072815
444,0.965334548183
446,0.968368848253
448,0.973546145909
450,0.973532389322
452,0.973024278558
454,0.969650596522
456,0.970531127526
458,0.968046549354
460,0.973575293985
462,0.973477352215
464,0.972051414574
466,0.964838498306
468,0.962373488893
470,0.949727136242
472,0.939973896732
474,0.922898621882
476,0.911797037006
478,0.895476824107
480,0.884296278795
482,0.868039254709
484,0.854031737995
486,0.841008854409
488,0.832080517889
490,0.816634591963
492,0.808444013126
494,0.791674141819
496,0.78344317597
498,0.774786505884
500,0.771296677272
502,0.763271277973
504,0.764149916235
506,0.750309926501
508,0.745959928836
510,0.734186324598
512,0.733836290157
514,0.725300286613
516,0.72117729575
518,0.709248660046
520,0.706887281927
522,0.704083040498
524,0.703441077832
526,0.694403878407
528,0.690057197281
530,0.682946614987
532,0.683066788238
534,0.675714644421
536,0.673031593192
538,0.66516122004
540,0.656786797118
542,0.655602984246
544,0.648764062394
546,0.647286077211
548,0.642020759783
550,0.638873159797
552,0.633796681634
554,0.631183143643
556,0.626464836038
558,0.621275687331
560,0.615726149847
562,0.614906433427
564,0.607006406503
566,0.602344318553
568,0.601177897572
570,0.595868488253
572,0.590320027262
574,0.58596498366
576,0.582501188508
578,0.582109596962
580,0.569846214062
582,0.571851803219
584,0.567366100398
586,0.564218489506
588,0.561112368701
590,0.558020943635
592,0.553856678384
594,0.547905092004
596,0.542965928098
598,0.539086790655
600,0.537495077621
602,0.532417181779
604,0.528913061265
606,0.52547543423
608,0.523442794811
610,0.51868865784
612,0.515599235652
614,0.510872673343
616,0.509193465824
618,0.504467192369
620,0.499956814253
622,0.496631037658
624,0.494024823437
626,0.490210756124
628,0.485039070893
630,0.481665999942
632,0.480313300168
634,0.47586130944
636,0.476105489338
638,0.470707375325
640,0.466963233472
642,0.463506206933
644,0.459634954975
646,0.458762871143
648,0.454410002225
650,0.451239282266
652,0.449118618719
654,0.446244420919
656,0.442806614612
658,0.439393354485
660,0.436386158987
662,0.433607413192
664,0.430357915365
666,0.427901925703
668,0.42514007928
670,0.421552798746
672,0.419474889806
674,0.415938707511
676,0.414589888445
678,0.411395138993
680,0.407438842008
682,0.403560019446
684,0.401721682757
686,0.400967287063
688,0.397759208973
690,0.392260099922
692,0.391662393473
694,0.389538969067
696,0.387799205595
698,0.38442780946
700,0.380877076168
702,0.37928499555
704,0.377785489929
706,0.374287676468
708,0.37181400521
710,0.371629912254
712,0.365716721425
714,0.365267896594
716,0.362859872601
718,0.359221190761
720,0.357747646434
722,0.354035673759
724,0.353146030769
726,0.348520641523
728,0.34800985693
730,0.344965613928
732,0.344365291205
734,0.339144532372
736,0.339472650319
738,0.336159410821
740,0.334059767696
742,0.332713132823
744,0.329469243651
746,0.329973588953
748,0.325035965079
750,0.32537769696
752,0.322813051582
754,0.318504131146
756,0.31690262251
758,0.31502745369
760,0.313111020152
762,0.312059915088
764,0.309060544896
766,0.308891366725
768,0.306909776354
770,0.30362999182
772,0.302292549855
774,0.299676227539
776,0.298315798965
778,0.300389885266
780,0.29557039802
782,0.291566997569
784,0.290666314956
786,0.286978133221
788,0.285255130033
790,0.282657900171
792,0.280689408256
794,0.280164996698
796,0.277374388334
798,0.274865926746
800,0.274598682932
802,0.272485246504
804,0.272193401368
806,0.271483487015
808,0.268657043641
810,0.267596740468
812,0.26494098366
814,0.265862933217
816,0.262308152237
818,0.259363649654
820,0.259820737103
822,0.256657249317
824,0.255380069009
826,0.251727381908
828,0.25046282708
830,0.249863839784
832,0.246976205516
834,0.245314413952
836,0.243045335817
838,0.24338925866
840,0.241574582308
842,0.239128497202
844,0.238634566194
846,0.23647395987
848,0.235912952158
850,0.231969802509
852,0.22932659513
854,0.228481568909
856,0.230126802786
858,0.226786722507
860,0.223974079034
862,0.222060970054
864,0.219836098569
866,0.218308505401
868,0.217847861319
870,0.216517914962
872,0.214542235872
874,0.215360823709
876,0.212656040976
878,0.209246722051
880,0.204820817325
882,0.210530339915
884,0.203104640752
886,0.206519534378
888,0.204139671757
890,0.200652022951
892,0.199040901764
894,0.198778372377
896,0.195532152689
898,0.193950189506
900,0.195171260099
902,0.190727753478
904,0.190437155061
906,0.188698509608
908,0.18613276467
910,0.187201915093
912,0.186077236446
914,0.18060509246
916,0.179583396592
918,0.177492881462
920,0.177648060114
922,0.172557649613
924,0.176499311026
926,0.170194822972
928,0.169091467042
930,0.167644107426
932,0.166331229443
934,0.164000390906
936,0.163527570957
938,0.162203228387
940,0.157240300607
942,0.160956426005
944,0.157266708807
946,0.156565575095
948,0.154000356993
950,0.15457868094
