"","formulaRank","molecularFormula","adduct","precursorFormula","NPC#pathway","NPC#pathway Probability","NPC#superclass","NPC#superclass Probability","NPC#class","NPC#class Probability","ClassyFire#superclass","ClassyFire#superclass probability","ClassyFire#class","ClassyFire#class Probability","ClassyFire#subclass","ClassyFire#subclass Probability","ClassyFire#level 5","ClassyFire#level 5 Probability","ClassyFire#most specific class","ClassyFire#most specific class Probability","ClassyFire#all classifications","ionMass","retentionTimeInSeconds","retentionTimeInMinutes","formulaId","alignedFeatureId","compoundId","mappingFeatureId","overallFeatureQuality","structurePerIdRank","ConfidenceScoreExact","ConfidenceScoreApproximate","CSI:FingerIDScore","ZodiacScore","SiriusScoreNormalized","SiriusScore","InChIkey2D","InChI","name","smiles","xlogp","pubchemids","links","dbflags","bio_score","polarity","id","mz_round","rt_round"
"547",1,"C20H23NO4","[M + H]+","C20H24NO4+","Alkaloids",1,"Tyrosine alkaloids",1,"Aporphine alkaloids",0.974,"Alkaloids and derivatives",0.974,"Aporphines",0.992,NA,NA,NA,NA,"Aporphines",0.992,"Organic compounds; Organoheterocyclic compounds; Naphthalenes; Phenanthrenes and derivatives; Alkyl aryl ethers; Phenols; Anisoles; Ethers; Organonitrogen compounds; Alkaloids and derivatives; Organooxygen compounds; Aporphines; Quinolines and derivatives; Benzoquinolines; Trialkylamines; Phenol ethers; Naphthols and derivatives; Benzenoids; Amines; Tertiary amines; Tetrahydroisoquinolines; Aralkylamines; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities",342.171,805,13.424,829744526803831552,829739521363273600,829739521363273600,"412",NA,1,0.826,0.881,-35.805,1,1,86.767,"QELDJEKNFOQJOY","InChI=1S/C20H23NO4/c1-21-8-7-12-10-15(24-3)20(25-4)18-16(12)13(21)9-11-5-6-14(23-2)19(22)17(11)18/h5-6,10,13,22H,7-9H2,1-4H3","Luteanin","CN1CCC2=CC(=C(C3=C2C1CC4=C3C(=C(C=C4)OC)O)OC)OC",3.414,"6921635;6921636;688162;10143;48704","PUBCHEMANNOTATIONBIO:(null);HMDB:(HMDB0030184);PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);BloodExposome:(10143);SUPERNATURAL:(SN0303183);MESH:(10143 48704);FooDB:(FDB002000);PUBCHEM:(6921635 6921636 688162 10143 48704);GNPS:(CCMSLIB00000086009);COCONUT:(CNP0211797);NORMAN:(NS00067011);CHEBI:(6000);KEGG:(C09549);DSSTox:(DTXSID201023580 DTXSID50929035);LOTUS:(Q104195737 Q105219277 Q27106973);PUBCHEMANNOTATIONDRUG:(null);PUBMED:(null);KNAPSACK:(QELDJEKNFOQJOY-UHFFFAOYSA-N)",138369307006,3,"p","p412",342.171,13.42
"548",1,"C9H8O4","[M + H]+","C9H9O4+","Shikimates and Phenylpropanoids",0.754,"Phenolic acids (C6-C1)",0.201,"Simple phenolic acids",0.189,"Benzenoids",0.967,"Phenols",0.698,"Methoxyphenols",0.775,NA,NA,"Methoxyphenols",0.775,"Organic compounds; Aldehydes; Alkyl aryl ethers; Phenols; Anisoles; Methoxyphenols; Ethers; Benzoyl derivatives; Organooxygen compounds; Benzaldehydes; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Aryl-aldehydes; Organic oxides; Hydroxybenzaldehydes; Methoxybenzenes; Hydrocarbon derivatives; Organic oxygen compounds; Phenoxy compounds; Chemical entities",181.05,796,13.268,829744513092647040,829739521401022336,829739521396828032,"413",NA,1,0.569,0.569,-85.776,1,0.5,185.666,"YVNRFQCFZVYDRO","InChI=1S/C9H8O4/c1-13-8-3-6(4-10)2-7(5-11)9(8)12/h2-5,12H,1H3","4-hydroxy-5-methoxybenzene-1,3-dicarbaldehyde","COC1=CC(=CC(=C1O)C=O)C=O",0.87,"18035","COCONUT:(CNP0113703);NORMAN:(NS00028665);PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);SUPERNATURAL:(SN0461420);PUBCHEM:(18035);DSSTox:(DTXSID70183556);PUBMED:(null)",137509470274,3,"p","p413",181.05,13.27
"549",1,"C19H21NO4","[M + H]+","C19H22NO4+","Alkaloids",1,"Tyrosine alkaloids",1,"Aporphine alkaloids",0.944,"Alkaloids and derivatives",0.974,"Aporphines",0.99,NA,NA,NA,NA,"Aporphines",0.99,"Organic compounds; Organoheterocyclic compounds; Naphthalenes; Phenanthrenes and derivatives; Alkyl aryl ethers; Phenols; Anisoles; Ethers; Organonitrogen compounds; Alkaloids and derivatives; Organooxygen compounds; Aporphines; Quinolines and derivatives; Benzoquinolines; Trialkylamines; Phenol ethers; Naphthols and derivatives; Benzenoids; Amines; Tertiary amines; Tetrahydroisoquinolines; Aralkylamines; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities",328.155,803,13.385,829744527005158272,829739521510074368,829739521510074368,"416",NA,1,0.68,0.859,-31.047,1,1,169.313,"WHFUDAOCYRYAKQ","InChI=1S/C19H21NO4/c1-20-7-6-11-9-14(24-3)19(22)17-15(11)12(20)8-10-4-5-13(23-2)18(21)16(10)17/h4-5,9,12,21-22H,6-8H2,1-3H3","Corytuberine","CN1CCC2=CC(=C(C3=C2C1CC4=C3C(=C(C=C4)OC)O)O)OC",3.004,"25201991;160500;347379;12304091","PUBCHEMANNOTATIONBIO:(null);HMDB:(HMDB0303999);SUPERNATURAL:(SN0410243);MESH:(160500);FooDB:(FDB030167);PUBCHEM:(25201991 160500 347379 12304091);COCONUT:(CNP0187393);NORMAN:(NS00094702);METACYC:(CPD-9935);PLANTCYC:(CPD-9935);CHEBI:(81200);KEGG:(C17591);DSSTox:(DTXSID40199649);LOTUS:(Q104667276 Q27155145 Q105305281);PUBCHEMANNOTATIONDRUG:(null);PUBMED:(null);KNAPSACK:(WHFUDAOCYRYAKQ-UHFFFAOYSA-N)",138298132862,3,"p","p416",328.155,13.38
"550",1,"C17H26N2O4","[M + Na]+","C17H26N2NaO4+","Alkaloids",0.962,"Tyrosine alkaloids",0.969,"Phenylethylamines",0.173,"Benzenoids",0.946,"Phenol ethers",0.926,"Anisoles",0.907,NA,NA,"Anisoles",0.907,"Organic compounds; Alkyl aryl ethers; Anisoles; Ethers; Organonitrogen compounds; Organooxygen compounds; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Amines; Aralkylamines; Organic oxides; Methoxybenzenes; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities",345.179,809,13.49,829744534970143872,829739521539434496,829739521539434496,"417",NA,1,0.143,0.143,-408.159,0.985,0.981,103.373,"ICYRZCSOXVPRLZ","InChI=1S/C17H26N2O4/c1-18(2)17(20)13-23-16-11-19(8-9-22-12-16)10-14-4-6-15(21-3)7-5-14/h4-7,16H,8-13H2,1-3H3","2-({4-[(4-methoxyphenyl)methyl]-1,4-oxazepan-6-yl}oxy)-N,N-dimethylacetamide","CN(C)C(=O)COC1CN(CCOC1)CC2=CC=C(C=C2)OC",0.8,"75367801;163042521","COCONUT:(CNP0323850);SUPERNATURAL:(SN0142272);PUBCHEM:(75367801 163042521);PUBMED",3145794,3,"p","p417",345.179,13.49
"551",1,"C20H25NO3","[M + H]+","C20H26NO3+","Alkaloids",1,"Tyrosine alkaloids",1,"Isoquinoline alkaloids",0.971,"Organoheterocyclic compounds",0.983,"Isoquinolines and derivatives",0.698,"Benzylisoquinolines",0.865,NA,NA,"Benzylisoquinolines",0.865,"Organic compounds; Organoheterocyclic compounds; Benzylisoquinolines; Alkyl aryl ethers; Phenols; Anisoles; Ethers; Organonitrogen compounds; Organooxygen compounds; Trialkylamines; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Amines; Tertiary amines; Isoquinolines and derivatives; Tetrahydroisoquinolines; Aralkylamines; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities",328.191,808,13.463,829744529081339648,829739521577183232,829739521577183232,"418",NA,1,0.761,0.761,-92.921,0.965,0.947,47.959,"LZJWNVLTWYMMDJ","InChI=1S/C20H25NO3/c1-21-10-9-15-12-19(23-3)20(24-4)13-17(15)18(21)11-14-5-7-16(22-2)8-6-14/h5-8,12-13,18H,9-11H2,1-4H3","6,7-dimethoxy-1-[(4-methoxyphenyl)methyl]-2-methyl-1,2,3,4-tetrahydroisoquinoline","CN1CCC2=CC(=C(C=C2C1CC3=CC=C(C=C3)OC)OC)OC",3.7,"821338;12655727;11067397;259676","PUBCHEMANNOTATIONBIO:(null);COCONUT:(CNP0161961);HMDB:(HMDB0030355);BloodExposome:(259676 821338);CHEBI:(182691 172557);SUPERNATURAL:(SN0219549);MESH:(259676 821338);PUBCHEM:(821338 12655727 11067397 259676);DSSTox:(DTXSID001117672 DTXSID00205619 DTXSID60928534);LOTUS:(Q105159927 Q83079230);PUBCHEMANNOTATIONDRUG:(null);PUBMED:(null);KNAPSACK:(LZJWNVLTWYMMDJ-UHFFFAOYSA-N)",137765060734,3,"p","p418",328.191,13.46
"552",1,"C9H8O4","[M + H]+","C9H9O4+","Shikimates and Phenylpropanoids",0.954,"Phenolic acids (C6-C1)",0.655,"Simple phenolic acids",0.504,"Benzenoids",0.999,"Phenols",0.734,"Methoxyphenols",0.865,NA,NA,"Methoxyphenols",0.865,"Organic compounds; Aldehydes; Alkyl aryl ethers; Phenols; Anisoles; Methoxyphenols; Ethers; Benzoyl derivatives; Organooxygen compounds; Benzaldehydes; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Aryl-aldehydes; Organic oxides; Hydroxybenzaldehydes; Methoxybenzenes; Hydrocarbon derivatives; Organic oxygen compounds; Phenoxy compounds; Chemical entities",181.05,809,13.488,829744524626987136,829739521610737664,829739521610737664,"419",NA,1,0.465,0.465,-106.218,1,1,173.562,"YVNRFQCFZVYDRO","InChI=1S/C9H8O4/c1-13-8-3-6(4-10)2-7(5-11)9(8)12/h2-5,12H,1H3","4-hydroxy-5-methoxybenzene-1,3-dicarbaldehyde","COC1=CC(=CC(=C1O)C=O)C=O",0.87,"18035","COCONUT:(CNP0113703);NORMAN:(NS00028665);PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);SUPERNATURAL:(SN0461420);PUBCHEM:(18035);DSSTox:(DTXSID70183556);PUBMED:(null)",137509470274,3,"p","p419",181.05,13.49
"553",1,"C13H18O2","[M + H]+","C13H19O2+","Terpenoids",0.976,"Sesquiterpenoids",0.52,"Apocarotenoids(ε-)",0.442,"Lipids and lipid-like molecules",0.608,"Prenol lipids",0.648,NA,NA,NA,NA,"Prenol lipids",0.648,"Organic compounds; Lipids and lipid-like molecules; Ketones; Prenol lipids; Organooxygen compounds; Carbonyl compounds; Cyclic ketones; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities",207.138,820,13.667,829744528640937472,829739521652680704,829739521652680704,"420",NA,1,0.316,0.316,-44.906,1,0.25,236.64,"MLYOGKJJENFVJN","InChI=1S/C13H18O2/c1-9-7-11(15)8-13(3,4)12(9)6-5-10(2)14/h5-7,12H,8H2,1-4H3","3,5,5-trimethyl-4-(3-oxobut-1-en-1-yl)cyclohex-2-en-1-one","CC1=CC(=O)CC(C1C=CC(=O)C)(C)C",1.6,"5363685;522724;13146048;13146049","COCONUT:(CNP0308093);NORMAN:(NS00113921);HMDB:(HMDB0303055);TeroMol:(TKC025167 TKC131319);SUPERNATURAL:(SN0229180);FooDB:(FDB007536);PUBCHEM:(5363685 522724 13146048 13146049);DSSTox:(DTXSID90942263);LOTUS:(Q104375558 Q105167338 Q105167336);PUBMED:(null)",138256056394,3,"p","p420",207.138,13.67
"554",1,"C9H6O2","[M + H]+","C9H7O2+","Polyketides",0.618,"Naphthalenes",0.837,"Naphthoquinones",0.715,"Benzenoids",0.979,"Naphthalenes",0.506,NA,NA,NA,NA,"Naphthalenes",0.506,"Organic compounds; Organoheterocyclic compounds; Naphthalenes; Organooxygen compounds; Carbonyl compounds; Benzenoids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities",147.044,814,13.56,829744519757398400,829739521686235136,829739521686235136,"421",NA,1,0.114,0.114,-63.5,1,1,56.021,"OTAFHZMPRISVEM","InChI=1S/C9H6O2/c10-8-5-6-11-9-4-2-1-3-7(8)9/h1-6H","Chromone","C1=CC=C2C(=C1)C(=O)C=CO2",1.805,"69748422;89421303;13027889;10286;132522906","PUBCHEMANNOTATIONBIO:(null);HMDB:(HMDB0032938);PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);BloodExposome:(10286);SUPERNATURAL:(SN0274507);MESH:(10286);FooDB:(FDB010923);PUBCHEM:(69748422 89421303 13027889 10286 132522906);COCONUT:(CNP0132668);NORMAN:(NS00031861);CHEBI:(72013);DSSTox:(DTXSID40197680);LOTUS:(Q420156);PUBCHEMANNOTATIONDRUG:(null);PUBMED:(null)",138369302638,3,"p","p421",147.044,13.56
"555",1,"C19H21NO4","[M + H]+","C19H22NO4+","Alkaloids",1,"Tyrosine alkaloids",0.994,"Isoquinoline alkaloids",0.536,"Alkaloids and derivatives",0.651,"Protoberberine alkaloids and derivatives",0.723,NA,NA,NA,NA,"Protoberberine alkaloids and derivatives",0.723,"Organic compounds; Organoheterocyclic compounds; Alkyl aryl ethers; Phenols; Anisoles; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Alkaloids and derivatives; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Tertiary carboxylic acid amides; Protoberberine alkaloids and derivatives; Phenol ethers; Benzenoids; Amines; Tertiary amines; Tetrahydroisoquinolines; Aralkylamines; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities",328.155,802,13.36,829744519245693184,829739521719789568,829739521719789568,"422",NA,1,0.43,0.532,-86.23,1,0.997,57.423,"JKPISQIIWUONPB","InChI=1S/C19H21NO4/c1-23-18-8-12-5-6-20-10-14-11(3-4-16(21)19(14)24-2)7-15(20)13(12)9-17(18)22/h3-4,8-9,15,21-22H,5-7,10H2,1-2H3","Stepholidine","COC1=C(C=C2C3CC4=C(CN3CCC2=C1)C(=C(C=C4)O)OC)O",2.6,"6917970;5290;12442999","PUBCHEMANNOTATIONBIO:(null);HMDB:(HMDB0250810);PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);BloodExposome:(6917970 5290);SUPERNATURAL:(SN0167978);MESH:(6917970);PUBCHEM:(6917970 5290 12442999);COCONUT:(CNP0325255);CHEBI:(91837);DSSTox:(DTXSID00274461 DTXSID70937112);LOTUS:(Q7611023 Q27088886 Q105130408);PUBCHEMANNOTATIONDRUG:(null);PUBMED:(null);KNAPSACK:(JKPISQIIWUONPB-UHFFFAOYSA-N)",137832169598,3,"p","p422",328.155,13.36
"556",1,"C19H30O8","[M + H]+","C19H31O8+","Terpenoids",0.995,"Apocarotenoids",0.995,"Megastigmanes",0.988,"Lipids and lipid-like molecules",0.956,"Fatty Acyls",0.676,"Fatty acyl glycosides",0.708,"Alkyl glycosides",0.704,"Alkyl glycosides",0.704,"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Ketones; Aldehydes; Alcohols and polyols; Ethers; Prenol lipids; Primary alcohols; Organooxygen compounds; Hexoses; Monosaccharides; Sesquiterpenoids; Acetals; Secondary alcohols; Tertiary alcohols; Fatty acyl glycosides; Carbonyl compounds; Oxanes; Glycosyl compounds; Alkyl glycosides; O-glycosyl compounds; Polyols; Cyclic ketones; Fatty acyl glycosides of mono- and disaccharides; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Cyclohexenones; Organic oxygen compounds; Chemical entities",387.202,820,13.674,829744534890452096,829739521757538304,829739521757538304,"423",NA,1,0.507,0.792,-50.081,0.842,0.5,211.923,"SWYRVCGNMNAFEK","InChI=1S/C19H30O8/c1-10-7-12(21)8-18(3,4)19(10,25)6-5-11(2)26-17-16(24)15(23)14(22)13(9-20)27-17/h5-7,11,13-17,20,22-25H,8-9H2,1-4H3","Roseoside","CC1=CC(=O)CC(C1(C=CC(C)OC2C(C(C(C(O2)CO)O)O)O)O)(C)C",-1,"154790214;101020610;21630887;9930064;23757167;101993230;162970362;162970363;162970364;162970365;162970366;162970367;162970368;162970369;162970370;162970371;6325925;10317980;129316932;44570408;44631964;13857517;11165077;133561811;133562826;133568293;73815023;132587006","PUBCHEMANNOTATIONBIO:(null);HMDB:(HMDB0029772);TeroMol:(TKC023591 TKC120951 TKC092617 TKC023581 TKC092616 TKC092615 TKC119649 TKC023569);SUPERNATURAL:(SN0357571);MESH:(9930064 10317980 13857517 73815023 129316932 133561811 133562826);FooDB:(FDB000979 FDB003421 FDB013547);PUBCHEM:(154790214 101020610 21630887 9930064 23757167 101993230 162970362 162970363 162970364 162970365 162970366 162970367 162970368 162970369 162970370 162970371 6325925 10317980 129316932 44570408 44631964 13857517 11165077 133561811 133562826 133568293 73815023 132587006);GNPS:(CCMSLIB00000851547);COCONUT:(CNP0241893);CHEBI:(139452 168230);DSSTox:(DTXSID101316706);LOTUS:(Q105262983 Q105262979 Q105262987 Q104400350 Q105262984 Q105262981 Q105262986 Q104197738 Q104396389 Q105262980);PUBCHEMANNOTATIONDRUG:(null);PUBMED:(null);KNAPSACK:(SWYRVCGNMNAFEK-UHFFFAOYSA-N)",138306130046,3,"p","p423",387.202,13.67
"557",1,"C20H20N2O4","[M + H]+","C20H21N2O4+","Alkaloids",0.976,"Tyrosine alkaloids",0.892,"Isoquinoline alkaloids",0.378,"Organoheterocyclic compounds",0.958,"Tetrahydroisoquinolines",0.503,NA,NA,NA,NA,"Tetrahydroisoquinolines",0.503,"Organic compounds; Organoheterocyclic compounds; Phenols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Benzenoids; Amines; Tetrahydroisoquinolines; Aralkylamines; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities",353.15,820,13.67,829744543954345344,829739521795287040,829739521795287040,"424",NA,1,0.026,0.026,-276.364,0.962,0.912,137.59,"ZRAIRHSUKMHHQT","InChI=1S/C20H20N2O4/c1-25-17-7-3-15(4-8-17)11-19(21-13-23)20(22-14-24)12-16-5-9-18(26-2)10-6-16/h3-14H,1-2H3,(H,21,23)(H,22,24)","N,N'-((1Z,3Z)-1,4-Bis(4-Methoxyphenyl)Buta-1,3-Diene-2,3-Diyl)Diformamide","COC1=CC=C(C=C1)C=C(C(=CC2=CC=C(C=C2)OC)NC=O)NC=O",2.7,"11462296;72970930;57552759","COCONUT:(CNP0260797);MiMeDB:(MMDBc0008543);CHEBI:(68205);SUPERNATURAL:(SN0477990);MESH:(11462296);PUBCHEM:(11462296 72970930 57552759);LOTUS:(Q27136698 Q104202707);PUBMED:(null)",1345323110,3,"p","p424",353.15,13.67
"558",1,"C9H6O3","[M + H]+","C9H7O3+","Shikimates and Phenylpropanoids",0.712,"Coumarins",0.697,"Naphthoquinones",0.573,"Benzenoids",0.996,"Phenols",0.802,"1-hydroxy-2-unsubstituted benzenoids",0.778,NA,NA,"1-hydroxy-2-unsubstituted benzenoids",0.778,"Organic compounds; Organoheterocyclic compounds; Phenols; Organooxygen compounds; Carbonyl compounds; Benzenoids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities",163.039,808,13.468,829744526300514944,829739521828841472,829739521828841472,"425",NA,1,0.134,0.134,-103.413,1,0.333,115.597,"OWBBAPRUYLEWRR","InChI=1S/C9H6O3/c10-7-5-9(11)12-8-4-2-1-3-6(7)8/h1-5,11H","2-hydroxy-4H-chromen-4-one","C1=CC=C2C(=C1)C(=O)C=C(O2)O",1.529,"21788013;21788014;134854067","COCONUT:(CNP0038758);SUPERNATURAL:(SN0276707);FooDB:(FDB010971);PUBCHEM:(21788013 21788014 134854067);DSSTox:(DTXSID50944748);LOTUS:(Q82921983)",138247405570,3,"p","p425",163.039,13.47
"559",1,"C13H18O2","[M + H]+","C13H19O2+","Terpenoids",0.98,"Sesquiterpenoids",0.58,"Apocarotenoids(ε-)",0.542,"Organic oxygen compounds",0.999,"Organooxygen compounds",0.999,"Carbonyl compounds",0.936,"Ketones",0.899,"Cyclohexenones",0.503,"Organic compounds; Lipids and lipid-like molecules; Ketones; Prenol lipids; Organooxygen compounds; Carbonyl compounds; Cyclic ketones; Organic oxides; Hydrocarbon derivatives; Cyclohexenones; Organic oxygen compounds; Chemical entities",207.138,821,13.681,829744521837773824,829739521866590208,829739521866590208,"426",NA,1,0.57,0.57,-46.382,0.999,0.25,255.642,"MLYOGKJJENFVJN","InChI=1S/C13H18O2/c1-9-7-11(15)8-13(3,4)12(9)6-5-10(2)14/h5-7,12H,8H2,1-4H3","3,5,5-trimethyl-4-(3-oxobut-1-en-1-yl)cyclohex-2-en-1-one","CC1=CC(=O)CC(C1C=CC(=O)C)(C)C",1.6,"5363685;522724;13146048;13146049","COCONUT:(CNP0308093);NORMAN:(NS00113921);HMDB:(HMDB0303055);TeroMol:(TKC025167 TKC131319);SUPERNATURAL:(SN0229180);FooDB:(FDB007536);PUBCHEM:(5363685 522724 13146048 13146049);DSSTox:(DTXSID90942263);LOTUS:(Q104375558 Q105167338 Q105167336);PUBMED:(null)",138256056394,3,"p","p426",207.138,13.68
"560",1,"C9H6O2","[M + H]+","C9H7O2+","Polyketides",0.602,"Naphthalenes",0.764,"Naphthoquinones",0.643,"Benzenoids",0.987,NA,NA,NA,NA,NA,NA,"Benzenoids",0.987,"Organic compounds; Organoheterocyclic compounds; Organooxygen compounds; Carbonyl compounds; Benzenoids; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities",147.044,819,13.655,829744528699657728,829739521904338944,829739521904338944,"427",NA,1,0.19,0.19,-57.156,1,1,58.516,"ADDZHRRCUWNSCS","InChI=1S/C9H6O2/c10-6-8-5-7-3-1-2-4-9(7)11-8/h1-6H","1-benzofuran-2-carbaldehyde","C1=CC=C2C(=C1)C=C(O2)C=O",1.928,"163480786;61341","PUBCHEMANNOTATIONBIO:(null);COCONUT:(CNP0003119);NORMAN:(NS00047150);HMDB:(HMDB0033183);PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);CHEBI:(193658);SUPERNATURAL:(SN0002417);FooDB:(FDB011194);PUBCHEM:(163480786 61341);DSSTox:(DTXSID4047121);PUBCHEMANNOTATIONDRUG:(null);PUBCHEMANNOTATIONFOOD:(null);PUBMED:(null)",138230890602,3,"p","p427",147.044,13.65
"561",1,"C19H30O8","[M + H]+","C19H31O8+","Terpenoids",0.996,"Apocarotenoids",0.996,"Megastigmanes",0.99,"Lipids and lipid-like molecules",0.959,"Fatty Acyls",0.688,"Fatty acyl glycosides",0.72,"Alkyl glycosides",0.715,"Alkyl glycosides",0.715,"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Ketones; Aldehydes; Alcohols and polyols; Ethers; Prenol lipids; Primary alcohols; Organooxygen compounds; Hexoses; Monosaccharides; Sesquiterpenoids; Acetals; Secondary alcohols; Tertiary alcohols; Fatty acyl glycosides; Carbonyl compounds; Oxanes; Glycosyl compounds; Alkyl glycosides; O-glycosyl compounds; Polyols; Cyclic ketones; Fatty acyl glycosides of mono- and disaccharides; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Cyclohexenones; Organic oxygen compounds; Chemical entities",387.202,821,13.685,829744533149815552,829739521942087680,829739521942087680,"428",NA,1,0.743,0.829,-41.477,0.804,0.5,220.648,"SWYRVCGNMNAFEK","InChI=1S/C19H30O8/c1-10-7-12(21)8-18(3,4)19(10,25)6-5-11(2)26-17-16(24)15(23)14(22)13(9-20)27-17/h5-7,11,13-17,20,22-25H,8-9H2,1-4H3","Roseoside","CC1=CC(=O)CC(C1(C=CC(C)OC2C(C(C(C(O2)CO)O)O)O)O)(C)C",-1,"154790214;101020610;21630887;9930064;23757167;101993230;162970362;162970363;162970364;162970365;162970366;162970367;162970368;162970369;162970370;162970371;6325925;10317980;129316932;44570408;44631964;13857517;11165077;133561811;133562826;133568293;73815023;132587006","PUBCHEMANNOTATIONBIO:(null);HMDB:(HMDB0029772);TeroMol:(TKC023591 TKC120951 TKC092617 TKC023581 TKC092616 TKC092615 TKC119649 TKC023569);SUPERNATURAL:(SN0357571);MESH:(9930064 10317980 13857517 73815023 129316932 133561811 133562826);FooDB:(FDB000979 FDB003421 FDB013547);PUBCHEM:(154790214 101020610 21630887 9930064 23757167 101993230 162970362 162970363 162970364 162970365 162970366 162970367 162970368 162970369 162970370 162970371 6325925 10317980 129316932 44570408 44631964 13857517 11165077 133561811 133562826 133568293 73815023 132587006);GNPS:(CCMSLIB00000851547);COCONUT:(CNP0241893);CHEBI:(139452 168230);DSSTox:(DTXSID101316706);LOTUS:(Q105262983 Q105262979 Q105262987 Q104400350 Q105262984 Q105262981 Q105262986 Q104197738 Q104396389 Q105262980);PUBCHEMANNOTATIONDRUG:(null);PUBMED:(null);KNAPSACK:(SWYRVCGNMNAFEK-UHFFFAOYSA-N)",138306130046,3,"p","p428",387.202,13.69
"562",1,"C14H24N3O5","[M + H]+","C14H25N3O5+","Alkaloids",0.996,"Tyrosine alkaloids",0.998,"Isoquinoline alkaloids",0.44,"Organoheterocyclic compounds",0.828,"Tetrahydroisoquinolines",0.78,NA,NA,NA,NA,"Tetrahydroisoquinolines",0.78,"Organic compounds; Organoheterocyclic compounds; Alkyl aryl ethers; Anisoles; Ethers; Organonitrogen compounds; Organooxygen compounds; Trialkylamines; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Amines; Tertiary amines; Tetrahydroisoquinolines; Aralkylamines; Methoxybenzenes; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities",315.18,831,13.852,829744547565642112,829739522021779456,829739522021779456,"430",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"p","p430",315.18,13.85
