"","formulaRank","molecularFormula","adduct","precursorFormula","NPC#pathway","NPC#pathway Probability","NPC#superclass","NPC#superclass Probability","NPC#class","NPC#class Probability","ClassyFire#superclass","ClassyFire#superclass probability","ClassyFire#class","ClassyFire#class Probability","ClassyFire#subclass","ClassyFire#subclass Probability","ClassyFire#level 5","ClassyFire#level 5 Probability","ClassyFire#most specific class","ClassyFire#most specific class Probability","ClassyFire#all classifications","ionMass","retentionTimeInSeconds","retentionTimeInMinutes","formulaId","alignedFeatureId","compoundId","mappingFeatureId","overallFeatureQuality","structurePerIdRank","ConfidenceScoreExact","ConfidenceScoreApproximate","CSI:FingerIDScore","ZodiacScore","SiriusScoreNormalized","SiriusScore","InChIkey2D","InChI","name","smiles","xlogp","pubchemids","links","dbflags","bio_score","polarity","id","mz_round","rt_round"
"252",1,"C33H26O12","[M - H]-","C33H25O12-","Shikimates and Phenylpropanoids",0.997,"Flavonoids",0.843,"Flavanones",0.258,"Phenylpropanoids and polyketides",0.987,"Flavonoids",0.983,"Biflavonoids and polyflavonoids",0.731,NA,NA,"Biflavonoids and polyflavonoids",0.731,"Organic compounds; Organoheterocyclic compounds; Ketones; Benzopyrans; Alkyl aryl ethers; Phenols; Catechols; Chromones; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Organooxygen compounds; Flavonoids; Flavans; Benzenediols; Biflavonoids and polyflavonoids; Flavanones; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; 3'-hydroxyflavonoids; 4'-hydroxyflavonoids; Hydroxyflavonoids; 5-hydroxyflavonoids; 7-hydroxyflavonoids; Flavan-3-ols; 1-benzopyrans; Aryl alkyl ketones; Vinylogous acids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities",613.134,1282,21.368,829744928731475200,829739493655697792,829739493651503488,"518",NA,1,0.21,0.286,-197.259,NA,0.5,99.204,"HRVMEXKQXPZEPD","InChI=1S/C32H24O10/c1-14-24(40-2)13-27-30(31(14)39)23(38)12-26(41-27)16-5-8-19(34)18(9-16)28-20(35)10-21(36)29-22(37)11-25(42-32(28)29)15-3-6-17(33)7-4-15/h3-11,13,26,33-36,39H,12H2,1-2H3","5,7-dihydroxy-8-[2-hydroxy-5-(5-hydroxy-7-methoxy-6-methyl-4-oxo-3,4-dihydro-2H-1-benzopyran-2-yl)phenyl]-2-(4-hydroxyphenyl)-4H-chromen-4-one","CC1=C(C=C2C(=C1O)C(=O)CC(O2)C3=CC(=C(C=C3)O)C4=C(C=C(C5=C4OC(=CC5=O)C6=CC=C(C=C6)O)O)O)OC",5.5,"163047299;102195226;101842723","COCONUT:(CNP0329771);SUPERNATURAL:(SN0133726);PUBCHEM:(163047299 102195226 101842723)",3145730,3,"n","n518",613.134,21.37
"253",1,"C26H34N6O8","[M - H]-","C26H33N6O8-","Alkaloids",0.554,"Tyrosine alkaloids",0.122,"Phenylethylamines",0.012,"Benzenoids",1,"Phenols",0.865,"Methoxyphenols",0.674,NA,NA,"Methoxyphenols",0.674,"Organic compounds; Organoheterocyclic compounds; Nitrobenzenes; Alkyl aryl ethers; Alcohols and polyols; Phenols; Anisoles; Phenethylamines; Methoxyphenols; Ethers; Organonitrogen compounds; Aniline and substituted anilines; Primary alcohols; Organooxygen compounds; Organic nitro compounds; Organic oxoazanium compounds; Secondary alcohols; 1,2-aminoalcohols; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Amines; Secondary amines; Secondary alkylarylamines; Alkanolamines; Organic zwitterions; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Organic salts; Aralkylamines; Organic oxides; Methoxybenzenes; C-nitro compounds; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Nitroaromatic compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities",557.238,1295,21.579,829745007877998592,829739493722806656,829739493722806656,"520",NA,1,0.014,0.014,-429.249,NA,0.5,119.214,"OJPCBCNKNRIOCG","InChI=1S/C25H32N6O6/c1-15(23(27)35)30-25(37)20(12-16-5-3-2-4-6-16)31-22(34)14-28-21(33)13-29-24(36)19(26)11-17-7-9-18(32)10-8-17/h2-10,15,19-20,32H,11-14,26H2,1H3,(H2,27,35)(H,28,33)(H,29,36)(H,30,37)(H,31,34)","Enkephalin, alanh2(5)-","CC(C(=O)N)NC(=O)C(CC1=CC=CC=C1)NC(=O)CNC(=O)CNC(=O)C(CC2=CC=C(C=C2)O)N",-0.559,"173567;44355597","BloodExposome:(173567);MESH:(173567);PUBCHEM:(173567 44355597);DSSTox:(DTXSID30227849);PUBMED",137443147846,1,"n","n520",557.238,21.58
"254",1,"C37H44O16","[M - H]-","C37H43O16-","Shikimates and Phenylpropanoids",0.993,"Phenylethanoids (C6-C2)",0.956,"Phenylethanoids",0.956,"Phenylpropanoids and polyketides",0.959,"Cinnamic acids and derivatives",0.958,"Hydroxycinnamic acids and derivatives",0.973,"Coumaric acids and derivatives",0.976,"Coumaric acids and derivatives",0.976,"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Styrenes; Coumaric acids and derivatives; Alkyl aryl ethers; Alcohols and polyols; Phenols; Catechols; Anisoles; Tyrosols and derivatives; Methoxyphenols; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Cinnamic acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Benzenediols; Hydroxycinnamic acids and derivatives; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Phenol ethers; Benzenoids; Cinnamic acid esters; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Fatty Acyls; Organic oxides; Methoxybenzenes; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Phenoxy compounds; Chemical entities",743.253,1297,21.612,829744953746305792,829739493798304128,829739493798304128,"522",NA,1,0.295,0.375,-165.611,NA,0.5,28.559,"OSLFMIFGCFUBOT","InChI=1S/C36H42O14/c1-44-27-13-19(4-8-24(27)37)6-11-31(40)47-18-30-32(41)33(42)34(43)36(50-30)49-17-23-22(12-20-5-9-25(38)28(14-20)45-2)16-48-35(23)21-7-10-26(39)29(15-21)46-3/h4-11,13-15,22-23,30,32-39,41-43H,12,16-18H2,1-3H3","(3,4,5-trihydroxy-6-{[2-(4-hydroxy-3-methoxyphenyl)-4-[(4-hydroxy-3-methoxyphenyl)methyl]oxolan-3-yl]methoxy}oxan-2-yl)methyl 3-(4-hydroxy-3-methoxyphenyl)prop-2-enoate","COC1=C(C=CC(=C1)CC2COC(C2COC3C(C(C(C(O3)COC(=O)C=CC4=CC(=C(C=C4)O)OC)O)O)O)C5=CC(=C(C=C5)O)OC)O",2.5,"162909942;162909943;145969606","COCONUT:(CNP0178686);SUPERNATURAL:(SN0274068);PUBCHEM:(162909942 162909943 145969606);LOTUS:(Q105199044);PUBMED",271581250,3,"n","n522",743.253,21.61
"255",1,"C37H28O17","[M - H]-","C37H27O17-","Shikimates and Phenylpropanoids",0.999,"Phenylpropanoids (C6-C3)",0.867,"Cinnamic acids and derivatives",0.868,"Organic oxygen compounds",1,"Organooxygen compounds",1,"Carbohydrates and carbohydrate conjugates",0.985,"Sugar acids and derivatives",0.963,"Glucuronides",0.557,"Organic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Styrenes; Coumaric acids and derivatives; Pyrans; Alcohols and polyols; Phenols; Catechols; Sugar acids and derivatives; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Glucuronides; Hydroxy acids and derivatives; Cinnamic acids and derivatives; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Benzenediols; Hydroxycinnamic acids and derivatives; Monosaccharides; Secondary alcohols; Beta hydroxy acids and derivatives; Carbonyl compounds; Tricarboxylic acids and derivatives; Glucuronic acid derivatives; Benzene and substituted derivatives; Benzenoids; Cinnamic acid esters; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities",743.129,1305,21.756,829744936562241152,829739493844441472,829739493844441472,"523",NA,1,0.055,0.055,-428.27,NA,0,62.338,"NUEUOGPUKHDQRE","InChI=1S/C29H30O20/c1-43-9-5-7(3-4-8(9)30)21-16(34)13(31)12-10(45-21)6-11(22(44-2)14(12)32)46-29-25(19(37)18(36)24(48-29)27(41)42)49-28-20(38)15(33)17(35)23(47-28)26(39)40/h3-6,15,17-20,23-25,28-30,32-38H,1-2H3,(H,39,40)(H,41,42)","5-[(6-carboxy-3,4,5-trihydroxyoxan-2-yl)oxy]-6-{[3,5-dihydroxy-2-(4-hydroxy-3-methoxyphenyl)-6-methoxy-4-oxo-4H-chromen-7-yl]oxy}-3,4-dihydroxyoxane-2-carboxylic acid","COC1=C(C=CC(=C1)C2=C(C(=O)C3=C(C(=C(C=C3O2)OC4C(C(C(C(O4)C(=O)O)O)O)OC5C(C(C(C(O5)C(=O)O)O)O)O)OC)O)O)O",-0.4,"162817333;162817334","COCONUT:(CNP0075352);SUPERNATURAL:(SN0255372);PUBCHEM:(162817333 162817334);LOTUS:(Q105185841)",271581186,3,"n","n523",743.129,21.76
"256",1,"C37H28O17","[M - H]-","C37H27O17-","Shikimates and Phenylpropanoids",0.999,"Phenylpropanoids (C6-C3)",0.858,"Cinnamic acids and derivatives",0.859,"Organic oxygen compounds",1,"Organooxygen compounds",1,"Carbohydrates and carbohydrate conjugates",0.987,"Sugar acids and derivatives",0.966,"O-glucuronides",0.511,"Organic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Styrenes; Coumaric acids and derivatives; Pyrans; Alcohols and polyols; Phenols; Catechols; Sugar acids and derivatives; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Glucuronides; Hydroxy acids and derivatives; Cinnamic acids and derivatives; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Benzenediols; Hydroxycinnamic acids and derivatives; Monosaccharides; Secondary alcohols; Beta hydroxy acids and derivatives; Carbonyl compounds; Tricarboxylic acids and derivatives; Glucuronic acid derivatives; Benzene and substituted derivatives; Benzenoids; O-glucuronides; Cinnamic acid esters; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities",743.129,1313,21.883,829744970087315584,829739494012213760,829739494012213760,"527",NA,1,0.052,0.052,-427.172,NA,0,50.715,"NUEUOGPUKHDQRE","InChI=1S/C29H30O20/c1-43-9-5-7(3-4-8(9)30)21-16(34)13(31)12-10(45-21)6-11(22(44-2)14(12)32)46-29-25(19(37)18(36)24(48-29)27(41)42)49-28-20(38)15(33)17(35)23(47-28)26(39)40/h3-6,15,17-20,23-25,28-30,32-38H,1-2H3,(H,39,40)(H,41,42)","5-[(6-carboxy-3,4,5-trihydroxyoxan-2-yl)oxy]-6-{[3,5-dihydroxy-2-(4-hydroxy-3-methoxyphenyl)-6-methoxy-4-oxo-4H-chromen-7-yl]oxy}-3,4-dihydroxyoxane-2-carboxylic acid","COC1=C(C=CC(=C1)C2=C(C(=O)C3=C(C(=C(C=C3O2)OC4C(C(C(C(O4)C(=O)O)O)O)OC5C(C(C(C(O5)C(=O)O)O)O)O)OC)O)O)O",-0.4,"162817333;162817334","COCONUT:(CNP0075352);SUPERNATURAL:(SN0255372);PUBCHEM:(162817333 162817334);LOTUS:(Q105185841)",271581186,3,"n","n527",743.129,21.88
"257",1,"C21H28N10O4","[M - H]-","C21H27N10O4-","Alkaloids",0.553,"Pseudoalkaloids (transamidation)",0.435,"Purine alkaloids",0.379,"Organic acids and derivatives",1,"Carboxylic acids and derivatives",0.974,"Amino acids, peptides, and analogues",0.624,"Amino acids and derivatives",0.62,"Amino acids and derivatives",0.62,"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Pyrimidines and pyrimidine derivatives; Imidazoles; Ketones; Lactams; Purines and purine derivatives; Xanthines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Alkaloids and derivatives; Pyrimidones; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Organic carbonic acids and derivatives; Azoles; Carboxylic acid amides; Ureas; Purinones; Carboxylic acid derivatives; Aminopyrimidines and derivatives; Diazines; 6-oxopurines; Secondary carboxylic acid amides; Imidazopyrimidines; Carbonyl compounds; Substituted imidazoles; N-substituted imidazoles; Amines; Tertiary alkylarylamines; Imidolactams; Dialkylarylamines; Fatty Acyls; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",483.222,1324,22.065,829744983123214080,829739494062545408,829739494062545408,"528",NA,2,0.057,0.057,-555.851,NA,0.217,38.88,"SUSHIXDWVYFOFD","InChI=1S/C23H31F3N4O4/c1-28-17(5-6-20(31)29-9-11-33-12-10-29)14-27-22(32)21-19(28)7-8-30(21)15-16-3-2-4-18(13-16)34-23(24,25)26/h2-4,13,17,19,21H,5-12,14-15H2,1H3,(H,27,32)","1-methyl-2-[3-(morpholin-4-yl)-3-oxopropyl]-6-{[3-(trifluoromethoxy)phenyl]methyl}-decahydropyrrolo[3,2-e][1,4]diazepin-5-one","CN1C2CCN(C2C(=O)NCC1CCC(=O)N3CCOCC3)CC4=CC(=CC=C4)OC(F)(F)F",1.8,"75111860;162813375;45361083","COCONUT:(CNP0068674);SUPERNATURAL:(SN0355868);PUBCHEM:(75111860 162813375 45361083);PUBMED:(null)",3145794,3,"n","n528",483.222,22.07
"258",1,"C25H44O11","[M - H]-","C25H43O11-","Terpenoids",0.995,"Sesquiterpenoids",0.752,"Campherenane sesquiterpenoids",0.01,"Lipids and lipid-like molecules",0.996,"Saccharolipids",0.877,NA,NA,NA,NA,"Saccharolipids",0.877,"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Monosaccharides; Sesquiterpenoids; Acetals; Secondary alcohols; Tertiary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Fatty Acyls; Saccharolipids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities",519.279,1329,22.156,829744979881016832,829739494100294144,829739494100294144,"529",NA,1,0.077,0.077,-268.755,NA,0.5,76.189,"WROZFDTVZVWHRB","InChI=1S/C25H44O11/c1-11-8-14(27)9-25(4,5)15(11)7-6-12(2)33-24-22(20(31)18(29)16(10-26)35-24)36-23-21(32)19(30)17(28)13(3)34-23/h12-14,16-24,26-32H,6-10H2,1-5H3","2-[(4,5-dihydroxy-2-{[4-(4-hydroxy-2,6,6-trimethylcyclohex-1-en-1-yl)butan-2-yl]oxy}-6-(hydroxymethyl)oxan-3-yl)oxy]-6-methyloxane-3,4,5-triol","CC1C(C(C(C(O1)OC2C(C(C(OC2OC(C)CCC3=C(CC(CC3(C)C)O)C)CO)O)O)O)O)O",-0.9,"102307742;162858939","COCONUT:(CNP0121899);TeroMol:(TKC025319);SUPERNATURAL:(SN0418133);PUBCHEM:(102307742 162858939)",11534338,3,"n","n529",519.279,22.16
"259",1,"C33H26O12","[M - H]-","C33H25O12-","Shikimates and Phenylpropanoids",0.995,"Flavonoids",0.863,"Flavanones",0.368,"Phenylpropanoids and polyketides",0.981,"Flavonoids",0.979,"Biflavonoids and polyflavonoids",0.631,NA,NA,"Biflavonoids and polyflavonoids",0.631,"Organic compounds; Organoheterocyclic compounds; Pyrans; Ketones; Benzopyrans; Alkyl aryl ethers; Alcohols and polyols; Phenols; Catechols; Chromones; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Organooxygen compounds; Flavonoids; Flavans; Benzenediols; Biflavonoids and polyflavonoids; Flavanones; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; 3'-hydroxyflavonoids; 4'-hydroxyflavonoids; Hydroxyflavonoids; 5-hydroxyflavonoids; 7-hydroxyflavonoids; 1-benzopyrans; Aryl ketones; Aryl alkyl ketones; Vinylogous acids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities",613.133,1348,22.472,829745134386604928,829739494540696064,829739494540696064,"539",NA,1,0.159,0.19,-174.483,NA,0.5,102.336,"ZXANGSXNJUQYEC","InChI=1S/C32H24O10/c1-39-18-10-20(34)30-22(36)12-26(42-27(30)11-18)16-5-8-24(40-2)19(9-16)29-21(35)14-28-31(32(29)38)23(37)13-25(41-28)15-3-6-17(33)7-4-15/h3-12,14,25,33-35,38H,13H2,1-2H3","2'',3''-Dihydrorobustaflavone 7,4'-Dimethyl Ether","COC1=C(C=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)OC)O)C4=C(C5=C(C=C4O)OC(CC5=O)C6=CC=C(C=C6)O)O",5.4,"21603493;162822715;10099493","COCONUT:(CNP0085173);SUPERNATURAL:(SN0482598);PUBCHEM:(21603493 162822715 10099493);LOTUS:(Q115971292 Q105385360);PUBMED:(null);KNAPSACK:(ZXANGSXNJUQYEC-UHFFFAOYSA-N)",271581266,3,"n","n539",613.133,22.47
"260",1,"C37H28O17","[M - H]-","C37H27O17-","Shikimates and Phenylpropanoids",0.999,"Phenylpropanoids (C6-C3)",0.861,"Cinnamic acids and derivatives",0.861,"Organic oxygen compounds",1,"Organooxygen compounds",1,"Carbohydrates and carbohydrate conjugates",0.986,"Sugar acids and derivatives",0.965,"Glucuronides",0.593,"Organic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Styrenes; Coumaric acids and derivatives; Pyrans; Alcohols and polyols; Phenols; Catechols; Sugar acids and derivatives; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Glucuronides; Hydroxy acids and derivatives; Cinnamic acids and derivatives; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Benzenediols; Hydroxycinnamic acids and derivatives; Monosaccharides; Secondary alcohols; Beta hydroxy acids and derivatives; Carbonyl compounds; Tricarboxylic acids and derivatives; Glucuronic acid derivatives; Benzene and substituted derivatives; Benzenoids; Cinnamic acid esters; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities",743.129,1370,22.831,829745024172871808,829739494666525184,829739494666525184,"542",NA,1,0.087,0.087,-425.334,NA,0,61.08,"TXFQLPKNYPPELM","InChI=1S/C29H30O20/c30-2-1-8-3-9(4-13(33)17(8)34)14-7-12(32)16-11(31)5-10(6-15(16)46-14)45-27-20(37)18(35)19(36)22(47-27)26(42)49-28-21(38)23(39)29(43,44)24(48-28)25(40)41/h3-7,18-24,27-28,30-31,33-39,43-44H,1-2H2,(H,40,41)","6-[6-({2-[3,4-dihydroxy-5-(2-hydroxyethyl)phenyl]-5-hydroxy-4-oxo-4H-chromen-7-yl}oxy)-3,4,5-trihydroxyoxane-2-carbonyloxy]-3,3,4,5-tetrahydroxyoxane-2-carboxylic acid","C1=C(C=C(C(=C1CCO)O)O)C2=CC(=O)C3=C(C=C(C=C3O2)OC4C(C(C(C(O4)C(=O)OC5C(C(C(C(O5)C(=O)O)(O)O)O)O)O)O)O)O",-1.4,"162794217;162794218;162794219","COCONUT:(CNP0008622);SUPERNATURAL:(SN0362518);PUBCHEM:(162794217 162794218 162794219)",3145730,3,"n","n542",743.129,22.83
"261",1,"C33H26O12","[M - H]-","C33H25O12-","Shikimates and Phenylpropanoids",0.997,"Flavonoids",0.828,"Flavanones",0.337,"Phenylpropanoids and polyketides",0.985,"Flavonoids",0.978,"Biflavonoids and polyflavonoids",0.715,NA,NA,"Biflavonoids and polyflavonoids",0.715,"Organic compounds; Organoheterocyclic compounds; Ketones; Benzopyrans; Alkyl aryl ethers; Phenols; Catechols; Chromones; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Organooxygen compounds; Flavonoids; Flavans; Benzenediols; Biflavonoids and polyflavonoids; Flavanones; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; 3'-hydroxyflavonoids; 4'-hydroxyflavonoids; Hydroxyflavonoids; 5-hydroxyflavonoids; 7-hydroxyflavonoids; 1-benzopyrans; Aryl ketones; Aryl alkyl ketones; Vinylogous acids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities",613.133,1361,22.681,829745081118940032,829739494708468224,829739494708468224,"543",NA,1,0.261,0.261,-198.805,NA,0.5,102.823,"ZXANGSXNJUQYEC","InChI=1S/C32H24O10/c1-39-18-10-20(34)30-22(36)12-26(42-27(30)11-18)16-5-8-24(40-2)19(9-16)29-21(35)14-28-31(32(29)38)23(37)13-25(41-28)15-3-6-17(33)7-4-15/h3-12,14,25,33-35,38H,13H2,1-2H3","2'',3''-Dihydrorobustaflavone 7,4'-Dimethyl Ether","COC1=C(C=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)OC)O)C4=C(C5=C(C=C4O)OC(CC5=O)C6=CC=C(C=C6)O)O",5.4,"21603493;162822715;10099493","COCONUT:(CNP0085173);SUPERNATURAL:(SN0482598);PUBCHEM:(21603493 162822715 10099493);LOTUS:(Q115971292 Q105385360);PUBMED:(null);KNAPSACK:(ZXANGSXNJUQYEC-UHFFFAOYSA-N)",271581266,3,"n","n543",613.133,22.68
"262",1,"C37H28O17","[M - H]-","C37H27O17-","Shikimates and Phenylpropanoids",0.999,"Phenylpropanoids (C6-C3)",0.883,"Cinnamic acids and derivatives",0.884,"Organic oxygen compounds",1,"Organooxygen compounds",1,"Carbohydrates and carbohydrate conjugates",0.983,"Sugar acids and derivatives",0.962,"Glucuronides",0.556,"Organic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Styrenes; Coumaric acids and derivatives; Pyrans; Alcohols and polyols; Phenols; Catechols; Sugar acids and derivatives; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Glucuronides; Hydroxy acids and derivatives; Cinnamic acids and derivatives; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Benzenediols; Hydroxycinnamic acids and derivatives; Monosaccharides; Secondary alcohols; Beta hydroxy acids and derivatives; Carbonyl compounds; Tricarboxylic acids and derivatives; Glucuronic acid derivatives; Benzene and substituted derivatives; Benzenoids; Cinnamic acid esters; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities",743.129,1379,22.988,829745137930792576,829739494867851776,829739494863657472,"547",NA,1,0.071,0.071,-428.717,NA,0,61.353,"TXFQLPKNYPPELM","InChI=1S/C29H30O20/c30-2-1-8-3-9(4-13(33)17(8)34)14-7-12(32)16-11(31)5-10(6-15(16)46-14)45-27-20(37)18(35)19(36)22(47-27)26(42)49-28-21(38)23(39)29(43,44)24(48-28)25(40)41/h3-7,18-24,27-28,30-31,33-39,43-44H,1-2H2,(H,40,41)","6-[6-({2-[3,4-dihydroxy-5-(2-hydroxyethyl)phenyl]-5-hydroxy-4-oxo-4H-chromen-7-yl}oxy)-3,4,5-trihydroxyoxane-2-carbonyloxy]-3,3,4,5-tetrahydroxyoxane-2-carboxylic acid","C1=C(C=C(C(=C1CCO)O)O)C2=CC(=O)C3=C(C=C(C=C3O2)OC4C(C(C(C(O4)C(=O)OC5C(C(C(C(O5)C(=O)O)(O)O)O)O)O)O)O)O",-1.4,"162794217;162794218;162794219","COCONUT:(CNP0008622);SUPERNATURAL:(SN0362518);PUBCHEM:(162794217 162794218 162794219)",3145730,3,"n","n547",743.129,22.99
"263",1,"C24H38N6O9","[M - H]-","C24H37N6O9-","Alkaloids",0.831,"Nucleosides",0.174,"Yohimbine-like alkaloids",0.055,"Benzenoids",1,"Benzene and substituted derivatives",0.999,"Benzoic acids and derivatives",0.943,"Hydroxybenzoic acid derivatives",0.801,"Gallic acid and derivatives",0.907,"Organic compounds; Organoheterocyclic compounds; Alkyl aryl ethers; Anisoles; Benzoic acids and derivatives; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Benzoyl derivatives; Organooxygen compounds; Organic carbonic acids and derivatives; Azoles; Carboxylic acid derivatives; Carboxylic acid esters; Hydroxybenzoic acid derivatives; Gallic acid and derivatives; Benzoic acid esters; Benzene and substituted derivatives; Substituted imidazoles; Phenol ethers; Methoxybenzoic acids and derivatives; M-methoxybenzoic acids and derivatives; Benzenoids; Organic oxides; Methoxybenzenes; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities",553.264,1387,23.122,829745129349245824,829739494909794816,829739494905600512,"548",NA,1,0.247,0.247,-539.7,NA,0.045,59.921,"VIISUBXULZEBTG","InChI=1S/C28H36N4O5/c1-29-8-12-31(13-9-29)16-21-25(33)22(17-32-14-10-30(2)11-15-32)28-24(26(21)34)27(35)23(18-37-28)19-4-6-20(36-3)7-5-19/h4-7,18,33-34H,8-17H2,1-3H3","5,7-dihydroxy-3-(4-methoxyphenyl)-6,8-bis[(4-methylpiperazin-1-yl)methyl]-4H-chromen-4-one","CN1CCN(CC1)CC2=C(C(=C3C(=C2O)C(=O)C(=CO3)C4=CC=C(C=C4)OC)CN5CCN(CC5)C)O",2.3,"4295519;44666533","COCONUT:(CNP0407449);SUPERNATURAL:(SN0391097);PUBCHEM:(4295519 44666533)",3145730,3,"n","n548",553.264,23.12
