"","area","datafile.013_108_2015_B.raw.area","datafile.016_148_84_A.raw.area","datafile.017_173_83_A.raw.area","datafile.039_341_81_MASS.raw.area","datafile.043_355_92_B.raw.area","datafile.044_359_92_C.raw.area","datafile.045_360_92_G.raw.area","datafile.046_363_92_C.raw.area","datafile.048_370_92_A.raw.area","datafile.063_449_87_C.raw.area","datafile.066_488_94_C.raw.area","datafile.070_538_78_A.raw.area","datafile.082_701_89_B.raw.area","datafile.086_772_94_B.raw.area","datafile.087_787_82_MASS.raw.area","datafile.088_791_82_A.raw.area","datafile.095_906_87_A.raw.area","datafile.099_939_73_B.raw.area","datafile.100_950_83_A.raw.area","datafile.102_975_83_B.raw.area","datafile.103_978_83_A.raw.area","datafile.104_1040_90_C.raw.area","datafile.110_1449_77_A.raw.area","datafile.111_1453_77_MASS.raw.area","datafile.127_7178_C.raw.area","mz_round","rt_round"
"131",389600,203900,354300,343800,389600,172200,158800,311600,374200,180500,197400,196000,175100,257900,323300,141600,149000,200700,210600,162300,357600,134600,202300,221700,215100,209200,112.985,47.04
"132",423100,256600,134300,263600,360300,318900,320000,283100,412500,102100,230700,294500,314100,294500,423100,106400,242200,105200,197100,280300,249400,87560,257600,188000,113300,308200,112.985,47.31
"133",242200,132000,122300,124400,234700,154300,144100,141000,170200,128600,106700,144900,130400,145100,198500,242200,116500,221700,110100,126900,113900,92100,116600,87410,201700,131100,112.985,47.81
"134",263700,99760,123800,118100,263700,131700,125800,100900,154300,105800,85970,116100,125400,135500,150600,86140,91160,73910,69060,114200,177300,78670,119100,79230,74830,119300,112.985,48.51
"135",647600,145500,272400,144200,352300,145600,319800,428600,218600,447500,135600,139200,435500,647600,168000,359800,262800,398500,123000,401700,127200,292600,133400,251700,397100,315500,112.985,49.19
"136",642000,145200,136700,296200,236900,153400,159300,141700,642000,143200,393600,138200,148400,209000,168200,122100,132600,132700,239700,137700,264700,130300,142800,130800,130800,155300,112.985,49.35
"137",437700,126900,120600,131600,437700,151200,141100,132100,197000,130400,117600,133500,134200,194000,175100,111100,120800,115600,94020,126400,122700,109600,125900,111200,112300,132400,112.985,49.7
"138",782100,130700,143300,138400,276200,128600,150300,141000,239900,132800,135300,138900,150000,782100,172100,114200,123600,127900,118200,126200,134800,111800,142700,118600,120200,148200,112.985,51.66
"139",787000,270700,268700,86840,187400,80470,90400,82820,505300,140500,106100,101100,98590,170700,111300,787000,90290,136200,85960,80340,70810,77540,113900,127700,264900,268900,112.985,54.89
"140",824800,217100,227300,235200,167800,69460,241700,58420,429600,224200,213200,232600,224300,115500,84520,215900,198500,217800,824800,201700,223900,194400,226900,191300,226000,213800,112.985,54.95
"141",1417000,149800,100900,100100,1164000,1409000,1417000,231900,115400,71380,87150,249700,106900,174200,1302000,43980,229000,92500,96730,11000,182900,183500,193300,182700,94670,265200,112.986,1.52
"142",6048000,3723000,1301000,4361000,947900,675000,2687000,6048000,4531000,1818000,1126000,3096000,2061000,2051000,494700,680700,1630000,3268000,1446000,2004000,422000,1481000,1060000,990800,1995000,2928000,113,1.85
"143",5923000,4721000,4050000,2464000,512200,1948000,5923000,3918000,3864000,4363000,1560000,1638000,1380000,1560000,337600,2821000,3401000,2257000,832100,2744000,86780,2315000,945600,1520000,1490000,1989000,113,2
"144",231600,11600,43370,9583,228800,11050,11430,26120,100100,11630,11940,12820,12980,231600,162400,11570,11630,10840,11040,12050,13330,11150,13250,11200,10620,13420,113.071,0.4
"145",14540000,7840000,6629000,6530000,5581000,6635000,7119000,5914000,14540000,7977000,8516000,7320000,7144000,8569000,6011000,6733000,6708000,8138000,6999000,6808000,6661000,7284000,6717000,6918000,7982000,5728000,113.964,0.25
"146",12140000,6769000,7113000,6323000,10200000,7376000,6911000,7011000,6321000,6726000,7431000,7176000,6992000,12140000,9202000,6872000,6938000,7354000,7116000,7402000,8454000,7325000,7665000,6816000,6968000,7185000,113.964,0.43
"147",1909000,860700,734600,947500,1709000,1159000,788300,1311000,886900,681800,800200,1029000,1478000,1455000,1909000,829000,981900,866400,1352000,622400,1779000,909200,1234000,1238000,914000,1116000,113.964,7.21
"148",5819000,994000,667100,1041000,167500,1051000,842700,1290000,194000,644800,827500,950700,1350000,5819000,2037000,824900,1036000,891100,1127000,763400,1502000,834900,1190000,1107000,992800,1036000,113.964,8.56
"149",3403000,549400,24500,702500,594300,657400,529500,3403000,90960,1547000,2006000,567300,850000,631300,3296000,255400,2315000,656500,2444000,510700,957200,2223000,1791000,1436000,635500,540400,113.964,11.91
"150",2418000,292300,358800,480100,830300,499300,384300,583800,610000,555000,525200,565600,624300,490400,2418000,455200,5e+05,505800,831400,1543000,987600,4e+05,1349000,479800,412700,900600,113.964,19.98
"151",3106000,498200,407500,480900,3106000,556900,389300,556500,677300,534000,510600,552300,607000,651100,864300,409600,499400,479200,1005000,409600,963700,400100,1246000,504000,1447000,574600,113.964,20.58
"152",2121000,141900,421800,487500,918700,523700,380100,595300,643500,313700,511100,516100,2121000,1347000,2060000,451600,473700,467800,412500,405800,977000,377300,759400,506100,497700,598400,113.964,21.05
"153",2461000,555900,417400,443500,1521000,501700,398900,580000,2461000,310700,499200,527800,585300,614300,981700,436700,70170,474400,418300,329800,939300,381200,156900,465700,416400,518300,113.964,22.11
"154",2672000,567300,415100,458700,1107000,515700,400900,591900,649100,319400,538900,532700,611400,676200,966300,413000,485200,499700,473100,421300,1019000,385900,2672000,468400,482900,565500,113.964,23.41
"155",2771000,550500,437600,464200,1110000,519900,1572000,567900,670800,332800,516500,558600,598200,2771000,1021000,450600,507300,488200,513100,477100,995600,391200,825200,509900,507400,582600,113.964,24.07
"156",1527000,569700,448200,462000,1079000,492700,433800,563000,668100,341000,542300,539800,579400,1527000,1036000,442600,505700,476500,548900,448600,1015000,392000,839200,508700,512200,551800,113.964,24.57
"157",1306000,604800,457100,446800,1125000,510400,413500,557400,682600,1306000,1135000,529600,608900,734800,1027000,472300,530700,510300,528400,442900,969700,410300,799600,488400,508300,602300,113.964,25.26
"158",1331000,609200,487100,1331000,1078000,498800,417800,609500,690600,559200,565300,533300,653700,740100,1066000,489100,540700,507600,541300,465100,989800,413100,813000,511100,508200,584200,113.964,26.64
"159",2145000,547300,484500,462000,1037000,451700,420200,629100,671800,606800,590200,486800,2145000,684300,1036000,448400,544300,464600,202200,446800,915700,427400,726100,675100,491600,566400,113.964,27.97
"160",1050000,548500,503700,446700,963600,448700,425400,623400,631600,349300,569500,484000,1050000,673800,1041000,454000,564700,458000,508100,449400,843500,427000,703900,663400,472600,564300,113.964,28.47
"161",2442000,582900,549800,447100,962200,442200,449200,742100,641100,416400,579200,473800,556200,653000,1022000,494400,599200,483400,525800,736400,846400,441200,2442000,696400,448500,571000,113.964,28.77
"162",1805000,1315000,640700,447700,939200,421800,446400,623900,632700,782500,568200,432900,632200,1222000,1015000,499500,594500,486800,543200,70610,820900,435400,667500,687500,1805000,570300,113.964,28.97
"163",413300,370000,364600,361900,413300,309900,355700,276700,303600,358100,279000,303400,321500,402100,249900,301800,342900,321900,227800,319100,261500,251000,275200,302000,349700,208500,114.988,1.45
"164",10220000,1382000,4156000,160100,1296000,283900,1361000,1506000,2381000,1781000,2760000,880600,2229000,2655000,10220000,3346000,546900,1184000,1676000,1067000,174900,3785000,262800,2342000,247500,1571000,115.003,1.86
"165",8290000,885200,3648000,197100,936200,181600,1392000,801200,2316000,1551000,2250000,1036000,1968000,3312000,8290000,2815000,550400,197000,1676000,1047000,413600,812600,757300,2717000,373700,1496000,115.003,1.93
"166",6897000,488400,2778000,454000,671500,352200,1112000,1110000,1773000,1214000,1817000,94420,1627000,2591000,6897000,1342000,776700,603500,1398000,318600,48330,1844000,163600,2099000,118800,1219000,115.003,2.05
"167",6207000,446700,2403000,383900,696400,165600,972600,937300,1518000,1049000,1542000,184600,1402000,2137000,6207000,1437000,654800,516400,1262000,667300,268800,1536000,530900,1815000,259600,136700,115.003,2.09
"168",5088000,492700,357100,268800,572700,228100,459100,722900,179000,316500,490800,78770,938900,1638000,5088000,2971000,354100,234000,357600,80250,122700,444900,104200,370300,179300,119600,115.003,2.34
"169",39210000,7781000,39210000,2122000,3910000,21890000,12750000,1744000,2937000,31840000,18430000,14200000,1336000,3606000,21110000,16220000,7933000,18760000,17230000,3799000,415800,1339000,1071000,2228000,2206000,30950000,116.071,1.68
"170",1301000,1254000,500500,1301000,83220,398800,709200,1084000,156400,175300,640100,1019000,848500,81280,171900,1200000,760900,503600,159300,575100,162300,169100,431800,474200,242800,806000,116.928,0.24
"171",1105000,1105000,491700,944000,21540,408200,553600,912000,192000,158400,509300,816300,890000,76440,226800,608700,689500,449100,78220,463600,149900,60700,174400,460200,248300,764100,116.928,0.43
"172",1752000,620700,803200,1558000,1168000,581900,543100,814800,1091000,620700,746900,811500,842100,620700,1752000,712400,833100,772300,756900,620400,569200,801200,824100,840100,862600,903900,116.928,34.42
"173",2047000,859800,1143000,1179000,1576000,762800,719500,1108000,1426000,732400,1010000,1060000,1113000,862200,2047000,956300,1113000,1112000,1015000,795900,776600,895300,1097000,1136000,1063000,1141000,116.928,34.86
"174",2644000,1286000,1795000,2644000,2158000,1323000,1234000,1763000,2080000,1275000,1720000,1699000,1741000,1533000,2517000,1423000,1792000,1687000,1587000,1307000,1425000,1351000,1719000,1759000,1571000,1804000,116.928,35.78
"175",3111000,2115000,2400000,2500000,2998000,2016000,2096000,2447000,2832000,1999000,2370000,2531000,2584000,2130000,3111000,2253000,2478000,2440000,2416000,1864000,2056000,1937000,2417000,2470000,2226000,2440000,116.928,36.71
"176",3172000,2156000,2539000,2350000,3043000,2078000,2249000,2563000,3056000,2028000,2510000,2564000,2654000,2247000,3172000,2356000,2563000,2589000,2577000,1946000,2189000,2076000,2525000,2683000,2334000,2571000,116.928,36.77
"177",3512000,2627000,2864000,2652000,3512000,2257000,2094000,2745000,3273000,2350000,2624000,2683000,2721000,2463000,3112000,2526000,2759000,2714000,2922000,2220000,2354000,2428000,2727000,2868000,2528000,2839000,116.928,37.18
"178",3443000,2760000,2976000,2458000,3443000,2206000,2304000,2698000,3150000,2242000,2753000,2614000,2781000,2621000,3165000,2734000,3010000,2742000,3029000,2457000,2515000,2492000,2604000,2817000,2601000,2903000,116.928,37.63
"179",3199000,2786000,3080000,2902000,3199000,2312000,2700000,2677000,2966000,2408000,2802000,2456000,2840000,2898000,2780000,3014000,3084000,2673000,3194000,2921000,2803000,2551000,2540000,2917000,2674000,3007000,116.928,40.54
"180",7826000,2791000,3199000,7826000,3069000,2651000,2760000,2922000,2946000,2422000,2893000,2653000,2877000,2707000,2828000,3275000,3093000,2761000,4150000,2977000,3018000,2684000,2648000,2904000,2905000,3141000,116.928,41.03
"181",3707000,2471000,2687000,1636000,2572000,2296000,2175000,2542000,2073000,1962000,2316000,2455000,2483000,2533000,2547000,2706000,2624000,2389000,3707000,2365000,2642000,2054000,1954000,2368000,2485000,2664000,116.928,42.57
"182",6994000,2705000,3533000,1619000,2635000,2339000,2385000,3827000,2547000,2382000,3057000,3582000,2659000,2257000,3766000,4459000,2810000,3255000,6994000,3253000,3787000,2678000,3480000,3116000,4333000,3256000,116.928,42.78
"183",8188000,2391000,3810000,3269000,3569000,2120000,2199000,4e+06,4033000,2264000,3389000,3994000,2458000,2516000,4157000,4774000,2758000,3538000,8188000,3743000,4285000,3513000,4194000,3891000,5428000,3281000,116.928,42.83
"184",4563000,1934000,2353000,2453000,4563000,2035000,2061000,2075000,2555000,1693000,2079000,2139000,2212000,2262000,2103000,2248000,2357000,1963000,2835000,2369000,2390000,1980000,1932000,2251000,2208000,2417000,116.928,43.14
"185",2310000,1843000,2133000,1295000,2310000,1939000,2052000,1963000,1924000,1610000,1960000,1907000,2128000,1835000,2109000,1813000,1996000,1839000,2197000,2073000,2088000,1734000,1853000,1806000,1751000,2223000,116.928,44.03
"186",2639000,2032000,2152000,2639000,2487000,2050000,2127000,2289000,2304000,1819000,2101000,2049000,2415000,1963000,2396000,1960000,2362000,2145000,2497000,2243000,2415000,2e+06,1972000,2299000,1991000,2372000,116.928,44.13
"187",3574000,2353000,2652000,2372000,3574000,2617000,2356000,2539000,2641000,1770000,2335000,2697000,2764000,3381000,2598000,2589000,2831000,2344000,2872000,2371000,3099000,2106000,2232000,2599000,2286000,2834000,116.928,44.63
"188",4335000,2737000,3058000,4335000,3919000,2967000,2869000,3116000,3197000,2279000,2893000,3174000,3260000,3074000,3079000,3215000,3288000,3036000,3336000,2644000,3195000,2566000,2835000,3199000,2620000,3328000,116.928,45.01
"189",3341000,1693000,2321000,1578000,2985000,2212000,2224000,2073000,2302000,1546000,2137000,2091000,2465000,3341000,1628000,1821000,2156000,2130000,1927000,1938000,2326000,1721000,1950000,2106000,1818000,2421000,116.928,45.32
"190",1741000,1047000,1222000,791400,1741000,1261000,1250000,1227000,1269000,948000,1120000,1251000,1282000,1711000,1239000,1014000,1241000,1125000,1094000,1132000,1298000,1009000,1143000,1222000,993400,1310000,116.928,45.8
"191",618800,483700,222900,548900,498800,618800,502400,489100,469100,462400,396900,435700,479200,304100,318400,500500,463200,421100,206300,422800,254700,311900,435400,479500,290200,295700,116.928,47.14
"192",18910000,1294000,1452000,12060000,1185000,15530000,5158000,1196000,2431000,1588000,8564000,3623000,2358000,2412000,18910000,6315000,3732000,2221000,2271000,2352000,311400,1414000,2628000,2968000,931600,473900,120.081,1.99
"193",16900000,1552000,1803000,16900000,1231000,14670000,7135000,1643000,2570000,2452000,9589000,3953000,2773000,4371000,13390000,7594000,5037000,2929000,2271000,2709000,348200,2639000,3146000,3555000,906000,514400,120.081,2.52
"194",25010000,2101000,2634000,22590000,914700,25010000,8606000,2255000,3297000,3211000,11100000,4423000,3233000,3757000,12600000,8817000,5593000,4076000,2560000,2947000,461300,1714000,4336000,4112000,911300,594800,120.081,3.18
"195",27390000,2050000,2159000,21030000,969400,27390000,8917000,2290000,3270000,3581000,12140000,4708000,3277000,2754000,14310000,5598000,6231000,4810000,2475000,3291000,468200,2988000,4099000,4487000,1194000,630700,120.081,3.24
"196",10610000,10610000,80840,78180,220300,109400,98160,212800,676000,199500,131300,285000,92350,217600,90140,276700,65920,280400,117700,108700,132800,193800,106300,98480,81650,94870,121.029,4.67
"197",18340000,1195000,8557000,1318000,332300,1318000,1189000,295700,638300,289000,1837000,363200,583000,500400,678800,18340000,475700,667600,11220000,623000,692400,509400,1469000,647000,430800,4554000,121.065,1.65
"198",8487000,1534000,7421000,724100,446100,773800,891100,336500,548500,699400,1643000,289500,370000,1073000,634300,8487000,350700,634500,4734000,680900,291700,574200,740300,581300,212800,3201000,121.065,1.82
"199",5116000,1098000,3423000,1034000,270100,1013000,832800,341900,407400,890900,1202000,266100,356500,1104000,483200,3539000,508400,515900,5116000,637500,336300,516100,877900,464500,198900,2015000,121.065,2.3
"200",9518000,1626000,335100,474900,5555000,352000,472200,310900,4596000,405500,376500,1485000,1481000,9518000,2920000,442300,342700,1545000,1590000,362500,321600,347400,314800,337600,359900,333700,122.097,0.32
"201",1722000,679300,1514000,1230000,831200,1604000,1214000,1419000,490600,1194000,1161000,606200,614200,1066000,788600,1276000,1602000,648600,681200,1632000,1458000,1595000,1474000,1604000,1722000,1408000,122.097,0.42
"202",6694000,450000,6694000,1234000,186200,1160000,660400,587500,788200,475900,5214000,460500,425500,439000,227800,443100,507200,620400,544500,595700,362000,480600,724300,504100,378600,566700,122.097,3.82
"203",7892000,475400,7892000,1365000,222500,1303000,740600,641000,829200,517200,6197000,479500,446000,554800,265500,345100,511900,677600,582500,649800,371100,518000,1522000,522100,404100,588800,122.097,4.15
"204",830100,680200,635700,783500,432700,773800,629400,724900,396800,457600,601900,694300,699700,355200,375600,691200,762000,685900,746300,674300,691100,664500,830100,771400,765900,660900,122.097,21.03
"205",1865000,709700,646400,784800,413300,797300,633500,722100,400100,468200,609100,695300,722400,416300,398200,690500,778500,679200,1481000,1865000,690600,683800,242300,836100,778400,687400,122.097,21.31
"206",1418000,788800,685900,795200,1200000,822300,668200,785000,441400,493300,619800,744500,751700,454000,404100,754200,710000,732700,659900,505100,680000,718000,99280,122800,1418000,658200,122.097,22.15
"207",3703000,3703000,1533000,1427000,841000,1402000,1366000,1311000,931000,1186000,1344000,1311000,1512000,706700,948200,1634000,1579000,1217000,1715000,1377000,1471000,1426000,1353000,1603000,1307000,1606000,122.097,29.44
