formulaRank	molecularFormula	adduct	precursorFormula	ZodiacScore	SiriusScoreNormalized	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	compoundId	mappingFeatureId	overallFeatureQuality
5	C14H21ClN2O3	[M + Na]+	C14H21ClN2NaO3+		0.000	25.251	25.251	0.000	5	0.364	0.490	2.948	4.701		323.115	1195	19.916	852610279234548179	852601257495761716	852601257495761715	1889	
6	C10H14N10OS	[M + H]+	C10H15N10OS+		0.000	23.618	22.077	1.541	5	0.625	0.397	2.453	0.797		323.115	1195	19.916	852610279234548180	852601257495761716	852601257495761715	1889	
7	C6H21N8O2PS	[M + Na]+	C6H21N8NaO2PS+		0.000	23.249	23.249	0.000	7	0.734	2.277	3.315	3.125		323.115	1195	19.916	852610279234548181	852601257495761716	852601257495761715	1889	
8	C20H16N2O	[M + Na]+	C20H16N2NaO+		0.000	23.157	21.186	1.971	3	0.457	-1.499	1.499	-2.085		323.115	1195	19.916	852610279234548182	852601257495761716	852601257495761715	1889	
9	C11H25ClN2O4	[M + K]+	C11H25ClKN2O4+		0.000	22.454	22.454	0.000	5	0.561	1.606	2.947	4.231		323.115	1195	19.916	852610279234548183	852601257495761716	852601257495761715	1889	
10	C4H16N10O6	[M + Na]+	C4H16N10NaO6+		0.000	22.110	22.110	0.000	5	0.625	0.090	2.140	0.498		323.115	1195	19.916	852610279234548184	852601257495761716	852601257495761715	1889	
1	C18H37NO10	[M + H]+	C18H38NO10+		1.000	122.435	116.191	6.244	30	0.959	-6.323	6.323	1.068		428.249	1196	19.939	852610270996933904	852601257340572448	852601257340572447	1885	
2	C19H33N5O6	[M + H]+	C19H34N5O6+		0.000	114.105	108.153	5.953	27	0.933	-6.520	6.520	-2.055		428.249	1196	19.939	852610270996933905	852601257340572448	852601257340572447	1885	
3	C17H35N5O6	[M + Na]+	C17H35N5NaO6+		0.000	107.408	102.215	5.194	30	0.962	-5.422	5.422	3.562		428.249	1196	19.939	852610270996933906	852601257340572448	852601257340572447	1885	
4	C19H38FNO6S	[M + H]+	C19H39FNO6S+		0.000	74.527	72.440	2.088	27	0.933	-6.520	6.520	4.241		428.249	1196	19.939	852610270996933907	852601257340572448	852601257340572447	1885	
5	C15H29N11O4	[M + H]+	C15H30N11O4+		0.000	73.236	69.110	4.126	26	0.939	-6.166	6.166	4.215		428.249	1196	19.939	852610270996933908	852601257340572448	852601257340572447	1885	
6	C16H35F2N5O4Si	[M + H]+	C16H36F2N5O4Si+		0.000	69.936	67.124	2.812	25	0.918	-6.034	6.034	-1.013		428.249	1196	19.939	852610270996933909	852601257340572448	852601257340572447	1885	
7	C15H32FN9O3	[M + Na]+	C15H32FN9NaO3+		0.000	61.859	56.508	5.351	29	0.954	5.795	5.795	-2.230		428.249	1196	19.939	852610270996933910	852601257340572448	852601257340572447	1885	
8	C17H35F4N3O3	[M + Na]+	C17H35F4N3NaO3+		0.000	57.266	51.716	5.550	25	0.923	-7.372	7.372	-2.792		428.249	1196	19.939	852610270996933911	852601257340572448	852601257340572447	1885	
9	C17H35F2N5O3S	[M + H]+	C17H36F2N5O3S+		0.000	55.770	52.220	3.550	21	0.919	6.077	6.077	-1.550		428.249	1196	19.939	852610270996933912	852601257340572448	852601257340572447	1885	
10	C18H31N9O2	[M + Na]+	C18H31N9NaO2+		0.000	48.134	42.923	5.211	24	0.836	-0.169	3.484	0.439		428.249	1196	19.939	852610270996933913	852601257340572448	852601257340572447	1885	
1	C20H25NO3	[M + H]+	C20H26NO3+		0.924	74.122	70.568	3.553	27	0.926	-2.693	3.047	2.559		328.192	1197	19.946	852610270397148365	852601257814528865	852601257814528864	1898	
2	C17H26FNO4	[M + H]+	C17H27FNO4+		0.076	71.630	68.638	2.992	27	0.928	-3.500	3.500	-0.923		328.192	1197	19.946	852610270397148366	852601257814528865	852601257814528864	1898	
3	C17H28ClN2O2	[M + H]+	C17H29ClN2O2+		0.000	62.311	62.311	0.000	26	0.920	-2.657	3.043	1.075		328.192	1197	19.946	852610270397148367	852601257814528865	852601257814528864	1898	
4	C18H27NO3	[M + Na]+	C18H27NNaO3+		0.000	61.060	59.635	1.425	23	0.796	-3.167	3.500	9.889		328.192	1197	19.946	852610270397148368	852601257814528865	852601257814528864	1898	
5	C14H31NO4Si	[M + Na]+	C14H31NNaO4Si+		0.000	60.532	57.550	2.981	26	0.910	-3.283	3.283	0.318		328.192	1197	19.946	852610270397148369	852601257814528865	852601257814528864	1898	
6	C15H31NO3S	[M + Na]+	C15H31NNaO3S+		0.000	59.743	57.452	2.291	27	0.921	-3.342	3.342	-0.383		328.192	1197	19.946	852610270397148370	852601257814528865	852601257814528864	1898	
7	C15H27N4O2S	[M + H]+	C15H28N4O2S+		0.000	58.691	56.520	2.171	26	0.908	-4.226	4.226	-3.622		328.192	1197	19.946	852610270397148371	852601257814528865	852601257814528864	1898	
8	C18H23N4O2	[M + H]+	C18H24N4O2+		0.000	54.991	52.747	2.245	21	0.872	-3.047	3.690	6.650		328.192	1197	19.946	852610270397148372	852601257814528865	852601257814528864	1898	
9	C17H29NO3S	[M + H]+	C17H30NO3S+		0.000	52.301	50.521	1.780	18	0.716	-3.640	3.640	-7.713		328.192	1197	19.946	852610270397148373	852601257814528865	852601257814528864	1898	
10	C13H30NO6P	[M + H]+	C13H31NO6P+		0.000	47.705	47.705	0.000	18	0.716	-3.360	3.640	9.779		328.192	1197	19.946	852610270397148374	852601257814528865	852601257814528864	1898	
1	C24H22O14	[M - H]-	C24H21O14-		0.500	52.667	44.388	8.279	8	0.973	-3.995	3.995	-2.962		533.092	1197	19.951	852610275384176413	852601207990384627	852601207990384626	503	
2	C23H20O12	[M + CH2O2 - H]-	C24H21O14-		0.500	52.667	44.388	8.279	8	0.973	-3.995	3.995	-2.962		533.092	1197	19.951	852610275384176414	852601207990384627	852601207990384626	503	
3	C20H18N6O12	[M - H]-	C20H17N6O12-		0.000	38.787	31.625	7.162	7	0.969	-3.829	3.829	2.076		533.092	1197	19.951	852610275384176415	852601207990384627	852601207990384626	503	
4	C19H16N6O10	[M + CH2O2 - H]-	C20H17N6O12-		0.000	38.787	31.625	7.162	7	0.969	-3.829	3.829	2.076		533.092	1197	19.951	852610275384176416	852601207990384627	852601207990384626	503	
5	C23H17F3N4O8	[M - H]-	C23H16F3N4O8-		0.000	37.342	29.169	8.173	7	0.969	-3.104	3.104	-0.885		533.092	1197	19.951	852610275384176417	852601207990384627	852601207990384626	503	
6	C22H15F3N4O6	[M + CH2O2 - H]-	C23H16F3N4O8-		0.000	37.342	29.169	8.173	7	0.969	-3.104	3.104	-0.885		533.092	1197	19.951	852610275384176418	852601207990384627	852601207990384626	503	
7	C26H16F2N4O7	[M - H]-	C26H15F2N4O7-		0.000	35.920	27.943	7.977	7	0.969	-3.829	3.829	1.259		533.092	1197	19.951	852610275384176419	852601207990384627	852601207990384626	503	
8	C25H14F2N4O5	[M + CH2O2 - H]-	C26H15F2N4O7-		0.000	35.920	27.943	7.977	7	0.969	-3.829	3.829	1.259		533.092	1197	19.951	852610275384176420	852601207990384627	852601207990384626	503	
9	C22H21F3O12	[M - H]-	C22H20F3O12-		0.000	35.650	27.861	7.789	7	0.969	-3.829	3.829	1.624		533.092	1197	19.951	852610275384176421	852601207990384627	852601207990384626	503	
10	C21H19F3O10	[M + CH2O2 - H]-	C22H20F3O12-		0.000	35.650	27.861	7.789	7	0.969	-3.829	3.829	1.624		533.092	1197	19.951	852610275384176422	852601207990384627	852601207990384626	503	
1	C17H26N10O3	[M - H]-	C17H25N10O3-		0.217	32.747	29.445	3.302	7	0.727	2.933	2.933	-0.211		417.212	1197	19.956	852610305650277405	852601208485312554	852601208485312553	514	
2	C16H24N10O	[M + CH2O2 - H]-	C17H25N10O3-		0.217	32.747	29.445	3.302	5	0.535	2.933	2.933	-0.211		417.212	1197	19.956	852610305650277406	852601208485312554	852601208485312553	514	
3	C17H34BNO8Si	[M - H]-	C17H33BNO8Si-		0.105	32.023	32.023	0.000	7	0.743	-8.189	8.189	1.296		417.212	1197	19.956	852610305650277407	852601208485312554	852601208485312553	514	
4	C16H32BNO6Si	[M + CH2O2 - H]-	C17H33BNO8Si-		0.105	32.023	32.023	0.000	7	0.743	-8.189	8.189	1.296		417.212	1197	19.956	852610305650277408	852601208485312554	852601208485312553	514	
5	C16H30N6O7	[M - H]-	C16H29N6O7-		0.096	31.928	29.308	2.620	8	0.795	2.445	3.135	2.994		417.212	1197	19.956	852610305650277409	852601208485312554	852601208485312553	514	
6	C15H28N6O5	[M + CH2O2 - H]-	C16H29N6O7-		0.096	31.928	29.308	2.620	6	0.603	1.933	3.135	2.994		417.212	1197	19.956	852610305650277410	852601208485312554	852601208485312553	514	
7	C19H29F3N4O3	[M - H]-	C19H28F3N4O3-		0.055	31.381	27.705	3.675	7	0.727	2.933	2.933	-0.789		417.212	1197	19.956	852610305650277411	852601208485312554	852601208485312553	514	
8	C18H27F3N4O	[M + CH2O2 - H]-	C19H28F3N4O3-		0.055	31.381	27.705	3.675	5	0.535	2.933	2.933	-0.789		417.212	1197	19.956	852610305650277412	852601208485312554	852601208485312553	514	
9	C14H35N4O8P	[M - H]-	C14H34N4O8P-		0.016	30.147	28.570	1.576	7	0.743	2.863	2.863	-0.969		417.212	1197	19.956	852610305650277413	852601208485312554	852601208485312553	514	
10	C13H33N4O6P	[M + CH2O2 - H]-	C14H34N4O8P-		0.016	30.147	28.570	1.576	5	0.550	2.534	2.534	-0.969		417.212	1197	19.956	852610305650277414	852601208485312554	852601208485312553	514	
1	C34H48O18	[M - H]-	C34H47O18-		0.455	56.751	50.396	6.355	12	0.979	-2.979	2.979	-3.240		743.274	1198	19.962	852610284057998289	852601208338511899	852601208338511898	511	
2	C33H46O16	[M + CH2O2 - H]-	C34H47O18-		0.455	56.751	50.396	6.355	12	0.979	-2.979	2.979	-3.240		743.274	1198	19.962	852610284057998290	852601208338511899	852601208338511898	511	
3	C41H44O13	[M - H]-	C41H43O13-		0.045	54.429	49.700	4.729	12	0.979	-2.979	2.979	4.662		743.274	1198	19.962	852610284057998291	852601208338511899	852601208338511898	511	
4	C40H42O11	[M + CH2O2 - H]-	C41H43O13-		0.045	54.429	49.700	4.729	12	0.979	-2.979	2.979	4.662		743.274	1198	19.962	852610284057998292	852601208338511899	852601208338511898	511	
5	C30H44N6O16	[M - H]-	C30H43N6O16-		0.000	41.652	35.350	6.302	12	0.979	-2.979	2.979	0.373		743.274	1198	19.962	852610284057998293	852601208338511899	852601208338511898	511	
6	C29H42N6O14	[M + CH2O2 - H]-	C30H43N6O16-		0.000	41.652	35.350	6.302	12	0.979	-2.979	2.979	0.373		743.274	1198	19.962	852610284057998294	852601208338511899	852601208338511898	511	
7	C42H40N4O9	[M - H]-	C42H39N4O9-		0.000	41.422	37.593	3.829	8	0.826	-2.979	2.979	2.862		743.274	1198	19.962	852610284057998295	852601208338511899	852601208338511898	511	
8	C41H38N4O7	[M + CH2O2 - H]-	C42H39N4O9-		0.000	41.422	37.593	3.829	8	0.826	-2.979	2.979	2.862		743.274	1198	19.962	852610284057998296	852601208338511899	852601208338511898	511	
9	C33H43F3N4O12	[M - H]-	C33H42F3N4O12-		0.000	40.436	33.943	6.493	12	0.979	-2.979	2.979	-1.750		743.274	1198	19.962	852610284057998297	852601208338511899	852601208338511898	511	
10	C32H41F3N4O10	[M + CH2O2 - H]-	C33H42F3N4O12-		0.000	40.436	33.943	6.493	12	0.979	-2.979	2.979	-1.750		743.274	1198	19.962	852610284057998298	852601208338511899	852601208338511898	511	
1	C19H37NO7	[M + H]+	C19H38NO7+		0.995	84.479	78.330	6.149	26	1.000	-6.575	6.575	3.062		392.265	1198	19.975	852610285962212450	852601257697088338	852601257697088337	1895	
2	C20H33N5O3	[M + H]+	C20H34N5O3+		0.005	79.107	73.180	5.927	25	0.991	-6.631	6.631	-0.348		392.265	1198	19.975	852610285962212451	852601257697088338	852601257697088337	1895	
3	C15H33N7O5	[M + H]+	C15H34N7O5+		0.000	76.881	74.185	2.695	26	1.000	-6.575	6.575	9.908		392.265	1198	19.975	852610285962212452	852601257697088338	852601257697088337	1895	
4	C22H35N2O4	[M + H]+	C22H36N2O4+		0.000	72.303	67.457	4.845	26	1.000	-6.575	6.575	-3.771		392.265	1198	19.975	852610285962212453	852601257697088338	852601257697088337	1895	
5	C20H37N2O4	[M + Na]+	C20H37N2NaO4+		0.000	67.416	61.256	6.160	26	1.000	-6.575	6.575	2.362		392.265	1198	19.975	852610285962212454	852601257697088338	852601257697088337	1895	
6	C23H35N3O	[M + Na]+	C23H35N3NaO+		0.000	64.046	60.117	3.930	20	0.903	-6.668	6.668	-4.470		392.265	1198	19.975	852610285962212455	852601257697088338	852601257697088337	1895	
7	C25H37O2	[M + Na]+	C25H37NaO2+		0.000	57.307	55.167	2.140	20	0.903	-6.668	6.668	-7.893		392.265	1198	19.975	852610285962212456	852601257697088338	852601257697088337	1895	
8	C17H34FN5O4	[M + H]+	C17H35FN5O4+		0.000	53.809	48.675	5.134	25	0.995	-6.631	6.631	-3.261		392.265	1198	19.975	852610285962212457	852601257697088338	852601257697088337	1895	
9	C18H38N3O4P	[M + H]+	C18H39N3O4P+		0.000	51.976	47.014	4.962	25	0.995	-6.631	6.631	-4.563		392.265	1198	19.975	852610285962212458	852601257697088338	852601257697088337	1895	
10	C16H29N11O	[M + H]+	C16H30N11O+		0.000	45.335	41.583	3.752	20	0.903	-6.668	6.668	6.498		392.265	1198	19.975	852610285962212459	852601257697088338	852601257697088337	1895	
1	C20H19NO4	[M + H]+	C20H20NO4+		0.988	84.543	78.756	5.787	13	0.957	0.211	0.318	1.909		338.139	1198	19.975	852610303649594085	852601257374126885	852601257369932580	1886	
2	C17H20FNO5	[M + H]+	C17H21FNO5+		0.011	80.054	75.302	4.752	13	0.957	-3.647	3.647	-1.471		338.139	1198	19.975	852610303649594086	852601257374126885	852601257369932580	1886	
3	C18H20FN2O2	[M + Na]+	C18H20FN2NaO2+		0.001	77.501	72.460	5.041	13	0.957	-4.521	4.521	-2.282		338.139	1198	19.975	852610303649594087	852601257374126885	852601257369932580	1886	
4	C18H23N2O2	[M + K]+	C18H23KN2O2+		0.000	74.330	74.268	0.063	13	0.957	-1.202	1.441	0.647		338.139	1198	19.975	852610303649594088	852601257374126885	852601257369932580	1886	
5	C15H25NO4S	[M + Na]+	C15H25NNaO4S+		0.000	73.909	72.075	1.834	13	0.957	-3.055	3.055	-0.946		338.139	1198	19.975	852610303649594089	852601257374126885	852601257369932580	1886	
6	C16H18FN5O	[M + Na]+	C16H18FN5NaO+		0.000	73.839	69.151	4.688	14	0.961	-0.192	0.400	1.688		338.139	1198	19.975	852610303649594090	852601257374126885	852601257369932580	1886	
7	C18H17N4O3	[M + H]+	C18H18N4O3+		0.000	72.193	67.562	4.631	13	0.957	4.679	4.679	5.880		338.139	1198	19.975	852610303649594091	852601257374126885	852601257369932580	1886	
8	C16H21N5O	[M + K]+	C16H21KN5O+		0.000	72.042	72.042	0.000	13	0.957	3.164	3.164	4.618		338.139	1198	19.975	852610303649594092	852601257374126885	852601257369932580	1886	
9	C21H19N2O	[M + Na]+	C21H19N2NaO+		0.000	67.892	62.040	5.852	11	0.933	-0.805	1.012	1.097		338.139	1198	19.975	852610303649594093	852601257374126885	852601257369932580	1886	
10	C13H19F2N5O2	[M + Na]+	C13H19F2N5NaO2+		0.000	66.129	63.669	2.459	14	0.961	-3.820	3.820	-1.692		338.139	1198	19.975	852610303649594094	852601257374126885	852601257369932580	1886	
1	C7H6O	[M + H]+	C7H7O+		1.000	67.142	62.522	4.620	9	0.462	-6.298	6.298	1.016		107.049	1199	19.978	852610307940367821	852601257982301040	852601257982301039	1901	
2	C2H5FN3O	[M + H]+	C2H6FN3O+		0.000	29.095	29.095	0.000	7	0.353	-1.839	3.681	2.882		107.049	1199	19.978	852610307940367822	852601257982301040	852601257982301039	1901	
3	C3H9NOP	[M + H]+	C3H10NOP+		0.000	25.630	24.361	1.269	7	0.399	-10.282	10.282	-1.887		107.049	1199	19.978	852610307940367823	852601257982301040	852601257982301039	1901	
4	C5H4N3	[M + H]+	C5H5N3+		0.000	15.605	14.087	1.518	4	0.174	8.965	8.965	13.558		107.049	1199	19.978	852610307940367824	852601257982301040	852601257982301039	1901	
5	CH7N4P	[M + H]+	CH8N4P+		0.000	-4.429	-4.429	0.000	2	0.108	-12.223	12.223	10.656		107.049	1199	19.978	852610307940367825	852601257982301040	852601257982301039	1901	
6	C2H8N3S	[M + H]+	C2H9N3S+		0.000	-5.241	-5.241	0.000	0	0.000	-17.158	17.158	-17.933		107.049	1199	19.978	852610307940367826	852601257982301040	852601257982301039	1901	
1	C18H23O9	[M - H]-	C18H22O9-		0.246	79.441	74.761	4.681	16	0.971	-1.045	1.123	3.060		382.128	1200	19.996	852610295827216279	852601208627918905	852601208627918904	517	
2	C18H25O10	[M - H2O - H]-	C18H22O9-		0.246	79.441	74.761	4.681	16	0.971	-1.045	1.123	-47129.210		382.128	1200	19.996	852610295827216280	852601208627918905	852601208627918904	517	
3	C17H21O7	[M + CH2O2 - H]-	C18H22O9-		0.246	79.441	74.761	4.681	16	0.971	-1.045	1.123	3.060		382.128	1200	19.996	852610295827216281	852601208627918905	852601208627918904	517	
4	C16H19O7	[M + C2H4O2 - H]-	C18H22O9-		0.246	79.441	74.761	4.681	16	0.971	-1.045	1.123	3.060		382.128	1200	19.996	852610295827216282	852601208627918905	852601208627918904	517	
5	C16H21N3O8	[M - H]-	C16H20N3O8-		0.003	74.952	72.237	2.715	16	0.971	3.438	3.438	6.573		382.128	1200	19.996	852610295827216283	852601208627918905	852601208627918904	517	
6	C16H23N3O9	[M - H2O - H]-	C16H20N3O8-		0.003	74.952	72.237	2.715	16	0.971	3.438	3.438	-47125.696		382.128	1200	19.996	852610295827216284	852601208627918905	852601208627918904	517	
7	C15H19N3O6	[M + CH2O2 - H]-	C16H20N3O8-		0.003	74.952	72.237	2.715	16	0.971	3.438	3.438	6.573		382.128	1200	19.996	852610295827216285	852601208627918905	852601208627918904	517	
8	C14H17N3O6	[M + C2H4O2 - H]-	C16H20N3O8-		0.003	74.952	72.237	2.715	16	0.971	3.438	3.438	6.573		382.128	1200	19.996	852610295827216286	852601208627918905	852601208627918904	517	
9	C19H20F3NO4	[M - H]-	C19H19F3NO4-		0.001	73.815	68.616	5.199	17	0.974	-1.762	1.825	2.443		382.128	1200	19.996	852610295827216287	852601208627918905	852601208627918904	517	
10	C19H22F3NO5	[M - H2O - H]-	C19H19F3NO4-		0.001	73.815	68.616	5.199	17	0.974	-1.762	1.825	-47129.826		382.128	1200	19.996	852610295827216288	852601208627918905	852601208627918904	517	
1	C20H19NO4	[M + H]+	C20H20NO4+		0.994	60.750	53.157	7.593	14	0.970	0.301	0.591	2.116		338.139	1201	20.012	852610275744886648	852601258380759980	852601258380759979	1913	
2	C17H20FNO5	[M + H]+	C17H21FNO5+		0.005	55.448	48.861	6.587	16	0.975	-2.877	3.083	-1.264		338.139	1201	20.012	852610275744886649	852601258380759980	852601258380759979	1913	
3	C18H17N4O3	[M + H]+	C18H18N4O3+		0.001	53.503	47.097	6.405	14	0.970	4.729	4.729	6.087		338.139	1201	20.012	852610275744886650	852601258380759980	852601258380759979	1913	
4	C18H20FN2O2	[M + Na]+	C18H20FN2NaO2+		0.000	52.779	46.059	6.720	14	0.970	-4.470	4.470	-2.075		338.139	1201	20.012	852610275744886651	852601258380759980	852601258380759979	1913	
5	C18H23N2O2	[M + K]+	C18H23KN2O2+		0.000	48.846	48.670	0.176	14	0.970	-1.084	1.286	0.854		338.139	1201	20.012	852610275744886652	852601258380759980	852601258380759979	1913	
6	C16H18FN5O	[M + Na]+	C16H18FN5NaO+		0.000	48.164	41.545	6.619	15	0.978	-0.015	0.863	1.895		338.139	1201	20.012	852610275744886653	852601258380759980	852601258380759979	1913	
7	C21H19N2O	[M + Na]+	C21H19N2NaO+		0.000	48.076	40.605	7.471	14	0.960	-0.590	0.825	1.304		338.139	1201	20.012	852610275744886654	852601258380759980	852601258380759979	1913	
8	C15H25NO4S	[M + Na]+	C15H25NNaO4S+		0.000	47.875	46.101	1.774	14	0.970	-2.893	2.893	-0.739		338.139	1201	20.012	852610275744886655	852601258380759980	852601258380759979	1913	
9	C16H21N5O	[M + K]+	C16H21KN5O+		0.000	44.831	44.831	0.000	15	0.973	3.212	3.277	4.825		338.139	1201	20.012	852610275744886656	852601258380759980	852601258380759979	1913	
10	C12H23N3O6S	[M + H]+	C12H24N3O6S+		0.000	42.661	42.661	0.000	14	0.970	2.426	2.426	4.043		338.139	1201	20.012	852610275744886657	852601258380759980	852601258380759979	1913	
1	C17H32N6O6	[M - H]-	C17H31N6O6-		0.500	97.369	92.671	4.698	14	0.881	1.580	2.017	2.273		415.232	1201	20.019	852610307105701177	852601208388843552	852601208388843551	512	
2	C16H30N6O4	[M + CH2O2 - H]-	C17H31N6O6-		0.500	97.369	92.671	4.698	10	0.593	1.413	1.850	2.273		415.232	1201	20.019	852610307105701178	852601208388843552	852601208388843551	512	
3	C21H37FO5Si	[M - H]-	C21H36FO5Si-		0.000	84.219	81.343	2.877	13	0.778	0.267	4.007	-0.367		415.232	1201	20.019	852610307105701179	852601208388843552	852601208388843551	512	
4	C20H35FO3Si	[M + CH2O2 - H]-	C21H36FO5Si-		0.000	84.219	81.343	2.877	8	0.504	-4.456	4.456	-0.367		415.232	1201	20.019	852610307105701180	852601208388843552	852601208388843551	512	
5	C15H37N4O7P	[M - H]-	C15H36N4O7P-		0.000	80.672	76.778	3.894	12	0.742	1.748	2.652	-1.709		415.232	1201	20.019	852610307105701181	852601208388843552	852601208388843551	512	
6	C14H35N4O5P	[M + CH2O2 - H]-	C15H36N4O7P-		0.000	80.672	76.778	3.894	7	0.412	1.429	2.066	-1.709		415.232	1201	20.019	852610307105701182	852601208388843552	852601208388843551	512	
7	C10H32N12O4S	[M - H]-	C10H31N12O4S-		0.000	71.928	71.928	0.000	12	0.830	1.748	2.782	0.621		415.232	1201	20.019	852610307105701183	852601208388843552	852601208388843551	512	
8	C9H30N12O2S	[M + CH2O2 - H]-	C10H31N12O4S-		0.000	71.928	71.928	0.000	8	0.542	1.413	2.360	0.621		415.232	1201	20.019	852610307105701184	852601208388843552	852601208388843551	512	
9	C16H36N6O3Si2	[M - H]-	C16H35N6O3Si2-		0.000	71.239	71.239	0.000	14	0.900	3.026	3.104	1.287		415.232	1201	20.019	852610307105701185	852601208388843552	852601208388843551	512	
10	C15H34N6OSi2	[M + CH2O2 - H]-	C16H35N6O3Si2-		0.000	71.239	71.239	0.000	7	0.446	1.429	2.910	1.287		415.232	1201	20.019	852610307105701186	852601208388843552	852601208388843551	512	
1	C21H20N6O6S	[M - H]-	C21H19N6O6S-		0.347	23.291	23.291	0.000	7	0.735	-2.122	2.122	-1.029		483.109	1202	20.026	852610289556731462	852601208288180246	852601208288180245	510	
2	C20H18N6O4S	[M + CH2O2 - H]-	C21H19N6O6S-		0.347	23.291	23.291	0.000	4	0.587	-2.601	2.601	-1.029		483.109	1202	20.026	852610289556731463	852601208288180246	852601208288180245	510	
3	C21H17FN6O7	[M - H]-	C21H16FN6O7-		0.095	21.999	18.999	3.000	7	0.735	-1.150	1.150	3.584		483.109	1202	20.026	852610289556731464	852601208288180246	852601208288180245	510	
4	C20H15FN6O5	[M + CH2O2 - H]-	C21H16FN6O7-		0.095	21.999	18.999	3.000	4	0.587	-1.847	1.847	3.584		483.109	1202	20.026	852610289556731465	852601208288180246	852601208288180245	510	
5	C18H18F2N6O8	[M - H]-	C18H17F2N6O8-		0.029	20.811	19.151	1.660	7	0.691	-1.150	1.150	1.218		483.109	1202	20.026	852610289556731466	852601208288180246	852601208288180245	510	
6	C17H16F2N6O6	[M + CH2O2 - H]-	C18H17F2N6O8-		0.029	20.811	19.151	1.660	4	0.542	-1.847	1.847	1.218		483.109	1202	20.026	852610289556731467	852601208288180246	852601208288180245	510	
7	C23H20F4O7	[M - H]-	C23H19F4O7-		0.011	19.867	16.904	2.963	6	0.655	3.915	3.915	3.085		483.109	1202	20.026	852610289556731468	852601208288180246	852601208288180245	510	
8	C22H18F4O5	[M + CH2O2 - H]-	C23H19F4O7-		0.011	19.867	16.904	2.963	3	0.537	3.035	3.035	3.085		483.109	1202	20.026	852610289556731469	852601208288180246	852601208288180245	510	
9	C19H14F2N10O4	[M - H]-	C19H13F2N10O4-		0.008	19.525	17.966	1.558	7	0.735	-1.150	1.150	-1.550		483.109	1202	20.026	852610289556731470	852601208288180246	852601208288180245	510	
