"formulaRank","molecularFormula","adduct","precursorFormula","NPC#pathway","NPC#pathway Probability","NPC#superclass","NPC#superclass Probability","NPC#class","NPC#class Probability","ClassyFire#superclass","ClassyFire#superclass probability","ClassyFire#class","ClassyFire#class Probability","ClassyFire#subclass","ClassyFire#subclass Probability","ClassyFire#level 5","ClassyFire#level 5 Probability","ClassyFire#most specific class","ClassyFire#most specific class Probability","ClassyFire#all classifications","ionMass","retentionTimeInSeconds","retentionTimeInMinutes","formulaId","alignedFeatureId","compoundId","mappingFeatureId","overallFeatureQuality","structurePerIdRank","ConfidenceScoreExact","ConfidenceScoreApproximate","CSI:FingerIDScore","ZodiacScore","SiriusScoreNormalized","SiriusScore","InChIkey2D","InChI","name","smiles","xlogp","pubchemids","links","dbflags","bio_score","area","datafile.013_108_2015_B.raw.area","datafile.016_148_84_A.raw.area","datafile.017_173_83_A.raw.area","datafile.039_341_81_MASS.raw.area","datafile.043_355_92_B.raw.area","datafile.044_359_92_C.raw.area","datafile.045_360_92_G.raw.area","datafile.046_363_92_C.raw.area","datafile.048_370_92_A.raw.area","datafile.063_449_87_C.raw.area","datafile.066_488_94_C.raw.area","datafile.070_538_78_A.raw.area","datafile.082_701_89_B.raw.area","datafile.086_772_94_B.raw.area","datafile.087_787_82_MASS.raw.area","datafile.088_791_82_A.raw.area","datafile.095_906_87_A.raw.area","datafile.099_939_73_B.raw.area","datafile.100_950_83_A.raw.area","datafile.102_975_83_B.raw.area","datafile.103_978_83_A.raw.area","datafile.104_1040_90_C.raw.area","datafile.110_1449_77_A.raw.area","datafile.111_1453_77_MASS.raw.area","datafile.127_7178_C.raw.area"
1,"C16H20N3O3","[M - H]-","C16H19N3O3-","Alkaloids",0.939,"Anthranilic acid alkaloids",0.347,"Pyridine alkaloids",0.195,"Organoheterocyclic compounds",0.998,"Pyridines and derivatives",0.802,"Hydropyridines",0.507,NA,NA,"Hydropyridines",0.507,"Organic compounds; Organoheterocyclic compounds; Pyridines and derivatives; Ketones; Lactams; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Carbonyl compounds; Hydropyridines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",301.143,1808,30.137,852612264302300032,852601221688983296,852601221688983296,"868",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3703000,3703000,1533000,1427000,841000,1402000,1366000,1311000,931000,1186000,1344000,1311000,1512000,706700,948200,1634000,1579000,1217000,1715000,1377000,1471000,1426000,1353000,1603000,1307000,1606000
1,"C34H54O17","[M - H]-","C34H53O17-","Polyketides",0.868,"Linear polyketides",0.633,"Open-chain polyketides",0.393,"Lipids and lipid-like molecules",0.778,"Fatty Acyls",0.863,"Fatty acyl glycosides",0.604,"Fatty acyl glycosides of mono- and disaccharides",0.583,"Fatty acyl glycosides of mono- and disaccharides",0.583,"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Monosaccharides; Acetals; Secondary alcohols; Fatty acyl glycosides; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Fatty acyl glycosides of mono- and disaccharides; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities",733.326,1811,30.19,852612242970068992,852601221722537728,852601221718343424,"869",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,370700,27920,11720,26140,4270,3850,34920,45660,7623,370700,4263,104500,25450,2688,38590,43930,11070,7926,26940,3391,12720,20970,5675,6931,14420,13240
1,"C17H35N4O4","[M - H]-","C17H34N4O4-","Alkaloids",0.649,"Guanidine alkaloids",0.361,"Polyamines",0.064,"Organic acids and derivatives",0.982,"Carboxylic acids and derivatives",0.953,"Amino acids, peptides, and analogues",0.866,"Amino acids and derivatives",0.857,"Alpha amino acids and derivatives",0.828,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Guanidines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Carboximidamides; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",358.259,1815,30.246,852612261479533312,852601221798035200,852601221793840896,"871",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,253100,NA,NA,7030,75340,68990,4689,3383,331.4,40110,67410,NA,13650,NA,NA,NA,153700,12650,NA,5676,13460,2128,8176,253100,187700,1320
1,"C41H46N4O6","[M - H]-","C41H45N4O6-","Alkaloids",0.813,"Ornithine alkaloids",0.034,"Pyridine alkaloids",0.011,"Benzenoids",0.992,"Benzene and substituted derivatives",0.942,NA,NA,NA,NA,"Benzene and substituted derivatives",0.942,"Organic compounds; Organoheterocyclic compounds; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",689.337,1817,30.281,852612247457974656,852601221827395328,852601221827395328,"872",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7805000,1215000,2579000,3349000,1517000,2321000,7805000,3241000,4368000,3600000,4335000,3103000,2372000,3960000,202100,404200,1443000,3761000,300900,6808000,5453000,4279000,3239000,2255000,3087000,3226000
1,"C37H36O15","[M - H]-","C37H35O15-","Shikimates and Phenylpropanoids",1,"Lignans",0.845,"Flavonolignans",0.673,"Phenylpropanoids and polyketides",0.985,"Flavonoids",0.925,"Flavonoid glycosides",0.543,NA,NA,"Flavonoid glycosides",0.543,"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrans; Benzopyrans; Alkyl aryl ethers; Alcohols and polyols; Phenols; Anisoles; Chromones; Methoxyphenols; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Primary alcohols; Organooxygen compounds; Flavonoids; Pyranones and derivatives; Flavonoid glycosides; Dioxins; Para dioxins; Lignans, neolignans and related compounds; Monosaccharides; Flavones; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Phenol ethers; Benzenoids; O-methylated flavonoids; 3'-O-methylated flavonoids; Benzo-1,4-dioxanes; Phenylbenzodioxanes; Phenylbenzo-1,4-dioxanes; 4'-hydroxyflavonoids; Hydroxyflavonoids; 5-hydroxyflavonoids; 7-hydroxyflavonoids; 1-benzopyrans; Vinylogous acids; Organic oxides; Dimethoxybenzenes; Methoxybenzenes; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Phenoxy compounds; Chemical entities",719.196,1814,30.232,852612272439250688,852601221856755456,852601221856755456,"873",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2078000,325100,407300,246300,2078000,266400,263500,364300,412700,228000,361800,354700,332600,478500,619800,316500,386300,363500,169100,283000,610300,262700,380300,1455000,269600,379000
1,"C16H20N3O3","[M - H]-","C16H19N3O3-","Alkaloids",0.98,"Anthranilic acid alkaloids",0.477,"Pyridine alkaloids",0.091,"Organoheterocyclic compounds",1,"Pyridines and derivatives",0.88,"Hydropyridines",0.416,"Pyridinones",0.531,"Pyridinones",0.531,"Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Pyridines and derivatives; Lactams; Organic acids and derivatives; Organonitrogen compounds; Pyrimidones; Organooxygen compounds; Pyridinones; Diazines; Vinylogous amides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",301.143,1839,30.656,852612315640584960,852601222037110656,852601222037110656,"878",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7197000,NA,14960,96150,NA,2437000,1323000,168100,1475,7197000,7122000,53140,1015000,6573,9118,3976,178100,1138000,16140,1673000,229500,236000,2359000,2126000,926200,195700
1,"C17H22N3O5","[M - H]-","C17H21N3O5-","Alkaloids",0.846,"Histidine alkaloids",0.612,"Imidazole alkaloids",0.615,"Organic acids and derivatives",0.985,"Carboxylic acids and derivatives",0.975,"Amino acids, peptides, and analogues",0.891,"Amino acids and derivatives",0.886,"Alpha amino acids and derivatives",0.837,"Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Imidazoles; Alcohols and polyols; Lactams; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Azoles; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Polyols; Substituted imidazoles; N-substituted imidazoles; Amines; 1,2-diols; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",347.149,1841,30.684,852612308858394496,852601222112608128,852601222112608128,"880",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,12410000,NA,12410000,18570,833.9,1334,336000,22020,1279000,6846000,310100,72250,77450,NA,2031000,498000,9269,343300,10480000,63490,32310,745000,4791,NA,6576,941300
1,"C42H44N4O7","[M - H]-","C42H43N4O7-","Alkaloids",0.717,"Macrolides",0.501,"Cytochalasan alkaloids",0.031,"Organic acids and derivatives",0.998,"Carboxylic acids and derivatives",0.996,"Amino acids, peptides, and analogues",0.832,"Amino acids and derivatives",0.83,"Amino acids",0.63,"Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Ketones; Alcohols and polyols; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Carboxylic acids; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Dialkylamines; Benzene and substituted derivatives; Benzenoids; Amines; Secondary amines; Aralkylamines; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",715.316,1842,30.694,852612325648195072,852601222146162560,852601222146162560,"881",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,785000,14840,416400,236400,640800,20790,16560,401500,785000,87330,245900,472700,55400,1648,418200,4888,11370,555200,683100,33470,157900,280000,619400,313900,341200,289800
1,"C13H16N2O9","[M - H]-","C13H15N2O9-","Alkaloids",0.993,"Histidine alkaloids",0.461,"Imidazole alkaloids",0.46,"Organoheterocyclic compounds",0.999,"Azoles",0.973,"Oxadiazoles",0.586,"1,2,4-oxadiazoles",0.409,"Phenyloxadiazoles",0.552,"Organic compounds; Organoheterocyclic compounds; Alkyl aryl ethers; Anisoles; Ethers; Organonitrogen compounds; Organooxygen compounds; Azoles; Oxadiazoles; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Organic oxides; Methoxybenzenes; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Phenyloxadiazoles; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities",343.082,1862,31.026,852612336754713216,852601222422986624,852601222418792320,"889",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5803000,151900,232200,3810000,5236000,147400,126900,107400,3871000,5004000,3203000,4375000,143100,NA,114900,192100,2233000,123600,508500,146400,249000,3703000,159200,3281000,5803000,3251000
1,"C17H33N4O4","[M - H]-","C17H32N4O4-","Alkaloids",0.548,"Histidine alkaloids",0.203,"Imidazole alkaloids",0.201,"Organic acids and derivatives",1,"Carboxylic acids and derivatives",0.999,"Amino acids, peptides, and analogues",0.886,"Amino acids and derivatives",0.883,"Alpha amino acids and derivatives",0.718,"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrimidines and pyrimidine derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Carboxylic acids; Diazines; Secondary carboxylic acid amides; Carbonyl compounds; Substituted imidazoles; Amines; Medium-chain fatty acids; Fatty Acyls; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",356.243,1890,31.505,852612330991738880,852601222578175872,852601222578175872,"894",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5315000,855000,2102000,1839000,NA,781600,752700,1489000,2430000,1281000,1670000,2637000,698400,NA,2130000,1438000,801200,1894000,5315000,1708000,3023000,2096000,1645000,1632000,2627000,1501000
1,"C17H24N3O5","[M - H]-","C17H23N3O5-","Alkaloids",0.815,"Histidine alkaloids",0.546,"Imidazole alkaloids",0.548,"Organic acids and derivatives",0.992,"Carboxylic acids and derivatives",0.991,"Amino acids, peptides, and analogues",0.756,"Amino acids and derivatives",0.752,"Alpha amino acids and derivatives",0.775,"Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Imidazoles; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Benzimidazoles; Organooxygen compounds; Amino acids and derivatives; Azoles; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Substituted imidazoles; N-substituted imidazoles; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",349.164,1896,31.605,852612344174438144,852601222611730304,852601222611730304,"895",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,23220000,338500,464400,375700,16260000,298600,301700,7384000,10010000,567300,302000,361800,7157000,704,165100,7389000,6737000,274900,23220000,8208000,717400,8908000,422200,338800,17630000,363200
1,"C16H22N3O3","[M - H]-","C16H21N3O3-","Alkaloids",0.964,"Histidine alkaloids",0.507,"Imidazole alkaloids",0.508,"Organoheterocyclic compounds",0.999,"Pyridines and derivatives",0.632,NA,NA,NA,NA,"Pyridines and derivatives",0.632,"Organic compounds; Organoheterocyclic compounds; Imidazoles; Pyridines and derivatives; Alcohols and polyols; Lactams; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carbonyl compounds; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",303.159,1895,31.578,852612332476522624,852601222645284736,852601222645284736,"896",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8260000,2381000,3382000,3026000,2962000,1983000,2791000,2939000,3442000,8260000,2069000,4672000,2224000,588700,3937000,2874000,1886000,2164000,6572000,1992000,4102000,2564000,2475000,2516000,5168000,2564000
1,"C14H28N6O3","[M - H]-","C14H27N6O3-","Alkaloids",0.725,"Small peptides",0.331,"Polyamines",0.123,"Organic acids and derivatives",0.987,"Carboxylic acids and derivatives",0.977,"Amino acids, peptides, and analogues",0.876,"Amino acids and derivatives",0.867,"Alpha amino acids and derivatives",0.77,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Imines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Guanidines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary carboxylic acid amides; Carbonyl compounds; Carboximidamides; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",327.216,1900,31.67,852612370913128576,852601222720782208,852601222720782208,"898",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7951000,2877000,1099000,2601000,894500,154400,3163000,3645000,2852000,7951000,193800,5726000,2705000,9229,3157000,2932000,1337000,776100,1569000,155800,305400,764500,222100,551700,275300,1007000
1,"C35H56O15","[M - H]-","C35H55O15-","Polyketides",0.828,"Linear polyketides",0.927,"Open-chain polyketides",0.832,"Lipids and lipid-like molecules",0.921,"Fatty Acyls",0.948,"Fatty acyl glycosides",0.623,"Alkyl glycosides",0.55,"Alkyl glycosides",0.55,"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Branched fatty acids; Carboxylic acid derivatives; Dialkyl ethers; Carboxylic acids; Carboxylic acid esters; Monosaccharides; Acetals; Secondary alcohols; Fatty acyl glycosides; Carbonyl compounds; Oxanes; Glycosyl compounds; Alkyl glycosides; O-glycosyl compounds; Fatty acyl glycosides of mono- and disaccharides; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities",715.352,1901,31.688,852612396557107328,852601222750142336,852601222750142336,"899",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,995000,263700,298300,123300,177900,93560,64360,267900,283100,364300,123200,165600,340500,3710,210500,61130,130900,263500,995000,31370,40930,115300,310400,246800,261000,131200
1,"C17H33N4O4","[M - H]-","C17H32N4O4-","Alkaloids",0.926,"Ornithine alkaloids",0.238,"Polyamines",0.158,"Organic acids and derivatives",0.903,"Carboxylic acids and derivatives",0.802,"Amino acids, peptides, and analogues",0.674,"Amino acids and derivatives",0.666,"Alpha amino acids and derivatives",0.506,"Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Trialkylamines; Amines; Tertiary amines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",356.243,1912,31.86,852612381545690368,852601222813056896,852601222813056896,"901",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,15830000,231200,320100,267000,225700,212800,210900,191400,142700,5207,214400,257000,197900,7842000,85290,195500,NA,228300,NA,284100,499700,NA,252700,388700,15830000,249300
1,"C17H20N3O5","[M - H]-","C17H19N3O5-","Alkaloids",0.923,"Anthranilic acid alkaloids",0.729,"Quinazoline alkaloids",0.268,"Organoheterocyclic compounds",1,"Diazanaphthalenes",0.728,"Benzodiazines",0.712,NA,NA,"Benzodiazines",0.712,"Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Imidazoles; Pyridines and derivatives; Alcohols and polyols; Lactams; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Diazines; Carbonyl compounds; Substituted imidazoles; Benzenoids; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Diazanaphthalenes; Benzodiazines; Chemical entities",345.133,1916,31.941,852612386562078848,852601222913720320,852601222913720320,"904",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6671000,1933000,2135000,6671000,1266000,1969000,2017000,1957000,1308000,1715000,1940000,1807000,2074000,1025000,1299000,2273000,2215000,1804000,2263000,2161000,1981000,2031000,1951000,2217000,1863000,2170000
1,"C16H19ClN3O3","[M - H]-","C16H18ClN3O3-","Alkaloids",0.953,"Anthranilic acid alkaloids",0.323,"Pyridine alkaloids",0.022,"Organoheterocyclic compounds",0.999,"Diazines",0.737,"Pyrimidines and pyrimidine derivatives",0.463,"Pyrimidones",0.621,"Pyrimidones",0.621,"Organic compounds; Organoheterocyclic compounds; Lactams; Organic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Pyrimidones; Organooxygen compounds; Azoles; Alkyl chlorides; Diazines; Organochlorides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Alkyl halides; Vinylogous amides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",335.104,1916,31.931,852612387082172672,852601222947274752,852601222947274752,"905",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2796000,14850,37060,33290,2796000,20030,14890,25540,81230,682.6,36130,47310,15720,818600,23600,26680,27980,41040,117100,41150,12300,82600,36840,53560,330200,31270
1,"C16H18N3O3","[M - H]-","C16H17N3O3-","Alkaloids",0.958,"Anthranilic acid alkaloids",0.85,"Pyridine alkaloids",0.339,"Organic nitrogen compounds",1,"Organonitrogen compounds",1,"N-arylamides",0.623,NA,NA,"N-arylamides",0.623,"Organic compounds; Organoheterocyclic compounds; Pyridines and derivatives; Lactams; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Secondary carboxylic acid amides; Carbonyl compounds; N-arylamides; Imidolactams; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Methylpyridines; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",299.128,1915,31.914,852612380375479296,852601222976634880,852601222976634880,"906",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,19880000,8845000,9359000,8096000,4173000,4817000,7839000,8219000,8316000,19880000,5582000,12200000,6187000,3133000,11050000,7522000,5311000,5890000,17370000,5489000,10680000,6391000,6606000,6044000,12020000,7124000
1,"C11H19N5O5","[M - H]-","C11H18N5O5-","Alkaloids",0.841,"Histidine alkaloids",0.303,"Imidazole alkaloids",0.303,"Organic acids and derivatives",0.986,"Carboxylic acids and derivatives",0.953,"Amino acids, peptides, and analogues",0.851,"Amino acids and derivatives",0.846,"Alpha amino acids and derivatives",0.887,"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrimidines and pyrimidine derivatives; Imines; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Guanidines; Monocarboxylic acids and derivatives; Carboxylic acids; Diazines; Imidazopyrimidines; Carbonyl compounds; Amines; Carboximidamides; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",300.131,1916,31.937,852612396615827584,852601223085686784,852601223081492480,"909",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,611300,NA,NA,456900,NA,611300,305.9,3330,NA,4652,104600,NA,17300,NA,NA,NA,20290,71960,NA,18440,15220,311,6704,443500,2321,3228
1,"C15H35N7O3","[M - H]-","C15H34N7O3-","Alkaloids",0.884,"Guanidine alkaloids",0.152,"Polyamines",0.099,"Organic acids and derivatives",0.995,"Carboxylic acids and derivatives",0.985,"Amino acids, peptides, and analogues",0.909,"Amino acids and derivatives",0.901,"Alpha amino acids and derivatives",0.807,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Guanidines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary carboxylic acid amides; Carbonyl compounds; Carboximidamides; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",360.274,1920,31.994,852612372167225600,852601223165378560,852601223165378560,"911",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1648000,NA,677.3,1464000,NA,1648000,66010,131000,44330,170400,806000,2034,316600,NA,NA,278.1,388400,540400,NA,276300,248400,42050,157300,1441000,100400,129800
1,"C15H24N3O3","[M - H]-","C15H23N3O3-","Alkaloids",0.771,"Histidine alkaloids",0.31,"Imidazole alkaloids",0.312,"Organic acids and derivatives",0.999,"Carboxylic acids and derivatives",0.995,"Amino acids, peptides, and analogues",0.924,"Amino acids and derivatives",0.922,"Alpha amino acids and derivatives",0.801,"Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Imidazoles; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Azoles; Carboxylic acid amides; Carboxylic acid derivatives; Carbonyl compounds; Substituted imidazoles; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",293.175,1921,32.014,852612406531164288,852601223203127296,852601223203127296,"912",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,666100,NA,14580,54660,65010,63370,666100,196200,33540,1068,7445,21740,97200,NA,21430,NA,23880,179400,22570,476.1,6541,14640,31010,7766,31530,12100
