"formulaRank","molecularFormula","adduct","precursorFormula","NPC#pathway","NPC#pathway Probability","NPC#superclass","NPC#superclass Probability","NPC#class","NPC#class Probability","ClassyFire#superclass","ClassyFire#superclass probability","ClassyFire#class","ClassyFire#class Probability","ClassyFire#subclass","ClassyFire#subclass Probability","ClassyFire#level 5","ClassyFire#level 5 Probability","ClassyFire#most specific class","ClassyFire#most specific class Probability","ClassyFire#all classifications","ionMass","retentionTimeInSeconds","retentionTimeInMinutes","formulaId","alignedFeatureId","compoundId","mappingFeatureId","overallFeatureQuality","structurePerIdRank","ConfidenceScoreExact","ConfidenceScoreApproximate","CSI:FingerIDScore","ZodiacScore","SiriusScoreNormalized","SiriusScore","InChIkey2D","InChI","name","smiles","xlogp","pubchemids","links","dbflags","bio_score","area","datafile.001_14_87_B.raw.area","datafile.002_18_92_B.raw.area","datafile.011_95_81_D.raw.area","datafile.015_124_99_B.raw.area","datafile.019_219_2000_A.raw.area","datafile.020_220_2000_B.raw.area","datafile.023_240_96_A.raw.area","datafile.024_241_2017_D.raw.area","datafile.025_249_96_B.raw.area","datafile.029_259_2000_A.raw.area","datafile.030_280_2015_A.raw.area","datafile.033_299_78_B.raw.area","datafile.037_338_92_B.raw.area","datafile.040_347_92_B.raw.area","datafile.047_368_95_C.raw.area","datafile.052_381_83_A.raw.area","datafile.055_392_92_A.raw.area","datafile.057_393_96_A.raw.area","datafile.061_419_2008_A.raw.area","datafile.065_486_95_A.raw.area","datafile.072_543_93_A.raw.area","datafile.079_694_83_A.raw.area","datafile.080_694_88_B.raw.area","datafile.081_695_88_B.raw.area","datafile.091_806_84_A.raw.area","datafile.092_815_84_A.raw.area","datafile.093_856_84_A.raw.area","datafile.101_973_81_A.raw.area","datafile.108_1310_84_B.raw.area","datafile.114_1652_77_F.raw.area","datafile.116_1723_80_B.raw.area","datafile.129_11822_A.raw.area","datafile.130_15118_3_A.raw.area","datafile.139_2025_6_A.raw.area"
1,"C16H18O9","[M + H]+","C16H19O9+","Shikimates and Phenylpropanoids",0.992,"Phenylpropanoids (C6-C3)",0.996,"Cinnamic acids and derivatives",0.997,"Organic oxygen compounds",1,"Organooxygen compounds",1,"Alcohols and polyols",0.992,"Cyclic alcohols and derivatives",0.986,"Quinic acids and derivatives",0.981,"Organic compounds; Lipids and lipid-like molecules; Styrenes; Coumaric acids and derivatives; Alcohols and polyols; Phenols; Catechols; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Hydroxy acids and derivatives; Cinnamic acids and derivatives; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Benzenediols; Cyclic alcohols and derivatives; Alpha hydroxy acids and derivatives; Hydroxycinnamic acids and derivatives; Secondary alcohols; Tertiary alcohols; Carbonyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; Cyclitols and derivatives; Quinic acids and derivatives; Cyclohexanols; Cinnamic acid esters; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities",355.103,126,2.096,832320252790433280,832319761905827072,832319761901632768,"1422",NA,1,0.822,0.956,-23.698,1,0.985,47.047,"CWVRJTMFETXNAD","InChI=1S/C16H18O9/c17-9-3-1-8(5-10(9)18)2-4-13(20)25-12-7-16(24,15(22)23)6-11(19)14(12)21/h1-5,11-12,14,17-19,21,24H,6-7H2,(H,22,23)","Heriguard","C1C(C(C(CC1(C(=O)O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O)O)O",-0.4,"134298658;58545420;58877657;6537496;6574999;6575000;6604240;6604619;9998242;6875767;75360770;5280633;5282098;5315832;5318529;51136363;147305083;147305085;53744398;134694233;134725522;7003561;7067332;7067333;7067334;7067335;102053183;162711223;162882555;162882556;162882557;162882558;162882559;162882560;162882561;6328712;6353336;6436237;97043858;59400402;94854309;76319361;16757870;89953037;70639896;92448125;139557019;25210304;25244622;60074140;129010242;89007322;89043351;89049934;90714044;89360385;90835443;90933851;131707983;123773323;123802666;68047465;68056103;1794424;1794425;1794426;1794427;24207715;153309010;123134024;9476;123426002;73081;91492;26297970;25789091;348159;91150816;12310829;12310830;12310831;11870307;11870308;11870309;11870310;90057486;71314735;71314736;44135450;57476659;44426057","PUBCHEMANNOTATIONBIO:(null);HMDB:(HMDB0003164 HMDB0029278 HMDB0032849 HMDB0040690 HMDB0240477 HMDB0242450);MiMeDB:(MMDBc0052942);PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);BloodExposome:(5280633 12310829 6436237 1794426 1794427 5315832 73081 9476 12310830);SUPERNATURAL:(SN0057764);MESH:(73081 1794427 5280633 5315832 6436237 12310829);FooDB:(FDB000275 FDB002562 FDB004038 FDB006821 FDB011810 FDB020490 FDB031207);PUBCHEM:(134298658 58545420 58877657 6537496 6574999 6575000 6604240 6604619 9998242 6875767 75360770 5280633 5282098 5315832 5318529 51136363 147305083 147305085 53744398 134694233 134725522 7003561 7067332 7067333 7067334 7067335 102053183 162711223 162882555 162882556 162882557 162882558 162882559 162882560 162882561 6328712 6353336 6436237 97043858 59400402 94854309 76319361 16757870 89953037 70639896 92448125 139557019 25210304 25244622 60074140 129010242 89007322 89043351 89049934 90714044 89360385 90835443 90933851 131707983 123773323 123802666 68047465 68056103 1794424 1794425 1794426 1794427 24207715 153309010 123134024 9476 123426002 73081 91492 26297970 25789091 348159 91150816 12310829 12310830 12310831 11870307 11870308 11870309 11870310 90057486 71314735 71314736 44135450 57476659 44426057);GNPS:(CCMSLIB00000078884 CCMSLIB00000081766 CCMSLIB00003137789 CCMSLIB00003140071 CCMSLIB00000078885);COCONUT:(CNP0148557);NORMAN:(NS00015066 NS00079336 NS00080142 NS00097276);METACYC:(CAFFEOYLQUINATE CPDQT-516);PLANTCYC:(CAFFEOYLQUINATE);CHEBI:(95271 57754 139434 75489 143036 16112 57644 175533 182187 178007 16384 143538);KEGG:(C00852 C17147);DSSTox:(DTXSID101315427 DTXSID101318952 DTXSID3024786 DTXSID601315272 DTXSID701029769 DTXSID80859336);LOTUS:(Q104971544 Q104252693 Q104971547 Q104971615 Q103818125 Q27251884 Q104971614 Q104971546 Q104971607 Q104971608 Q6992128 Q421964 Q27145345 Q104971606 Q104971613 Q104400401);PUBCHEMANNOTATIONDRUG:(null);PUBMED:(null);KNAPSACK:(CWVRJTMFETXNAD-UHFFFAOYSA-N)",139443181950,10,9527000,24440,886000,2497000,1387000,382300,905500,2086000,501000,1590000,5063000,1131000,872200,1351000,1563000,411600,435900,441300,1040000,9527000,1626000,2059000,1076000,310500,730400,663000,779500,1230000,1642000,801000,1859000,1117000,536600,430400,810600
1,"C19H14O8","[M + Na]+","C19H14NaO8+","Shikimates and Phenylpropanoids",0.984,"Coumarins",0.31,"Flavonols",0.088,"Organoheterocyclic compounds",0.767,"Benzopyrans",0.631,"1-benzopyrans",0.574,NA,NA,"1-benzopyrans",0.574,"Organic compounds; Organoheterocyclic compounds; Benzopyrans; Alkyl aryl ethers; Phenols; Catechols; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Pyranones and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Dioxins; Para dioxins; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Benzodioxanes; Benzo-1,4-dioxanes; 1-benzopyrans; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities",393.059,128,2.126,832320275297074048,832319762098765056,832319762098765056,"1427",NA,1,0.692,0.916,-45.155,0.025,0.034,13.49,"CWVRJTMFETXNAD","InChI=1S/C16H18O9/c17-9-3-1-8(5-10(9)18)2-4-13(20)25-12-7-16(24,15(22)23)6-11(19)14(12)21/h1-5,11-12,14,17-19,21,24H,6-7H2,(H,22,23)","Heriguard","C1C(C(C(CC1(C(=O)O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O)O)O",-0.4,"134298658;58545420;58877657;6537496;6574999;6575000;6604240;6604619;9998242;6875767;75360770;5280633;5282098;5315832;5318529;51136363;147305083;147305085;53744398;134694233;134725522;7003561;7067332;7067333;7067334;7067335;102053183;162711223;162882555;162882556;162882557;162882558;162882559;162882560;162882561;6328712;6353336;6436237;97043858;59400402;94854309;76319361;16757870;89953037;70639896;92448125;139557019;25210304;25244622;60074140;129010242;89007322;89043351;89049934;90714044;89360385;90835443;90933851;131707983;123773323;123802666;68047465;68056103;1794424;1794425;1794426;1794427;24207715;153309010;123134024;9476;123426002;73081;91492;26297970;25789091;348159;91150816;12310829;12310830;12310831;11870307;11870308;11870309;11870310;90057486;71314735;71314736;44135450;57476659;44426057","PUBCHEMANNOTATIONBIO:(null);HMDB:(HMDB0003164 HMDB0029278 HMDB0032849 HMDB0040690 HMDB0240477 HMDB0242450);MiMeDB:(MMDBc0052942);PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);BloodExposome:(5280633 12310829 6436237 1794426 1794427 5315832 73081 9476 12310830);SUPERNATURAL:(SN0057764);MESH:(73081 1794427 5280633 5315832 6436237 12310829);FooDB:(FDB000275 FDB002562 FDB004038 FDB006821 FDB011810 FDB020490 FDB031207);PUBCHEM:(134298658 58545420 58877657 6537496 6574999 6575000 6604240 6604619 9998242 6875767 75360770 5280633 5282098 5315832 5318529 51136363 147305083 147305085 53744398 134694233 134725522 7003561 7067332 7067333 7067334 7067335 102053183 162711223 162882555 162882556 162882557 162882558 162882559 162882560 162882561 6328712 6353336 6436237 97043858 59400402 94854309 76319361 16757870 89953037 70639896 92448125 139557019 25210304 25244622 60074140 129010242 89007322 89043351 89049934 90714044 89360385 90835443 90933851 131707983 123773323 123802666 68047465 68056103 1794424 1794425 1794426 1794427 24207715 153309010 123134024 9476 123426002 73081 91492 26297970 25789091 348159 91150816 12310829 12310830 12310831 11870307 11870308 11870309 11870310 90057486 71314735 71314736 44135450 57476659 44426057);GNPS:(CCMSLIB00000078884 CCMSLIB00000081766 CCMSLIB00003137789 CCMSLIB00003140071 CCMSLIB00000078885);COCONUT:(CNP0148557);NORMAN:(NS00015066 NS00079336 NS00080142 NS00097276);METACYC:(CAFFEOYLQUINATE CPDQT-516);PLANTCYC:(CAFFEOYLQUINATE);CHEBI:(95271 57754 139434 75489 143036 16112 57644 175533 182187 178007 16384 143538);KEGG:(C00852 C17147);DSSTox:(DTXSID101315427 DTXSID101318952 DTXSID3024786 DTXSID601315272 DTXSID701029769 DTXSID80859336);LOTUS:(Q104971544 Q104252693 Q104971547 Q104971615 Q103818125 Q27251884 Q104971614 Q104971546 Q104971607 Q104971608 Q6992128 Q421964 Q27145345 Q104971606 Q104971613 Q104400401);PUBCHEMANNOTATIONDRUG:(null);PUBMED:(null);KNAPSACK:(CWVRJTMFETXNAD-UHFFFAOYSA-N)",139443181950,10,979400,617.1,165900,196000,106800,101400,377200,111100,28630,189400,948800,300900,198900,189300,43150,30310,50260,25220,99510,979400,389000,133900,113800,50850,654400,82520,96720,97740,235300,3062,163300,272100,5890,57690,114300
1,"C9H8O4","[M - H2O + H]+","C9H7O3+","Shikimates and Phenylpropanoids",0.966,"Phenylpropanoids (C6-C3)",0.978,"Cinnamic acids and derivatives",0.985,"Phenylpropanoids and polyketides",0.96,"Cinnamic acids and derivatives",0.928,"Hydroxycinnamic acids and derivatives",0.95,"Coumaric acids and derivatives",0.931,"Coumaric acids and derivatives",0.931,"Organic compounds; Styrenes; Coumaric acids and derivatives; Phenols; Catechols; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Cinnamic acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Benzenediols; Hydroxycinnamic acids and derivatives; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Hydroxycinnamic acids; Cinnamic acids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities",163.039,153,2.548,832320277952069376,832319762857934208,832319762857934208,"1446",NA,1,0.949,0.959,-14.955,1,0.333,107.723,"QAIPRVGONGVQAS","InChI=1S/C9H8O4/c10-7-3-1-6(5-8(7)11)2-4-9(12)13/h1-5,10-11H,(H,12,13)","Caffeic Acid","C1=CC(=C(C=C1C=CC(=O)O)O)O",0.97,"101215182;76973924;16109948;163889487;100923614;689043;90769002;131866465;1549111;11458067;149004731;2518;46780148;54681167;54691412;54710367;71309625;71434158","PUBCHEMANNOTATIONBIO:(null);HMDB:(HMDB0001964 HMDB0003501);MiMeDB:(MMDBc0000577 MMDBc0055015);PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);BloodExposome:(2518 1549111 23694762 689043);SUPERNATURAL:(SN0299986);HSDB:(331-39-5);MESH:(689043 1549111);FooDB:(FDB002558 FDB002559 FDB012666 FDB031208);PUBCHEM:(101215182 76973924 16109948 163889487 100923614 689043 90769002 131866465 1549111 11458067 149004731 2518 46780148 54681167 54691412 54710367 71309625 71434158);GNPS:(CCMSLIB00003135081 CCMSLIB00003138357);COCONUT:(CNP0186784);NORMAN:(NS00010313);METACYC:(16S-rRNAs-Pseudouridines 18-3-Campesteryl-Esters 23S-rRNA-Cytidines 28S-rRNA-adenine-4324 Aerobacter-Polysaccharides a-galctotetrose Aliphatic-Amides Arsines a-synthetic-antibiotic Bacillus-Cereus-HF-PS-Polysaccharide Benzenes CAFFEATE CPD-168 CPD-676 CPD-8098 Endocannabinoids L-Cysteine-Desulfurase-S-sulfinato-Cys Methyl-Branched-Fatty-Acids N-Acetylarylalkylamines Omega-9-Fatty-Acids Protein-tyrosine-adenylate Quinolines Streptovaricins Thioarsenicals Uracil-In-Single-Stranded-DNAs);PLANTCYC:(CPD-676 CAFFEATE);CHEBI:(16433 17395 36281 178076 58129 57770);KEGG:(C01481 C01197);DSSTox:(DTXSID5020231 DTXSID60745945 DTXSID901316055);LOTUS:(Q27102378 Q414116 Q56231106);YMDB:(YMDB01645);PUBCHEMANNOTATIONDRUG:(null);PUBMED:(null);KNAPSACK:(QAIPRVGONGVQAS-UHFFFAOYSA-N)",139443247998,10,44650000,1035000,3681000,12050000,3316000,1932000,6516000,2913000,1197000,5482000,16730000,7069000,3196000,3591000,2642000,848700,1796000,1843000,10800000,44650000,9758000,4041000,3699000,3022000,6762000,2191000,2228000,3147000,3890000,1634000,11950000,3633000,2267000,2629000,3584000
1,"C16H18O9","[M + H]+","C16H19O9+","Shikimates and Phenylpropanoids",0.992,"Phenylpropanoids (C6-C3)",0.996,"Cinnamic acids and derivatives",0.997,"Organic oxygen compounds",1,"Organooxygen compounds",1,"Alcohols and polyols",0.992,"Cyclic alcohols and derivatives",0.986,"Quinic acids and derivatives",0.981,"Organic compounds; Lipids and lipid-like molecules; Styrenes; Coumaric acids and derivatives; Alcohols and polyols; Phenols; Catechols; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Hydroxy acids and derivatives; Cinnamic acids and derivatives; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Benzenediols; Cyclic alcohols and derivatives; Alpha hydroxy acids and derivatives; Hydroxycinnamic acids and derivatives; Secondary alcohols; Tertiary alcohols; Carbonyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; Cyclitols and derivatives; Quinic acids and derivatives; Cyclohexanols; Cinnamic acid esters; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities",355.103,156,2.607,832320282305757952,832319762933431680,832319762933431680,"1448",NA,1,0.821,0.956,-24.504,1,0.981,42.113,"CWVRJTMFETXNAD","InChI=1S/C16H18O9/c17-9-3-1-8(5-10(9)18)2-4-13(20)25-12-7-16(24,15(22)23)6-11(19)14(12)21/h1-5,11-12,14,17-19,21,24H,6-7H2,(H,22,23)","Heriguard","C1C(C(C(CC1(C(=O)O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O)O)O",-0.4,"134298658;58545420;58877657;6537496;6574999;6575000;6604240;6604619;9998242;6875767;75360770;5280633;5282098;5315832;5318529;51136363;147305083;147305085;53744398;134694233;134725522;7003561;7067332;7067333;7067334;7067335;102053183;162711223;162882555;162882556;162882557;162882558;162882559;162882560;162882561;6328712;6353336;6436237;97043858;59400402;94854309;76319361;16757870;89953037;70639896;92448125;139557019;25210304;25244622;60074140;129010242;89007322;89043351;89049934;90714044;89360385;90835443;90933851;131707983;123773323;123802666;68047465;68056103;1794424;1794425;1794426;1794427;24207715;153309010;123134024;9476;123426002;73081;91492;26297970;25789091;348159;91150816;12310829;12310830;12310831;11870307;11870308;11870309;11870310;90057486;71314735;71314736;44135450;57476659;44426057","PUBCHEMANNOTATIONBIO:(null);HMDB:(HMDB0003164 HMDB0029278 HMDB0032849 HMDB0040690 HMDB0240477 HMDB0242450);MiMeDB:(MMDBc0052942);PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);BloodExposome:(5280633 12310829 6436237 1794426 1794427 5315832 73081 9476 12310830);SUPERNATURAL:(SN0057764);MESH:(73081 1794427 5280633 5315832 6436237 12310829);FooDB:(FDB000275 FDB002562 FDB004038 FDB006821 FDB011810 FDB020490 FDB031207);PUBCHEM:(134298658 58545420 58877657 6537496 6574999 6575000 6604240 6604619 9998242 6875767 75360770 5280633 5282098 5315832 5318529 51136363 147305083 147305085 53744398 134694233 134725522 7003561 7067332 7067333 7067334 7067335 102053183 162711223 162882555 162882556 162882557 162882558 162882559 162882560 162882561 6328712 6353336 6436237 97043858 59400402 94854309 76319361 16757870 89953037 70639896 92448125 139557019 25210304 25244622 60074140 129010242 89007322 89043351 89049934 90714044 89360385 90835443 90933851 131707983 123773323 123802666 68047465 68056103 1794424 1794425 1794426 1794427 24207715 153309010 123134024 9476 123426002 73081 91492 26297970 25789091 348159 91150816 12310829 12310830 12310831 11870307 11870308 11870309 11870310 90057486 71314735 71314736 44135450 57476659 44426057);GNPS:(CCMSLIB00000078884 CCMSLIB00000081766 CCMSLIB00003137789 CCMSLIB00003140071 CCMSLIB00000078885);COCONUT:(CNP0148557);NORMAN:(NS00015066 NS00079336 NS00080142 NS00097276);METACYC:(CAFFEOYLQUINATE CPDQT-516);PLANTCYC:(CAFFEOYLQUINATE);CHEBI:(95271 57754 139434 75489 143036 16112 57644 175533 182187 178007 16384 143538);KEGG:(C00852 C17147);DSSTox:(DTXSID101315427 DTXSID101318952 DTXSID3024786 DTXSID601315272 DTXSID701029769 DTXSID80859336);LOTUS:(Q104971544 Q104252693 Q104971547 Q104971615 Q103818125 Q27251884 Q104971614 Q104971546 Q104971607 Q104971608 Q6992128 Q421964 Q27145345 Q104971606 Q104971613 Q104400401);PUBCHEMANNOTATIONDRUG:(null);PUBMED:(null);KNAPSACK:(CWVRJTMFETXNAD-UHFFFAOYSA-N)",139443181950,10,13230000,514400,1040000,2443000,194500,658200,1898000,1141000,906100,1610000,5164000,1292000,1047000,1072000,978600,398700,1036000,750000,1426000,13230000,2016000,1701000,1061000,628500,3307000,879200,1720000,1030000,1334000,870700,3299000,1890000,642900,581400,1073000
1,"C9H10O5","[M - H4O2 + H]+","C9H7O3+","Shikimates and Phenylpropanoids",0.838,"Phenylpropanoids (C6-C3)",0.903,"Cinnamic acids and derivatives",0.922,"Phenylpropanoids and polyketides",0.854,"Cinnamic acids and derivatives",0.868,"Hydroxycinnamic acids and derivatives",0.906,"Coumaric acids and derivatives",0.885,"Coumaric acids and derivatives",0.885,"Organic compounds; Lipids and lipid-like molecules; Styrenes; Coumaric acids and derivatives; Alcohols and polyols; Phenols; Catechols; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Hydroxy acids and derivatives; Cinnamic acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Benzenediols; Hydroxycinnamic acids and derivatives; Secondary alcohols; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Hydroxycinnamic acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities",163.039,165,2.751,832320314408967296,832319763721960960,832319763721960960,"1467",NA,1,0.918,0.937,-24.107,0.212,0.333,90.351,"QAIPRVGONGVQAS","InChI=1S/C9H8O4/c10-7-3-1-6(5-8(7)11)2-4-9(12)13/h1-5,10-11H,(H,12,13)","Caffeic Acid","C1=CC(=C(C=C1C=CC(=O)O)O)O",0.97,"101215182;76973924;16109948;163889487;100923614;689043;90769002;131866465;1549111;11458067;149004731;2518;46780148;54681167;54691412;54710367;71309625;71434158","PUBCHEMANNOTATIONBIO:(null);HMDB:(HMDB0001964 HMDB0003501);MiMeDB:(MMDBc0000577 MMDBc0055015);PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);BloodExposome:(2518 1549111 23694762 689043);SUPERNATURAL:(SN0299986);HSDB:(331-39-5);MESH:(689043 1549111);FooDB:(FDB002558 FDB002559 FDB012666 FDB031208);PUBCHEM:(101215182 76973924 16109948 163889487 100923614 689043 90769002 131866465 1549111 11458067 149004731 2518 46780148 54681167 54691412 54710367 71309625 71434158);GNPS:(CCMSLIB00003135081 CCMSLIB00003138357);COCONUT:(CNP0186784);NORMAN:(NS00010313);METACYC:(16S-rRNAs-Pseudouridines 18-3-Campesteryl-Esters 23S-rRNA-Cytidines 28S-rRNA-adenine-4324 Aerobacter-Polysaccharides a-galctotetrose Aliphatic-Amides Arsines a-synthetic-antibiotic Bacillus-Cereus-HF-PS-Polysaccharide Benzenes CAFFEATE CPD-168 CPD-676 CPD-8098 Endocannabinoids L-Cysteine-Desulfurase-S-sulfinato-Cys Methyl-Branched-Fatty-Acids N-Acetylarylalkylamines Omega-9-Fatty-Acids Protein-tyrosine-adenylate Quinolines Streptovaricins Thioarsenicals Uracil-In-Single-Stranded-DNAs);PLANTCYC:(CPD-676 CAFFEATE);CHEBI:(16433 17395 36281 178076 58129 57770);KEGG:(C01481 C01197);DSSTox:(DTXSID5020231 DTXSID60745945 DTXSID901316055);LOTUS:(Q27102378 Q414116 Q56231106);YMDB:(YMDB01645);PUBCHEMANNOTATIONDRUG:(null);PUBMED:(null);KNAPSACK:(QAIPRVGONGVQAS-UHFFFAOYSA-N)",139443247998,10,17290000,1399000,2005000,2940000,1854000,1744000,2389000,2118000,3345000,3230000,10320000,3395000,2081000,2027000,2369000,723100,1962000,1597000,3003000,17290000,3868000,2542000,2243000,1780000,5188000,2307000,4108000,1863000,2626000,1686000,6183000,2455000,2255000,1142000,1923000
