formulaRank	molecularFormula	adduct	precursorFormula	ZodiacScore	SiriusScoreNormalized	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	compoundId	mappingFeatureId	overallFeatureQuality
7	C8H16NO2	[M + K]+	C8H16KNO2+	0.000	0.000	163.149	163.149	0.000	36	0.535	-6.560	6.560	-0.517		197.081	835	13.923	832320654776804154	832319778842428654	832319778838234349	1826	
8	C7H13FO5	[M + H]+	C7H14FO5+	0.000	0.000	144.956	142.092	2.864	35	0.907	-6.822	6.822	-4.152		197.081	835	13.923	832320654776804155	832319778842428654	832319778838234349	1826	
9	C7H15FO6	[M - H2O + H]+	C7H14FO5+	0.000	0.000	144.956	142.092	2.864	35	0.907	-6.822	6.822	-91390.688		197.081	835	13.923	832320654776804156	832319778842428654	832319778838234349	1826	
10	C7H14F2O2Si	[M + H]+	C7H15F2O2Si+	0.000	0.000	137.741	135.808	1.934	36	0.922	-5.945	5.945	3.912		197.081	835	13.923	832320654776804157	832319778842428654	832319778838234349	1826	
1	C21H36N6O12	[M - H]-	C21H35N6O12-		0.240	57.143	57.143	0.000	24	0.932	1.003	2.109	2.141		563.233	836	13.930	832320667703651428	832319715915278393	832319715915278392	365	
2	C22H38N6O15	[M - CH2O3 - H]-	C21H35N6O12-		0.240	57.143	57.143	0.000	24	0.932	1.003	2.109	-110077.326		563.233	836	13.930	832320667703651429	832319715915278393	832319715915278392	365	
3	C21H34N6O11	[M + H2O - H]-	C21H35N6O12-		0.240	57.143	57.143	0.000	20	0.779	1.268	2.461	2.141		563.233	836	13.930	832320667703651430	832319715915278393	832319715915278392	365	
4	C20H34N6O10	[M + CH2O2 - H]-	C21H35N6O12-		0.240	57.143	57.143	0.000	23	0.457	1.135	2.243	2.141		563.233	836	13.930	832320667703651431	832319715915278393	832319715915278392	365	
5	C22H40N6O7S2	[M - H]-	C22H39N6O7S2-		0.010	53.959	53.959	0.000	24	0.932	1.003	1.976	0.598		563.233	836	13.930	832320667703651432	832319715915278393	832319715915278392	365	
6	C23H42N6O10S2	[M - CH2O3 - H]-	C22H39N6O7S2-		0.010	53.959	53.959	0.000	24	0.932	1.003	1.976	-110078.869		563.233	836	13.930	832320667703651433	832319715915278393	832319715915278392	365	
7	C22H38N6O6S2	[M + H2O - H]-	C22H39N6O7S2-		0.010	53.959	53.959	0.000	20	0.779	1.268	1.976	0.598		563.233	836	13.930	832320667703651434	832319715915278393	832319715915278392	365	
8	C21H38N6O5S2	[M + CH2O2 - H]-	C22H39N6O7S2-		0.010	53.959	53.959	0.000	15	0.298	0.457	1.721	0.598		563.233	836	13.930	832320667703651435	832319715915278393	832319715915278392	365	
9	C27H37FN4O6S	[M - H]-	C27H36FN4O6S-		0.000	48.382	48.382	0.000	25	0.974	1.135	1.723	-2.588		563.233	836	13.930	832320667703651436	832319715915278393	832319715915278392	365	
10	C28H39FN4O9S	[M - CH2O3 - H]-	C27H36FN4O6S-		0.000	48.382	48.382	0.000	25	0.974	1.135	1.723	-110082.055		563.233	836	13.930	832320667703651437	832319715915278393	832319715915278392	365	
1	C13H22O3	[M - H2O + H]+	C13H21O2+	0.800	0.333	260.657	254.942	5.716	48	0.959	-7.517	7.517	-86109.929		209.154	837	13.951	832320648405655400	832319778473329872	832319778473329871	1820	
2	C13H20O2	[M + H]+	C13H21O2+	0.200	0.333	260.657	254.942	5.716	48	0.959	-7.517	7.517	1.595		209.154	837	13.951	832320648405655399	832319778473329872	832319778473329871	1820	
3	C13H24O4	[M - H4O2 + H]+	C13H21O2+	0.000	0.333	260.657	254.942	5.716	48	0.959	-7.517	7.517	-172221.454		209.154	837	13.951	832320648405655401	832319778473329872	832319778473329871	1820	
4	C10H21FO3	[M + H]+	C10H22FO3+	0.000	0.000	200.671	196.945	3.726	46	0.862	-7.702	7.702	-3.869		209.154	837	13.951	832320648405655402	832319778473329872	832319778473329871	1820	
5	C11H18N3O	[M + H]+	C11H19N3O+	0.000	0.000	190.436	186.936	3.500	42	0.903	-7.711	7.824	8.015		209.154	837	13.951	832320648405655403	832319778473329872	832319778473329871	1820	
6	C11H20N3O2	[M - H2O + H]+	C11H19N3O+	0.000	0.000	190.436	186.936	3.500	42	0.903	-7.711	7.824	-86103.510		209.154	837	13.951	832320648405655404	832319778473329872	832319778473329871	1820	
7	C11H22N3O3	[M - H4O2 + H]+	C11H19N3O+	0.000	0.000	190.436	186.936	3.500	42	0.903	-7.711	7.824	-172215.035		209.154	837	13.951	832320648405655405	832319778473329872	832319778473329871	1820	
8	C9H23NO2P	[M + H]+	C9H24NO2P+	0.000	0.000	156.001	152.206	3.794	35	0.703	-7.707	7.707	0.110		209.154	837	13.951	832320648405655406	832319778473329872	832319778473329871	1820	
9	C8H22N3OS	[M + H]+	C8H23N3OS+	0.000	0.000	106.392	105.812	0.580	35	0.709	-7.846	8.001	-8.103		209.154	837	13.951	832320648405655407	832319778473329872	832319778473329871	1820	
10	C11H24N	[M + K]+	C11H24KN+	0.000	0.000	97.881	94.742	3.139	20	0.435	-8.013	8.013	-0.444		209.154	837	13.951	832320648405655408	832319778473329872	832319778473329871	1820	
1	C10H12O5	[M - H4O2 + H]+	C10H9O3+	0.800	0.500	119.134	115.922	3.212	23	0.972	-6.445	6.445	-203444.728		177.055	837	13.951	832320660426532723	832319779207333147	832319779207333146	1835	
2	C10H8O3	[M + H]+	C10H9O3+	0.200	0.500	119.134	115.922	3.212	23	0.972	-6.445	6.445	1.409		177.055	837	13.951	832320660426532722	832319779207333147	832319779207333146	1835	
3	C8H12NO	[M + K]+	C8H12KNO+	0.000	0.000	84.722	81.767	2.956	19	0.653	-6.709	6.709	-1.000		177.055	837	13.951	832320660426532724	832319779207333147	832319779207333146	1835	
4	C7H11ClNO2	[M + H]+	C7H12ClNO2+	0.000	0.000	78.652	78.652	0.000	18	0.423	-7.058	7.058	-1.343		177.055	837	13.951	832320660426532725	832319779207333147	832319779207333146	1835	
5	C7H15ClNO4	[M - H4O2 + H]+	C7H12ClNO2+	0.000	0.000	78.652	78.652	0.000	18	0.423	-7.058	7.058	-203447.480		177.055	837	13.951	832320660426532726	832319779207333147	832319779207333146	1835	
6	C8H6N3O2	[M + H]+	C8H7N3O2+	0.000	0.000	77.093	75.686	1.407	22	0.969	-6.419	6.980	8.992		177.055	837	13.951	832320660426532727	832319779207333147	832319779207333146	1835	
7	C8H10N3O4	[M - H4O2 + H]+	C8H7N3O2+	0.000	0.000	77.093	75.686	1.407	22	0.969	-6.419	6.980	-203437.145		177.055	837	13.951	832320660426532728	832319779207333147	832319779207333146	1835	
8	C7H9FO4	[M + H]+	C7H10FO4+	0.000	0.000	57.853	56.139	1.714	15	0.410	-6.871	6.871	-5.046		177.055	837	13.951	832320660426532729	832319779207333147	832319779207333146	1835	
9	C6H11NO3P	[M + H]+	C6H12NO3P+	0.000	0.000	57.731	56.204	1.527	15	0.397	-8.425	8.425	-0.346		177.055	837	13.951	832320660426532731	832319779207333147	832319779207333146	1835	
10	C6H15NO5P	[M - H4O2 + H]+	C6H12NO3P+	0.000	0.000	57.731	56.204	1.527	15	0.397	-8.425	8.425	-203446.483		177.055	837	13.951	832320660426532732	832319779207333147	832319779207333146	1835	
1	C9H6O3	[M + H]+	C9H7O3+	1.000	1.000	79.829	76.513	3.316	14	0.938	-6.060	6.060	1.469		163.039	837	13.956	832320648766365614	832319779605792077	832319779601597772	1845	
2	C7H4N3O2	[M + H]+	C7H5N3O2+	0.000	0.000	39.494	38.061	1.433	12	0.877	4.153	6.622	9.704		163.039	837	13.956	832320648766365615	832319779605792077	832319779601597772	1845	
3	C5H9NO3P	[M + H]+	C5H10NO3P+	0.000	0.000	28.540	27.860	0.680	12	0.674	-9.239	9.239	-0.437		163.039	837	13.956	832320648766365616	832319779605792077	832319779601597772	1845	
4	C2H6F2N4O	[M + Na]+	C2H6F2N4NaO+	0.000	0.000	26.923	26.923	0.000	8	0.449	-4.199	4.371	-5.998		163.039	837	13.956	832320648766365617	832319779605792077	832319779601597772	1845	
5	C7H10NO	[M + K]+	C7H10KNO+	0.000	0.000	26.550	24.231	2.319	8	0.449	-6.847	6.847	-1.147		163.039	837	13.956	832320648766365618	832319779605792077	832319779601597772	1845	
6	C8H10Si2	[M + H]+	C8H11Si2+	0.000	0.000	24.987	24.987	0.000	8	0.472	-6.333	6.333	-1.042		163.039	837	13.956	832320648766365619	832319779605792077	832319779601597772	1845	
7	C3H7N4O2P	[M + H]+	C3H8N4O2P+	0.000	0.000	24.392	24.392	0.000	11	0.856	2.153	5.179	7.798		163.039	837	13.956	832320648766365620	832319779605792077	832319779601597772	1845	
8	C5H5FN4	[M + Na]+	C5H5FN4Na+	0.000	0.000	13.249	12.437	0.812	7	0.490	-4.024	4.530	1.012		163.039	837	13.956	832320648766365621	832319779605792077	832319779601597772	1845	
9	C10H6N	[M + Na]+	C10H6NNa+	0.000	0.000	13.150	9.901	3.249	5	0.459	-6.906	6.906	-0.214		163.039	837	13.956	832320648766365622	832319779605792077	832319779601597772	1845	
10	C7H8F2S	[M + H]+	C7H9F2S+	0.000	0.000	13.043	10.534	2.509	5	0.414	-6.906	6.906	2.796		163.039	837	13.956	832320648766365623	832319779605792077	832319779601597772	1845	
1	C13H22O3	[M - H2O + H]+	C13H21O2+	0.800	0.333	239.979	234.263	5.716	45	0.974	-5.742	5.742	-86109.929		209.154	839	13.990	832320652016951715	832319778951480573	832319778951480572	1829	
2	C13H20O2	[M + H]+	C13H21O2+	0.200	0.333	239.979	234.263	5.716	45	0.974	-5.742	5.742	1.595		209.154	839	13.990	832320652016951714	832319778951480573	832319778951480572	1829	
3	C13H24O4	[M - H4O2 + H]+	C13H21O2+	0.000	0.333	239.979	234.263	5.716	45	0.974	-5.742	5.742	-172221.454		209.154	839	13.990	832320652016951716	832319778951480573	832319778951480572	1829	
4	C10H21FO3	[M + H]+	C10H22FO3+	0.000	0.000	185.019	181.292	3.726	44	0.962	-6.088	6.088	-3.869		209.154	839	13.990	832320652016951717	832319778951480573	832319778951480572	1829	
5	C11H18N3O	[M + H]+	C11H19N3O+	0.000	0.000	176.792	173.292	3.500	42	0.963	-5.719	5.803	8.015		209.154	839	13.990	832320652016951718	832319778951480573	832319778951480572	1829	
6	C11H20N3O2	[M - H2O + H]+	C11H19N3O+	0.000	0.000	176.792	173.292	3.500	42	0.963	-5.719	5.803	-86103.510		209.154	839	13.990	832320652016951719	832319778951480573	832319778951480572	1829	
7	C11H22N3O3	[M - H4O2 + H]+	C11H19N3O+	0.000	0.000	176.792	173.292	3.500	42	0.963	-5.719	5.803	-172215.035		209.154	839	13.990	832320652016951720	832319778951480573	832319778951480572	1829	
8	C9H23NO2P	[M + H]+	C9H24NO2P+	0.000	0.000	144.706	140.912	3.794	44	0.971	-6.283	6.283	0.110		209.154	839	13.990	832320652016951721	832319778951480573	832319778951480572	1829	
9	C8H22N3OS	[M + H]+	C8H23N3OS+	0.000	0.000	103.278	102.698	0.580	33	0.711	-6.045	6.047	-8.103		209.154	839	13.990	832320652016951722	832319778951480573	832319778951480572	1829	
10	C7H21N4OP	[M + H]+	C7H22N4OP+	0.000	0.000	94.761	94.527	0.234	33	0.796	-5.735	5.777	6.529		209.154	839	13.990	832320652016951723	832319778951480573	832319778951480572	1829	
1	C13H22O3	[M + H]+	C13H23O3+	1.000	0.500	296.401	293.086	3.316	56	0.980	-6.545	6.545	1.536		227.165	839	13.990	832320652142780861	832319778993423618	832319778993423617	1830	
2	C13H24O4	[M - H2O + H]+	C13H23O3+	0.000	0.500	296.401	293.086	3.316	56	0.980	-6.545	6.545	-79282.697		227.165	839	13.990	832320652142780862	832319778993423618	832319778993423617	1830	
3	C11H20N3O2	[M + H]+	C11H21N3O2+	0.000	0.000	213.821	212.442	1.379	54	0.968	2.630	5.827	7.447		227.165	839	13.990	832320652142780863	832319778993423618	832319778993423617	1830	
4	C11H22N3O3	[M - H2O + H]+	C11H21N3O2+	0.000	0.000	213.821	212.442	1.379	54	0.968	2.630	5.827	-79276.786		227.165	839	13.990	832320652142780864	832319778993423618	832319778993423617	1830	
5	C11H26NO	[M + K]+	C11H26KNO+	0.000	0.000	191.543	191.543	0.000	36	0.726	-6.676	6.676	-0.341		227.165	839	13.990	832320652142780865	832319778993423618	832319778993423617	1830	
6	C9H24N4	[M + K]+	C9H24KN4+	0.000	0.000	114.343	114.073	0.270	36	0.756	-0.194	6.461	5.569		227.165	839	13.990	832320652142780866	832319778993423618	832319778993423617	1830	
7	C14H22N	[M + Na]+	C14H22NNa+	0.000	0.000	99.628	95.912	3.716	24	0.368	-6.669	6.669	0.328		227.165	839	13.990	832320652142780867	832319778993423618	832319778993423617	1830	
8	C9H21FN4	[M + Na]+	C9H21FN4Na+	0.000	0.000	85.466	84.446	1.020	39	0.823	-4.561	4.932	1.208		227.165	839	13.990	832320652142780868	832319778993423618	832319778993423617	1830	
9	C10H25N2P	[M + Na]+	C10H25N2NaP+	0.000	0.000	73.419	71.535	1.884	19	0.310	-6.727	6.727	-1.039		227.165	839	13.990	832320652142780869	832319778993423618	832319778993423617	1830	
10	C12H26Si2	[M + H]+	C12H27Si2+	0.000	0.000	69.983	69.983	0.000	23	0.353	-6.672	6.672	-0.266		227.165	839	13.990	832320652142780870	832319778993423618	832319778993423617	1830	
1	C12H29N4O11P	[M - H]-	C12H28N4O11P-		0.324	56.404	52.948	3.455	17	0.752	1.388	2.156	-0.868		435.149	839	13.991	832320659604448855	832319716124993618	832319716124993617	370	
2	C12H27N4O10P	[M + H2O - H]-	C12H28N4O11P-		0.324	56.404	52.948	3.455	14	0.524	0.389	1.445	-0.868		435.149	839	13.991	832320659604448856	832319716124993618	832319716124993617	370	
3	C11H27N4O9P	[M + CH2O2 - H]-	C12H28N4O11P-		0.324	56.404	52.948	3.455	16	0.736	2.085	2.228	-0.868		435.149	839	13.991	832320659604448857	832319716124993618	832319716124993617	370	
4	C20H25FN4O4S	[M - H]-	C20H24FN4O4S-		0.009	52.801	49.891	2.910	16	0.696	2.228	2.604	-3.190		435.149	839	13.991	832320659604448858	832319716124993618	832319716124993617	370	
5	C20H23FN4O3S	[M + H2O - H]-	C20H24FN4O4S-		0.009	52.801	49.891	2.910	13	0.468	2.100	2.606	-3.190		435.149	839	13.991	832320659604448859	832319716124993618	832319716124993617	370	
6	C19H23FN4O2S	[M + CH2O2 - H]-	C20H24FN4O4S-		0.009	52.801	49.891	2.910	11	0.564	2.100	2.322	-3.190		435.149	839	13.991	832320659604448860	832319716124993618	832319716124993617	370	
7	C23H21FN4O4	[M - H]-	C23H20FN4O4-		0.001	50.143	47.017	3.126	15	0.680	2.510	2.699	4.557		435.149	839	13.991	832320659604448861	832319716124993618	832319716124993617	370	
8	C23H19FN4O3	[M + H2O - H]-	C23H20FN4O4-		0.001	50.143	47.017	3.126	12	0.451	2.417	2.795	4.557		435.149	839	13.991	832320659604448862	832319716124993618	832319716124993617	370	
9	C22H19FN4O2	[M + CH2O2 - H]-	C23H20FN4O4-		0.001	50.143	47.017	3.126	11	0.564	2.172	2.322	4.557		435.149	839	13.991	832320659604448863	832319716124993618	832319716124993617	370	
10	C15H20N10O6	[M - H]-	C15H19N10O6-		0.000	43.851	38.429	5.422	17	0.741	2.172	2.445	-0.142		435.149	839	13.991	832320659604448864	832319716124993618	832319716124993617	370	
1	C16H18O8	[M + H]+	C16H19O8+	1.000	0.990	32.850	26.955	5.895	4	1.000	-6.089	6.089	2.200		339.108	840	13.996	832320651274559740	832319779358328111	832319779358328110	1839	
2	C17H14N4O4	[M + H]+	C17H15N4O4+	0.000	0.009	28.127	23.022	5.105	4	1.000	-6.089	6.089	-1.744		339.108	840	13.996	832320651274559741	832319779358328111	832319779358328110	1839	
3	C14H20O8	[M + Na]+	C14H20NaO8+	0.000	0.001	25.924	21.901	4.022	4	1.000	-6.089	6.089	9.294		339.108	840	13.996	832320651274559742	832319779358328111	832319779358328110	1839	
4	C13H21N2O5P	[M + Na]+	C13H21N2NaO5P+	0.000	0.000	23.724	18.162	5.562	4	1.000	-6.089	6.089	0.474		339.108	840	13.996	832320651274559743	832319779358328111	832319779358328110	1839	
5	C15H16N4O4	[M + Na]+	C15H16N4NaO4+	0.000	0.000	23.660	18.995	4.665	4	1.000	-6.089	6.089	5.350		339.108	840	13.996	832320651274559744	832319779358328111	832319779358328110	1839	
6	C12H20N4O4S	[M + Na]+	C12H20N4NaO4S+	0.000	0.000	21.165	18.346	2.818	4	1.000	-6.089	6.089	-4.591		339.108	840	13.996	832320651274559745	832319779358328111	832319779358328110	1839	
7	C15H19N2O5P	[M + H]+	C15H20N2O5P+	0.000	0.000	20.960	16.130	4.830	4	1.000	-6.089	6.089	-6.620		339.108	840	13.996	832320651274559746	832319779358328111	832319779358328110	1839	
8	C17H20N2O3	[M + K]+	C17H20KN2O3+	0.000	0.000	20.750	20.750	0.000	4	1.000	-6.089	6.089	-6.961		339.108	840	13.996	832320651274559747	832319779358328111	832319779358328110	1839	
9	C12H14F4N4O3	[M + H]+	C12H15F4N4O3+	0.000	0.000	20.534	15.958	4.576	4	1.000	-6.089	6.089	2.095		339.108	840	13.996	832320651274559748	832319779358328111	832319779358328110	1839	
10	C15H12N7O3	[M + H]+	C15H13N7O3+	0.000	0.000	20.384	15.642	4.742	4	1.000	-6.089	6.089	2.216		339.108	840	13.996	832320651274559749	832319779358328111	832319779358328110	1839	
1	C13H22O3	[M - H2O + H]+	C13H21O2+	0.800	0.333	235.354	229.638	5.716	43	0.957	-8.358	8.358	-86109.929		209.154	840	14.002	832320655171068847	832319779287024933	832319779282830628	1837	
2	C13H20O2	[M + H]+	C13H21O2+	0.200	0.333	235.354	229.638	5.716	43	0.957	-8.358	8.358	1.595		209.154	840	14.002	832320655171068846	832319779287024933	832319779282830628	1837	
3	C13H24O4	[M - H4O2 + H]+	C13H21O2+	0.000	0.333	235.354	229.638	5.716	43	0.957	-8.358	8.358	-172221.454		209.154	840	14.002	832320655171068848	832319779287024933	832319779282830628	1837	
4	C10H21FO3	[M + H]+	C10H22FO3+	0.000	0.000	193.954	190.228	3.726	32	0.697	-8.359	8.359	-3.869		209.154	840	14.002	832320655171068849	832319779287024933	832319779282830628	1837	
5	C11H18N3O	[M + H]+	C11H19N3O+	0.000	0.000	172.696	169.196	3.500	36	0.866	-8.036	8.036	8.015		209.154	840	14.002	832320655171068850	832319779287024933	832319779282830628	1837	
6	C11H20N3O2	[M - H2O + H]+	C11H19N3O+	0.000	0.000	172.696	169.196	3.500	36	0.866	-8.036	8.036	-86103.510		209.154	840	14.002	832320655171068851	832319779287024933	832319779282830628	1837	
7	C11H22N3O3	[M - H4O2 + H]+	C11H19N3O+	0.000	0.000	172.696	169.196	3.500	36	0.866	-8.036	8.036	-172215.035		209.154	840	14.002	832320655171068852	832319779287024933	832319779282830628	1837	
8	C9H23NO2P	[M + H]+	C9H24NO2P+	0.000	0.000	140.229	136.435	3.794	33	0.700	-8.358	8.358	0.110		209.154	840	14.002	832320655171068853	832319779287024933	832319779282830628	1837	
9	C8H22N3OS	[M + H]+	C8H23N3OS+	0.000	0.000	101.083	100.503	0.580	31	0.739	-8.358	8.358	-8.103		209.154	840	14.002	832320655171068854	832319779287024933	832319779282830628	1837	
10	C11H24N	[M + K]+	C11H24KN+	0.000	0.000	88.966	85.827	3.139	17	0.429	-8.695	8.695	-0.444		209.154	840	14.002	832320655171068855	832319779287024933	832319779282830628	1837	
1	C30H38N4O5S	[M - H]-	C30H37N4O5S-		0.333	60.377	56.635	3.742	23	0.900	-0.763	1.412	-0.752		565.249	841	14.024	832320675198873527	832319715818809391	832319715818809390	363	
2	C30H36N4O4S	[M + H2O - H]-	C30H37N4O5S-		0.333	60.377	56.635	3.742	20	0.785	-0.739	1.496	-0.752		565.249	841	14.024	832320675198873528	832319715818809391	832319715818809390	363	
3	C29H36N4O3S	[M + CH2O2 - H]-	C30H37N4O5S-		0.333	60.377	56.635	3.742	18	0.440	-0.852	1.107	-0.752		565.249	841	14.024	832320675198873529	832319715818809391	832319715818809390	363	
4	C22H34N10O8	[M - H]-	C22H33N10O8-		0.000	53.454	45.551	7.904	26	0.950	-0.852	1.496	-0.427		565.249	841	14.024	832320675198873530	832319715818809391	832319715818809390	363	
5	C22H32N10O7	[M + H2O - H]-	C22H33N10O8-		0.000	53.454	45.551	7.904	23	0.835	-0.839	1.668	-0.427		565.249	841	14.024	832320675198873531	832319715818809391	832319715818809390	363	
6	C21H32N10O6	[M + CH2O2 - H]-	C22H33N10O8-		0.000	53.454	45.551	7.904	15	0.328	-0.880	1.218	-0.427		565.249	841	14.024	832320675198873532	832319715818809391	832319715818809390	363	
7	C21H38N6O12	[M - H]-	C21H37N6O12-		0.000	53.085	45.815	7.270	26	0.950	-0.786	1.496	1.939		565.249	841	14.024	832320675198873533	832319715818809391	832319715818809390	363	
8	C21H36N6O11	[M + H2O - H]-	C21H37N6O12-		0.000	53.085	45.815	7.270	23	0.835	-0.763	1.581	1.939		565.249	841	14.024	832320675198873534	832319715818809391	832319715818809390	363	
9	C20H36N6O10	[M + CH2O2 - H]-	C21H37N6O12-		0.000	53.085	45.815	7.270	25	0.515	-0.763	1.412	1.939		565.249	841	14.024	832320675198873535	832319715818809391	832319715818809390	363	
10	C27H36F2N4O7	[M - H]-	C27H35F2N4O7-		0.000	52.317	43.658	8.658	26	0.950	-0.786	1.496	1.169		565.249	841	14.024	832320675198873536	832319715818809391	832319715818809390	363	
1	C12H14N3O7	[M - H]-	C12H13N3O7-		0.250	83.440	78.016	5.424	23	0.989	1.114	1.665	0.037		311.076	841	14.024	832320663324797305	832319716087244877	832319716087244876	369	
2	C12H12N3O6	[M + H2O - H]-	C12H13N3O7-		0.250	83.440	78.016	5.424	19	0.876	1.658	2.257	0.037		311.076	841	14.024	832320663324797306	832319716087244877	832319716087244876	369	
3	C11H12N3O5	[M + CH2O2 - H]-	C12H13N3O7-		0.250	83.440	78.016	5.424	12	0.601	0.004	1.243	0.037		311.076	841	14.024	832320663324797307	832319716087244877	832319716087244876	369	
4	C10H10N3O5	[M + C2H4O2 - H]-	C12H13N3O7-		0.250	83.440	78.016	5.424	8	0.560	-0.039	1.175	0.037		311.076	841	14.024	832320663324797308	832319716087244877	832319716087244876	369	
5	C10H12N6O6	[M - H]-	C10H11N6O6-		0.000	76.885	73.522	3.363	23	0.989	1.114	1.883	4.354		311.076	841	14.024	832320663324797309	832319716087244877	832319716087244876	369	
6	C10H10N6O5	[M + H2O - H]-	C10H11N6O6-		0.000	76.885	73.522	3.363	19	0.876	2.326	2.538	4.354		311.076	841	14.024	832320663324797310	832319716087244877	832319716087244876	369	
7	C9H10N6O4	[M + CH2O2 - H]-	C10H11N6O6-		0.000	76.885	73.522	3.363	12	0.601	0.004	1.243	4.354		311.076	841	14.024	832320663324797311	832319716087244877	832319716087244876	369	
8	C8H8N6O4	[M + C2H4O2 - H]-	C10H11N6O6-		0.000	76.885	73.522	3.363	8	0.560	-0.039	1.175	4.354		311.076	841	14.024	832320663324797312	832319716087244877	832319716087244876	369	
9	C15H12N4O4	[M - H]-	C15H11N4O4-		0.000	68.463	64.139	4.325	20	0.825	1.243	2.469	-8.578		311.076	841	14.024	832320663324797313	832319716087244877	832319716087244876	369	
10	C15H10N4O3	[M + H2O - H]-	C15H11N4O4-		0.000	68.463	64.139	4.325	16	0.752	1.243	2.469	-8.578		311.076	841	14.024	832320663324797314	832319716087244877	832319716087244876	369	
1	C13H22O3	[M + H]+	C13H23O3+	1.000	0.500	308.964	305.648	3.316	56	0.985	-6.512	6.512	1.492		227.165	842	14.028	832320658157413837	832319779563849032	832319779563849031	1844	
2	C13H24O4	[M - H2O + H]+	C13H23O3+	0.000	0.500	308.964	305.648	3.316	56	0.985	-6.512	6.512	-79282.744		227.165	842	14.028	832320658157413838	832319779563849032	832319779563849031	1844	
3	C11H20N3O2	[M + H]+	C11H21N3O2+	0.000	0.000	228.088	226.709	1.379	55	0.972	2.932	6.157	7.403		227.165	842	14.028	832320658157413839	832319779563849032	832319779563849031	1844	
4	C11H22N3O3	[M - H2O + H]+	C11H21N3O2+	0.000	0.000	228.088	226.709	1.379	55	0.972	2.932	6.157	-79276.833		227.165	842	14.028	832320658157413840	832319779563849032	832319779563849031	1844	
5	C11H26NO	[M + K]+	C11H26KNO+	0.000	0.000	211.161	211.161	0.000	50	0.920	-6.953	6.953	-0.385		227.165	842	14.028	832320658157413841	832319779563849032	832319779563849031	1844	
6	C9H24N4	[M + K]+	C9H24KN4+	0.000	0.000	124.341	124.070	0.270	38	0.770	0.688	6.534	5.525		227.165	842	14.028	832320658157413842	832319779563849032	832319779563849031	1844	
7	C14H22N	[M + Na]+	C14H22NNa+	0.000	0.000	95.205	91.489	3.716	25	0.395	-6.767	6.767	0.284		227.165	842	14.028	832320658157413843	832319779563849032	832319779563849031	1844	
8	C10H25N2P	[M + Na]+	C10H25N2NaP+	0.000	0.000	70.831	68.947	1.884	21	0.345	-6.900	6.900	-1.083		227.165	842	14.028	832320658157413844	832319779563849032	832319779563849031	1844	
9	C12H26Si2	[M + H]+	C12H27Si2+	0.000	0.000	67.874	67.874	0.000	22	0.364	-6.712	6.712	-0.310		227.165	842	14.028	832320658157413845	832319779563849032	832319779563849031	1844	
10	C12H28OSi2	[M - H2O + H]+	C12H27Si2+	0.000	0.000	67.874	67.874	0.000	22	0.364	-6.712	6.712	-79284.546		227.165	842	14.028	832320658157413846	832319779563849032	832319779563849031	1844	
1	C9H10N3O5	[M - H]-	C9H9N3O5-		0.333	57.138	52.302	4.837	16	0.752	-0.821	2.230	1.845		239.055	842	14.033	832320664599865965	832319715999164483	832319715999164482	367	
2	C9H8N3O4	[M + H2O - H]-	C9H9N3O5-		0.333	57.138	52.302	4.837	11	0.515	-1.240	1.953	1.845		239.055	842	14.033	832320664599865966	832319715999164483	832319715999164482	367	
3	C8H8N3O3	[M + CH2O2 - H]-	C9H9N3O5-		0.333	57.138	52.302	4.837	4	0.174	-2.977	2.977	1.845		239.055	842	14.033	832320664599865967	832319715999164483	832319715999164482	367	
4	C7H8N6O4	[M - H]-	C7H7N6O4-		0.000	42.103	39.999	2.104	16	0.749	2.040	2.525	7.462		239.055	842	14.033	832320664599865968	832319715999164483	832319715999164482	367	
5	C7H6N6O3	[M + H2O - H]-	C7H7N6O4-		0.000	42.103	39.999	2.104	8	0.408	2.040	3.005	7.462		239.055	842	14.033	832320664599865969	832319715999164483	832319715999164482	367	
6	C6H6N6O2	[M + CH2O2 - H]-	C7H7N6O4-		0.000	42.103	39.999	2.104	3	0.012	1.278	2.523	7.462		239.055	842	14.033	832320664599865970	832319715999164483	832319715999164482	367	
7	C12H8N4O2	[M - H]-	C12H7N4O2-		0.000	39.429	35.836	3.593	15	0.745	-0.627	2.185	-9.366		239.055	842	14.033	832320664599865971	832319715999164483	832319715999164482	367	
8	C12H6N4O	[M + H2O - H]-	C12H7N4O2-		0.000	39.429	35.836	3.593	7	0.478	-0.812	2.603	-9.366		239.055	842	14.033	832320664599865972	832319715999164483	832319715999164482	367	
9	C11H6N4	[M + CH2O2 - H]-	C12H7N4O2-		0.000	39.429	35.836	3.593	3	0.167	-2.559	2.559	-9.366		239.055	842	14.033	832320664599865973	832319715999164483	832319715999164482	367	
10	C4H9FN6O5	[M - H]-	C4H8FN6O5-		0.000	35.824	35.824	0.000	15	0.743	0.064	1.821	2.681		239.055	842	14.033	832320664599865974	832319715999164483	832319715999164482	367	
