formulaRank	molecularFormula	adduct	precursorFormula	ZodiacScore	SiriusScoreNormalized	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	compoundId	mappingFeatureId	overallFeatureQuality
1	C4H7ClO	[M + K]+	C4H7ClKO+	0.674	0.681	4.324	0.028	4.297	0	0.000	5.396	5.396	4.479		144.982	13	0.221	832320151607012337	832319756298041929	832319756298041928	1284	
2	C5H2N2S	[M + Na]+	C5H2N2NaS+	0.112	0.122	2.603	0.118	2.485	0	0.000	-4.185	4.185	-5.102		144.982	13	0.221	832320151607012338	832319756298041929	832319756298041928	1284	
3	C7H3Cl	[M + Na]+	C7H3ClNa+	0.074	0.060	1.896	-0.055	1.952	0	0.000	6.446	6.446	5.528		144.982	13	0.221	832320151607012339	832319756298041929	832319756298041928	1284	
4	C2H6N2OS	[M + K]+	C2H6KN2OS+	0.039	0.037	1.420	0.040	1.380	0	0.000	-5.235	5.235	-6.152		144.982	13	0.221	832320151607012340	832319756298041929	832319756298041928	1284	
5	C3H6Cl2O2	[M + H]+	C3H7Cl2O2+	0.039	0.032	1.255	0.060	1.195	0	0.000	4.978	4.978	4.061		144.982	13	0.221	832320151607012341	832319756298041929	832319756298041928	1284	
6	C3H7O2P	[M + K]+	C3H7KO2P+	0.024	0.026	1.054	-0.069	1.123	0	0.000	6.613	6.613	5.696		144.982	13	0.221	832320151607012342	832319756298041929	832319756298041928	1284	
7	C4H4ClFO	[M + Na]+	C4H4ClFNaO+	0.017	0.016	0.563	-1.305	1.869	0	0.000	-1.437	1.437	-2.354		144.982	13	0.221	832320151607012343	832319756298041929	832319756298041928	1284	
8	C2N4O2S	[M + H]+	C2HN4O2S+	0.015	0.012	0.246	-0.443	0.689	0	0.000	6.968	6.968	6.051		144.982	13	0.221	832320151607012344	832319756298041929	832319756298041928	1284	
9	C6H3OP	[M + Na]+	C6H3NaOP+	0.004	0.003	-1.144	-3.152	2.009	0	0.000	7.663	7.663	6.745		144.982	13	0.221	832320151607012346	832319756298041929	832319756298041928	1284	
10	CH6O4P2	[M + H]+	CH7O4P2+	0.003	0.003	-1.135	-1.135	0.000	0	0.000	7.412	7.412	6.495		144.982	13	0.221	832320151607012345	832319756298041929	832319756298041928	1284	
1	C4H2S3	[M - H]-	C4HS3-		0.485	0.391	0.391	0.000	0	0.000			-11.569		144.923	14	0.240	832320162747087175	832319696424345885	832319696399180060	1	
2	C4H4OS3	[M - H2O - H]-	C4HS3-		0.485	0.391	0.391	0.000	0	0.000			-124288.432		144.923	14	0.240	832320162747087176	832319696424345885	832319696399180060	1	
3	H5NPS3	[M - H]-	H4NPS3-		0.011	-3.401	-3.401	0.000	0	0.000			-13.713		144.923	14	0.240	832320162747087177	832319696424345885	832319696399180060	1	
4	C3O3P2	[M - H]-	C3-HO3P2-		0.009	-3.605	-3.605	0.000	0	0.000			-14.357		144.923	14	0.240	832320162747087178	832319696424345885	832319696399180060	1	
5	C3H2O4P2	[M - H2O - H]-	C3-HO3P2-		0.009	-3.605	-3.605	0.000	0	0.000			-124291.220		144.923	14	0.240	832320162747087179	832319696424345885	832319696399180060	1	
6	C3HNPS2	[M - H]-	C3NPS2-		0.000	-6.824	-6.824	0.000	0	0.000			9.548		144.923	14	0.240	832320162747087180	832319696424345885	832319696399180060	1	
7	C3H3NOPS2	[M - H2O - H]-	C3NPS2-		0.000	-6.824	-6.824	0.000	0	0.000			-124267.315		144.923	14	0.240	832320162747087181	832319696424345885	832319696399180060	1	
1	C2OP2	[M - H]-	C2-HOP2-		0.250	-4.416	-4.416	0.000	0	0.000	-15.153	15.153	-18.938		100.933	15	0.242	832320146733229488	832319696650838306	832319696608895265	2	
2	C2H3NOP2	[M - H3N - H]-	C2-HOP2-		0.250	-4.416	-4.416	0.000	0	0.000	-15.153	15.153	-168710.118		100.933	15	0.242	832320146733229489	832319696650838306	832319696608895265	2	
3	C3O3P2	[M - CO2 - H]-	C2-HOP2-		0.250	-4.416	-4.416	0.000	0	0.000	-15.153	15.153	-435849.838		100.933	15	0.242	832320146733229490	832319696650838306	832319696608895265	2	
4	C3H2O4P2	[M - CH2O3 - H]-	C2-HOP2-		0.250	-4.416	-4.416	0.000	0	0.000	-15.153	15.153	-614290.190		100.933	15	0.242	832320146733229491	832319696650838306	832319696608895265	2	
1	C2H3NO4S	[M - H]-	C2H2NO4S-		0.323	3.362	1.717	1.645	1	0.184	-6.694	6.694	-3.031		135.971	15	0.242	832320154870181921	832319696822804780	832319696822804779	4	
2	C2HNO3S	[M + H2O - H]-	C2H2NO4S-		0.323	3.362	1.717	1.645	1	0.184	-6.694	6.694	-3.031		135.971	15	0.242	832320154870181922	832319696822804780	832319696822804779	4	
3	CHNO2S	[M + CH2O2 - H]-	C2H2NO4S-		0.323	3.362	1.717	1.645	0	0.000	-1.413	1.413	-3.031		135.971	15	0.242	832320154870181923	832319696822804780	832319696822804779	4	
4	C5ClN3	[M - H]-	C5-HClN3-		0.025	0.799	0.386	0.413	0	0.000	0.087	0.087	-1.531		135.971	15	0.242	832320154870181924	832319696822804780	832319696822804779	4	
5	C3H4FNS2	[M - H]-	C3H3FNS2-		0.002	-1.597	-1.800	0.203	0	0.000	8.583	8.583	6.966		135.971	15	0.242	832320154870181925	832319696822804780	832319696822804779	4	
6	C4N3OP	[M - H]-	C4-HN3OP-		0.001	-2.706	-3.683	0.977	0	0.000	1.384	1.384	-0.234		135.971	15	0.242	832320154870181926	832319696822804780	832319696822804779	4	
7	C2H5NO2P2	[M - H]-	C2H4NO2P2-		0.001	-3.030	-4.373	1.343	0	0.000	-10.776	10.776	-12.394		135.971	15	0.242	832320154870181927	832319696822804780	832319696822804779	4	
8	C2H3NOP2	[M + H2O - H]-	C2H4NO2P2-		0.001	-3.030	-4.373	1.343	0		-10.776	10.776	-12.394		135.971	15	0.242	832320154870181928	832319696822804780	832319696822804779	4	
9	CH3NP2	[M + CH2O2 - H]-	C2H4NO2P2-		0.001	-3.030	-4.373	1.343	0		-10.776	10.776	-12.394		135.971	15	0.242	832320154870181929	832319696822804780	832319696822804779	4	
10	C6H2O2P	[M - H]-	C6HO2P-		0.000	-4.715	-4.788	0.072	0	0.000	-8.491	8.491	-10.109		135.971	15	0.242	832320154870181930	832319696822804780	832319696822804779	4	
1	CH2Cl2N2O5	[M - H]-	CHCl2N2O5-		0.283	4.217	3.725	0.492	1	0.090	0.280	0.280	5.132		190.928	15	0.246	832320152756251870	832319696990576950	832319696990576949	6	
2	CCl2N2O4	[M + H2O - H]-	CHCl2N2O5-		0.283	4.217	3.725	0.492	1	0.090	0.280	0.280	5.132		190.928	15	0.246	832320152756251871	832319696990576950	832319696990576949	6	
3	Cl2N2O3	[M + CH2O2 - H]-	CHCl2N2O5-		0.283	4.217	3.725	0.492	0	0.000			5.132		190.928	15	0.246	832320152756251872	832319696990576950	832319696990576949	6	
4	C8O2S2	[M - H]-	C8-HO2S2-		0.047	2.432	2.432	0.000	1	0.090	0.997	0.997	5.684		190.928	15	0.246	832320152756251873	832319696990576950	832319696990576949	6	
5	C4HCl2F3O	[M - H]-	C4Cl2F3O-		0.022	1.669	-0.192	1.860	1	0.020	-6.953	6.953	-3.133		190.928	15	0.246	832320152756251874	832319696990576950	832319696990576949	6	
6	CH3BrF2N2O2	[M - H]-	CH2BrF2N2O2-		0.020	1.562	0.838	0.724	1	0.090	-3.254	3.254	2.412		190.928	15	0.246	832320152756251875	832319696990576950	832319696990576949	6	
7	CHBrF2N2O	[M + H2O - H]-	CH2BrF2N2O2-		0.020	1.562	0.838	0.724	0	0.000			2.412		190.928	15	0.246	832320152756251876	832319696990576950	832319696990576949	6	
8	BrF2HN2	[M + CH2O2 - H]-	CH2BrF2N2O2-		0.020	1.562	0.838	0.724	0	0.000			2.412		190.928	15	0.246	832320152756251877	832319696990576950	832319696990576949	6	
9	C6H6BrCl	[M - H]-	C6H5BrCl-		0.006	0.300	-1.219	1.519	0	0.000			4.800		190.928	15	0.246	832320152756251878	832319696990576950	832319696990576949	6	
10	C3HClF3O2P	[M - H]-	C3ClF3O2P-		0.006	0.286	-1.876	2.162	1	0.020	-6.953	6.953	-2.209		190.928	15	0.246	832320152756251879	832319696990576950	832319696990576949	6	
1	C3O5S	[M - H]-	C3-HO5S-		0.783	1.371	0.391	0.980	0	0.000			-8.355		146.938	15	0.247	832320158036882306	832319697074463035	832319697066074426	7	
2	C2O6Si	[M - H]-	C2-HO6Si-		0.108	-0.609	-0.609	0.000	0	0.000			-6.791		146.938	15	0.247	832320158036882307	832319697074463035	832319697066074426	7	
3	C7S2	[M - H]-	C7-HS2-		0.108	-0.609	-0.609	0.000	0	0.000			8.673		146.938	15	0.247	832320158036882308	832319697074463035	832319697066074426	7	
4	C3H3NPS2	[M - H]-	C3H2NPS2-		0.000	-6.824	-6.824	0.000	0	0.000			6.559		146.938	15	0.247	832320158036882309	832319697074463035	832319697066074426	7	
5	CN3O2P2	[M - H]-	C-HN3O2P2-		0.000	-8.092	-8.210	0.118	0	0.000			-7.881		146.938	15	0.247	832320158036882310	832319697074463035	832319697066074426	7	
1	C5H4NO4PS2	[M - H]-	C5H3NO4PS2-		0.329	10.605	8.886	1.719	6	0.330	0.479	0.917	2.120		235.925	15	0.248	832320154144567140	832319697141571904	832319697141571903	8	
2	C5H2NO3PS2	[M + H2O - H]-	C5H3NO4PS2-		0.329	10.605	8.886	1.719	3	0.026	0.716	0.716	2.120		235.925	15	0.248	832320154144567141	832319697141571904	832319697141571903	8	
3	C4H2NO2PS2	[M + CH2O2 - H]-	C5H3NO4PS2-		0.329	10.605	8.886	1.719	1	0.011	0.463	0.463	2.120		235.925	15	0.248	832320154144567142	832319697141571904	832319697141571903	8	
4	C6H4ClNO3S2	[M - H]-	C6H3ClNO3S2-		0.005	6.340	6.340	0.000	4	0.045	0.017	0.755	1.372		235.925	15	0.248	832320154144567143	832319697141571904	832319697141571903	8	
5	C6H2ClNO2S2	[M + H2O - H]-	C6H3ClNO3S2-		0.005	6.340	6.340	0.000	4	0.045	0.017	0.755	1.372		235.925	15	0.248	832320154144567144	832319697141571904	832319697141571903	8	
6	C5H2ClNOS2	[M + CH2O2 - H]-	C6H3ClNO3S2-		0.005	6.340	6.340	0.000	1	0.019	0.495	0.495	1.372		235.925	15	0.248	832320154144567145	832319697141571904	832319697141571903	8	
7	C4NO9P	[M - H]-	C4-HNO9P-		0.000	1.471	-0.609	2.081	0	0.000			5.804		235.925	15	0.248	832320154144567146	832319697141571904	832319697141571903	8	
8	C3HN3O6P2	[M - H]-	C3N3O6P2-		0.000	0.975	-0.609	1.584	0	0.000			-6.873		235.925	15	0.248	832320154144567147	832319697141571904	832319697141571903	8	
9	C5H4Cl3F2NO	[M - H]-	C5H3Cl3F2NO-		0.000	0.950	-1.661	2.611	1	0.012	-5.793	5.793	-0.919		235.925	15	0.248	832320154144567148	832319697141571904	832319697141571903	8	
10	C5H2Cl3F2N	[M + H2O - H]-	C5H3Cl3F2NO-		0.000	0.950	-1.661	2.611	1	0.012	-5.793	5.793	-0.919		235.925	15	0.248	832320154144567149	832319697141571904	832319697141571903	8	
1	C5H4Cl2N2O5S3	[M - H]-	C5H3Cl2N2O5S3-		0.333	16.769	16.769	0.000	8	0.523	-2.429	2.429	-3.631		336.857	15	0.250	832320154035515158	832319697300955466	832319697300955465	10	
2	C5H2Cl2N2O4S3	[M + H2O - H]-	C5H3Cl2N2O5S3-		0.333	16.769	16.769	0.000	7	0.519	-1.980	1.980	-3.631		336.857	15	0.250	832320154035515159	832319697300955466	832319697300955465	10	
3	C4H2Cl2N2O3S3	[M + CH2O2 - H]-	C5H3Cl2N2O5S3-		0.333	16.769	16.769	0.000	5	0.123	-1.980	1.980	-3.631		336.857	15	0.250	832320154035515160	832319697300955466	832319697300955465	10	
4	C7H4N2O2P2S4	[M - H]-	C7H3N2O2P2S4-		0.000	8.930	8.930	0.000	7	0.530	-0.952	3.056	4.844		336.857	15	0.250	832320154035515161	832319697300955466	832319697300955465	10	
5	C7H2N2OP2S4	[M + H2O - H]-	C7H3N2O2P2S4-		0.000	8.930	8.930	0.000	4	0.123	-2.004	2.394	4.844		336.857	15	0.250	832320154035515162	832319697300955466	832319697300955465	10	
6	C6H2N2P2S4	[M + CH2O2 - H]-	C7H3N2O2P2S4-		0.000	8.930	8.930	0.000	3	0.116	-0.952	1.733	4.844		336.857	15	0.250	832320154035515163	832319697300955466	832319697300955465	10	
7	C4H8N2O2P2S5	[M - H]-	C4H7N2O2P2S5-		0.000	8.498	8.498	0.000	7	0.530	-1.533	3.056	-5.163		336.857	15	0.250	832320154035515164	832319697300955466	832319697300955465	10	
8	C4H6N2OP2S5	[M + H2O - H]-	C4H7N2O2P2S5-		0.000	8.498	8.498	0.000	5	0.126	-3.056	3.056	-5.163		336.857	15	0.250	832320154035515165	832319697300955466	832319697300955465	10	
9	C3H6N2P2S5	[M + CH2O2 - H]-	C4H7N2O2P2S5-		0.000	8.498	8.498	0.000	4	0.120	-2.004	2.394	-5.163		336.857	15	0.250	832320154035515166	832319697300955466	832319697300955465	10	
10	C4H6N2O4S6	[M - H]-	C4H5N2O4S6-		0.000	7.979	7.979	0.000	6	0.130	-0.475	1.858	-1.384		336.857	15	0.250	832320154035515167	832319697300955466	832319697300955465	10	
1	C3HNS2	[M + H]+	C3H2NS2+	0.614	0.620	-0.728	-0.728	0.000	0	0.000	16.915	16.915	17.096		115.964	15	0.252	832320153154710924	832319756453231197	832319756453231196	1288	
2	C5HO	[M + K]+	C5HKO+	0.279	0.272	-1.551	-1.977	0.426	0	0.000	-13.959	13.959	-13.778		115.964	15	0.252	832320153154710925	832319756453231197	832319756453231196	1288	
3	C2H2ClO2	[M + Na]+	C2H2ClNaO2+	0.028	0.034	-3.629	-5.548	1.919	0	0.000	6.263	6.263	6.444		115.964	15	0.252	832320153154710926	832319756453231197	832319756453231196	1288	
4	CH4NOP	[M + K]+	CH4KNOP+	0.020	0.022	-4.080	-4.700	0.619	0	0.000	-16.639	16.639	-16.457		115.964	15	0.252	832320153154710927	832319756453231197	832319756453231196	1288	
5	C4ClO2	[M + H]+	C4HClO2+	0.019	0.018	-4.245	-5.128	0.884	0	0.000	-14.482	14.482	-14.301		115.964	15	0.252	832320153154710928	832319756453231197	832319756453231196	1288	
6	C4NP	[M + Na]+	C4NNaP+	0.014	0.011	-4.800	-5.588	0.788	0	0.000	-15.327	15.327	-15.145		115.964	15	0.252	832320153154710930	832319756453231197	832319756453231196	1288	
7	C3O3P	[M + H]+	C3HO3P+	0.012	0.011	-4.737	-6.008	1.271	0	0.000	-12.960	12.960	-12.779		115.964	15	0.252	832320153154710929	832319756453231197	832319756453231196	1288	
8	CH2O3P	[M + Na]+	CH2NaO3P+	0.009	0.007	-5.168	-6.643	1.474	0	0.000	7.785	7.785	7.966		115.964	15	0.252	832320153154710931	832319756453231197	832319756453231196	1288	
9	HN2O2S	[M + Na]+	HN2NaO2S+	0.006	0.005	-5.595	-5.595	0.000	0	0.000	-7.028	7.028	-6.847		115.964	15	0.252	832320153154710932	832319756453231197	832319756453231196	1288	
1	C2H2O2S	[M + Na]+	C2H2NaO2S+	0.944	0.929	-0.641	-0.641	0.000	0	0.000	0.699	0.699	1.939		112.967	15	0.253	832320246490587397	832319756583254636	832319756583254635	1291	
2	C5N	[M + K]+	C5KN+	0.027	0.036	-3.883	-3.883	0.000	0	0.000	5.470	5.470	6.709		112.967	15	0.253	832320246490587398	832319756583254636	832319756583254635	1291	
3	CH3N2P	[M + K]+	CH3KN2P+	0.015	0.015	-4.735	-4.735	0.000	0	0.000	2.719	2.719	3.958		112.967	15	0.253	832320246490587399	832319756583254636	832319756583254635	1291	
4	C2H4P2	[M + Na]+	C2H4NaP2+	0.009	0.010	-5.202	-5.202	0.000	0	0.000	-10.570	10.570	-9.331		112.967	15	0.253	832320246490587400	832319756583254636	832319756583254635	1291	
5	C2HFNO	[M + K]+	C2HFKNO+	0.005	0.008	-5.447	-5.447	0.000	0	0.000	-4.647	4.647	-3.408		112.967	15	0.253	832320246490587401	832319756583254636	832319756583254635	1291	
6	N3OS	[M + Na]+	N3NaOS+	0.001	0.002	-6.954	-6.954	0.000	0	0.000	12.585	12.585	13.824		112.967	15	0.253	832320246490587402	832319756583254636	832319756583254635	1291	
1	CHNOS	[M + Na]+	CHNNaOS+	0.824	0.843	-1.624	-1.624	0.000	0	0.000	18.594	18.594	16.481		97.969	15	0.254	832320164366089232	832319756709083771	832319756704889466	1294	
2	C2H3Cl2	[M + H]+	C2H4Cl2+	0.172	0.151	-3.341	-5.420	2.079	0	0.000	4.798	4.798	2.685		97.969	15	0.254	832320164366089233	832319756709083771	832319756704889466	1294	
3	C2H4P	[M + K]+	C2H4KP+	0.005	0.006	-6.604	-8.534	1.930	0	0.000	7.218	7.218	5.105		97.969	15	0.254	832320164366089234	832319756709083771	832319756704889466	1294	
4	H3O2P2	[M + H]+	H4O2P2+	0.000	0.000	-9.469	-9.595	0.126	0	0.000	8.400	8.400	6.287		97.969	15	0.254	832320164366089235	832319756709083771	832319756704889466	1294	
1	C6H4NO3PS2	[M - H]-	C6H3NO3PS2-		0.200	35.734	35.734	0.000	8	0.270	0.925	1.131	4.289		231.931	15	0.254	832320157818778397	832319696743112999	832319696738918694	3	
2	C6H7N2O3PS2	[M - H3N - H]-	C6H3NO3PS2-		0.200	35.734	35.734	0.000	8	0.270	0.925	1.131	-73407.925		231.931	15	0.254	832320157818778398	832319696743112999	832319696738918694	3	
3	C6H6NO4PS2	[M - H2O - H]-	C6H3NO3PS2-		0.200	35.734	35.734	0.000	8	0.270	0.925	1.131	-77650.638		231.931	15	0.254	832320157818778399	832319696743112999	832319696738918694	3	
4	C6H2NO2PS2	[M + H2O - H]-	C6H3NO3PS2-		0.200	35.734	35.734	0.000	4	0.153	0.982	0.982	4.289		231.931	15	0.254	832320157818778400	832319696743112999	832319696738918694	3	
5	C5H2NOPS2	[M + CH2O2 - H]-	C6H3NO3PS2-		0.200	35.734	35.734	0.000	0	0.000			4.289		231.931	15	0.254	832320157818778401	832319696743112999	832319696738918694	3	
6	C2H7N2O3P2S2	[M - H]-	C2H6N2O3P2S2-		0.000	19.795	19.795	0.000	5	0.260	-0.881	0.881	2.950		231.931	15	0.254	832320157818778402	832319696743112999	832319696738918694	3	
7	C2H10N3O3P2S2	[M - H3N - H]-	C2H6N2O3P2S2-		0.000	19.795	19.795	0.000	5	0.260	-0.881	0.881	-73409.264		231.931	15	0.254	832320157818778403	832319696743112999	832319696738918694	3	
8	C2H9N2O4P2S2	[M - H2O - H]-	C2H6N2O3P2S2-		0.000	19.795	19.795	0.000	5	0.260	-0.881	0.881	-77651.977		231.931	15	0.254	832320157818778404	832319696743112999	832319696738918694	3	
9	C2H5N2O2P2S2	[M + H2O - H]-	C2H6N2O3P2S2-		0.000	19.795	19.795	0.000	3	0.150	-0.886	0.886	2.950		231.931	15	0.254	832320157818778405	832319696743112999	832319696738918694	3	
10	CH5N2OP2S2	[M + CH2O2 - H]-	C2H6N2O3P2S2-		0.000	19.795	19.795	0.000	0	0.000			2.950		231.931	15	0.254	832320157818778406	832319696743112999	832319696738918694	3	
1	C3H5O3P	[M + K]+	C3H5KO3P+	0.999	0.779	45.614	43.561	2.053	9	0.225	-0.954	3.269	4.537		158.962	15	0.254	832320240119437939	832319756788775557	832319756784581252	1296	
2	C3H4Cl2O3	[M + H]+	C3H5Cl2O3+	0.001	0.220	44.351	42.136	2.215	8	0.220	-3.217	3.362	3.046		158.962	15	0.254	832320240119437940	832319756788775557	832319756784581252	1296	
3	C4H5ClO2	[M + K]+	C4H5ClKO2+	0.000	0.000	35.267	33.054	2.213	6	0.211	-2.684	3.369	3.427		158.962	15	0.254	832320240119437941	832319756788775557	832319756784581252	1296	
4	CH4O5P2	[M + H]+	CH5O5P2+	0.000	0.000	34.038	32.898	1.140	7	0.213	-0.207	1.362	5.266		158.962	15	0.254	832320240119437942	832319756788775557	832319756784581252	1296	
5	C2H6O2S3	[M + H]+	C2H7O2S3+	0.000	0.000	17.746	17.322	0.424	4	0.067	3.426	3.426	7.808		158.962	15	0.254	832320240119437943	832319756788775557	832319756784581252	1296	
6	C2H2NO4S	[M + Na]+	C2H2NNaO4S+	0.000	0.000	16.864	16.670	0.195	5	0.203	7.518	7.518	11.548		158.962	15	0.254	832320240119437944	832319756788775557	832319756784581252	1296	
7	C2H4NO2P2	[M + Na]+	C2H4NNaO2P2+	0.000	0.000	14.216	12.732	1.485	7	0.231	-2.604	3.312	3.540		158.962	15	0.254	832320240119437945	832319756788775557	832319756784581252	1296	
8	C3H2FO3P	[M + Na]+	C3H2FNaO3P+	0.000	0.000	11.898	9.500	2.398	3	0.014	-1.926	1.926	-1.695		158.962	15	0.254	832320240119437946	832319756788775557	832319756784581252	1296	
9	C4H2ClFO2	[M + Na]+	C4H2ClFNaO2+	0.000	0.000	10.514	8.163	2.350	2	0.009	-3.715	3.715	-2.805		158.962	15	0.254	832320240119437947	832319756788775557	832319756784581252	1296	
10	C6HO2P	[M + Na]+	C6HNaO2P+	0.000	0.000	9.913	8.644	1.269	4	0.168	0.199	1.344	5.494		158.962	15	0.254	832320240119437948	832319756788775557	832319756784581252	1296	
1	CH5S3	[M + H]+	CH6S3+	0.455	0.443	-1.201	-1.278	0.077	0	0.000	11.498	11.498	10.577		113.964	15	0.257	832320702373773128	832319756746832512	832319756746832511	1295	
2	CHNO2S	[M + Na]+	CHNNaO2S+	0.263	0.273	-1.686	-1.686	0.000	0	0.000	16.716	16.716	15.795		113.964	15	0.257	832320702373773129	832319756746832512	832319756746832511	1295	
3	C2H3Cl2O	[M + H]+	C2H4Cl2O+	0.126	0.131	-2.420	-4.461	2.040	0	0.000	4.857	4.857	3.935		113.964	15	0.257	832320702373773130	832319756746832512	832319756746832511	1295	
4	C3H4Cl	[M + K]+	C3H4ClK+	0.054	0.050	-3.387	-5.491	2.104	0	0.000	5.388	5.388	4.467		113.964	15	0.257	832320702373773131	832319756746832512	832319756746832511	1295	
5	C3HNP2	[M + H]+	C3H2NP2+	0.040	0.046	-3.458	-4.586	1.127	0	0.000	-15.564	15.564	-16.485		113.964	15	0.257	832320702373773132	832319756746832512	832319756746832511	1295	
6	CH3NP2	[M + Na]+	CH3NNaP2+	0.034	0.032	-3.842	-4.890	1.048	0	0.000	5.545	5.545	4.624		113.964	15	0.257	832320702373773133	832319756746832512	832319756746832511	1295	
7	C3HClF	[M + Na]+	C3HClFNa+	0.014	0.013	-4.765	-6.986	2.221	0	0.000	-3.305	3.305	-4.226		113.964	15	0.257	832320702373773134	832319756746832512	832319756746832511	1295	
8	CH3N2S	[M + K]+	CH3KN2S+	0.012	0.009	-5.111	-5.656	0.545	0	0.000	-8.136	8.136	-9.057		113.964	15	0.257	832320702373773135	832319756746832512	832319756746832511	1295	
9	C2H4OP	[M + K]+	C2H4KOP+	0.002	0.002	-6.690	-8.578	1.888	0	0.000	6.937	6.937	6.015		113.964	15	0.257	832320702373773136	832319756746832512	832319756746832511	1295	
10	C5P	[M + Na]+	C5NaP+	0.001	0.001	-7.405	-8.661	1.255	0	0.000	8.272	8.272	7.350		113.964	15	0.257	832320702373773137	832319756746832512	832319756746832511	1295	
1	C3H4O2P	[M + K]+	C3H4KO2P+	0.690	0.026	7.617	5.562	2.054	2	0.297	-0.978	1.066	5.008		141.959	16	0.259	832320182846198868	832319756621003377	832319756621003376	1292	
2	C3H3Cl2O2	[M + H]+	C3H4Cl2O2+	0.288	0.925	11.180	8.968	2.212	2	0.297	-3.146	3.398	3.338		141.959	16	0.259	832320182846198866	832319756621003377	832319756621003376	1292	
3	C2HNO3S	[M + Na]+	C2HNNaO3S+	0.017	0.033	7.834	7.604	0.229	1	0.216	11.177	11.177	12.859		141.959	16	0.259	832320182846198867	832319756621003377	832319756621003376	1292	
4	CH3O4P2	[M + H]+	CH4O4P2+	0.006	0.009	6.579	5.541	1.038	3	0.300	0.077	2.427	5.824		141.959	16	0.259	832320182846198869	832319756621003377	832319756621003376	1292	
5	C4H4ClO	[M + K]+	C4H4ClKO+	0.000	0.006	6.215	3.983	2.232	1	0.216	0.966	3.580	3.765		141.959	16	0.259	832320182846198870	832319756621003377	832319756621003376	1292	
6	C2H3NOP2	[M + Na]+	C2H3NNaOP2+	0.000	0.001	4.175	2.656	1.520	2	0.219	-2.457	4.673	3.891		141.959	16	0.259	832320182846198871	832319756621003377	832319756621003376	1292	
7	C2H5OS3	[M + H]+	C2H6OS3+	0.000	0.000	1.643	1.158	0.484	1	0.216	6.474	6.474	8.670		141.959	16	0.259	832320182846198872	832319756621003377	832319756621003376	1292	
8	C2HF2NS2	[M + H]+	C2H2F2NS2+	0.000	0.000	0.059	-1.325	1.384	0	0.000	-1.782	1.782	-2.564		141.959	16	0.259	832320182846198873	832319756621003377	832319756621003376	1292	
9	HN5S	[M + K]+	HKN5S+	0.000	0.000	-0.999	-0.999	0.000	0	0.000	3.148	3.148	2.366		141.959	16	0.259	832320182846198874	832319756621003377	832319756621003376	1292	
10	C6OP	[M + Na]+	C6NaOP+	0.000	0.000	-1.214	-2.518	1.304	1	0.216	3.565	3.565	6.080		141.959	16	0.259	832320182846198875	832319756621003377	832319756621003376	1292	
1	CH2NOSe	[M - H]-	CHNOSe-		0.362	-3.763	-4.535	0.771	0	0.000	-5.992	5.992	-5.804		116.928	16	0.270	832320713799058783	832319697225457989	832319697225457988	9	
2	CNSe	[M + H2O - H]-	CHNOSe-		0.362	-3.763	-4.535	0.771	0		-5.992	5.992	-5.804		116.928	16	0.270	832320713799058784	832319697225457989	832319697225457988	9	
3	C2O2P2	[M - H]-	C2-HO2P2-		0.277	-4.032	-4.706	0.674	0	0.000	-16.575	16.575	-16.387		116.928	16	0.270	832320713799058785	832319697225457989	832319697225457988	9	
1	C9H6O3	[M + H]+	C9H7O3+	1.000	0.500	113.288	110.214	3.074	13	0.917	-5.579	5.579	1.040		163.039	17	0.282	832320151988694084	832319756910410388	832319756910410387	1299	
2	C8H4O	[M + CH2O2 + H]+	C9H7O3+	0.000	0.500	113.288	110.214	3.074	3	0.247	-4.525	4.525	1.040		163.039	17	0.282	832320151988694085	832319756910410388	832319756910410387	1299	
3	C5H9NO3P	[M + H]+	C5H10NO3P+	0.000	0.000	81.021	80.960	0.061	13	0.917	-8.354	8.354	-0.866		163.039	17	0.282	832320151988694086	832319756910410388	832319756910410387	1299	
4	C4H7NOP	[M + CH2O2 + H]+	C5H10NO3P+	0.000	0.000	81.021	80.960	0.061	2	0.240	-7.678	7.678	-0.866		163.039	17	0.282	832320151988694087	832319756910410388	832319756910410387	1299	
5	C7H4N3O2	[M + H]+	C7H5N3O2+	0.000	0.000	60.172	59.379	0.792	11	0.897	0.657	6.123	9.275		163.039	17	0.282	832320151988694088	832319756910410388	832319756910410387	1299	
6	C6H2N3	[M + CH2O2 + H]+	C7H5N3O2+	0.000	0.000	60.172	59.379	0.792	1	0.007	3.156	6.671	9.275		163.039	17	0.282	832320151988694089	832319756910410388	832319756910410387	1299	
7	C7H10NO	[M + K]+	C7H10KNO+	0.000	0.000	51.816	49.766	2.050	9	0.512	-6.203	6.203	-1.577		163.039	17	0.282	832320151988694090	832319756910410388	832319756910410387	1299	
8	C3H7N4O2P	[M + H]+	C3H8N4O2P+	0.000	0.000	43.569	43.569	0.000	9	0.883	1.827	6.095	7.369		163.039	17	0.282	832320151988694091	832319756910410388	832319756910410387	1299	
