"Latest: Wavelength (nm)","Latest: Absorbance"
380,-0.124259753259
382,-0.0819901106741
384,-0.0813001939006
386,-0.0566483912282
388,-0.0325256738617
390,-0.0389899178372
392,-0.0211627254236
394,-0.00499276968384
396,-0.00738767057639
398,0.00452081800913
400,0.0152948441041
402,0.0159372254832
404,0.0227621633398
406,0.0238530195587
408,0.0240874002418
410,0.0269187091331
412,0.0350535093303
414,0.0326821172913
416,0.0317900205039
418,0.0426068580992
420,0.0372679881287
422,0.0439761811392
424,0.0474625850509
426,0.0442101672915
428,0.0508938854181
430,0.0500484513202
432,0.0575311424973
434,0.0594231205156
436,0.058431878644
438,0.064390070771
440,0.073072561499
442,0.0788485989708
444,0.0808395761863
446,0.0873452403562
448,0.0925531579466
450,0.0951380598142
452,0.100033848201
454,0.100698867932
456,0.106158192706
458,0.106257284744
460,0.111297999529
462,0.114088886338
464,0.112113061634
466,0.115390594931
468,0.116390328407
470,0.119846179247
472,0.120076827897
474,0.118389678309
476,0.121161121423
478,0.121023356047
480,0.125314430047
482,0.123206324293
484,0.125018272467
486,0.125736565393
488,0.126858453734
490,0.126952666089
492,0.131033284113
494,0.127724317885
496,0.13072873503
498,0.132742768615
500,0.133525827975
502,0.134235456465
504,0.135516019728
506,0.135260624508
508,0.138405376443
510,0.138489027779
512,0.139868036142
514,0.141616514976
516,0.140420990867
518,0.14279636722
520,0.141720104785
522,0.14419725989
524,0.143347965082
526,0.145591437333
528,0.148381459726
530,0.144691565038
532,0.148626328421
534,0.148104521483
536,0.149495271156
538,0.148016139468
540,0.149393989567
542,0.152522071606
544,0.151785020289
546,0.152779029144
548,0.153036907451
550,0.153568090825
552,0.155165861248
554,0.155716067383
556,0.154532126345
558,0.157027820792
560,0.158163828352
562,0.159030778151
564,0.159400391722
566,0.159676468113
568,0.160813784434
570,0.163094012173
572,0.162915025327
574,0.163302498513
576,0.164305650433
578,0.166297669389
580,0.164450418249
582,0.166299717132
584,0.166991901124
586,0.16807403523
588,0.168651972406
590,0.168156900506
592,0.170223204838
594,0.171647448522
596,0.17014371443
598,0.171628064508
600,0.172839052271
602,0.172097628605
604,0.173586263766
606,0.173416892479
608,0.174464476077
610,0.174102688578
612,0.176299725383
614,0.176045489981
616,0.177204837199
618,0.176893738671
620,0.177374159125
622,0.176213770379
624,0.179240894519
626,0.17985011884
628,0.180195879781
630,0.179360373847
632,0.180182949789
634,0.18013753673
636,0.180872962315
638,0.181158860718
640,0.182523973981
642,0.184969821789
644,0.184668673881
646,0.185708335244
648,0.186723061936
650,0.188205019694
652,0.187956181154
654,0.187972251711
656,0.189462795185
658,0.191586431357
660,0.191588186398
662,0.192073250571
664,0.19236410778
666,0.192409037252
668,0.194599042977
670,0.195153825331
672,0.195537439435
674,0.196553508364
676,0.198363006114
678,0.196336638034
680,0.198064818523
682,0.198683364115
684,0.198403239765
686,0.200802520619
688,0.201313852084
690,0.20230600224
692,0.204363132432
694,0.204433794955
696,0.208188562033
698,0.211538373384
700,0.20929294584
702,0.208337909615
704,0.210855339186
706,0.210637626514
708,0.211043996204
710,0.211682950012
712,0.213252967652
714,0.2151452933
716,0.216776720171
718,0.216661576547
720,0.217126044851
722,0.218264812944
724,0.218994971206
726,0.21824941461
728,0.219594683378
730,0.220140600514
732,0.221657360565
734,0.220666706003
736,0.223441496372
738,0.222410627567
740,0.224693977493
742,0.226743425417
744,0.224326301528
746,0.230129939867
748,0.229052600933
750,0.240072546855
752,0.233430242766
754,0.230351430923
756,0.230640188808
758,0.23178087923
760,0.234675747339
762,0.235707648986
764,0.235534231542
766,0.239040160339
768,0.239871086881
770,0.239865787191
772,0.243318310357
774,0.242075436658
776,0.244302998426
778,0.254877317334
780,0.248909913012
782,0.24813737149
784,0.251451839145
786,0.250252058471
788,0.251164943946
790,0.252223825249
792,0.251267760276
794,0.253332329135
796,0.252149749257
798,0.253769921858
800,0.255619567383
802,0.25431941336
804,0.25613914813
806,0.257727855802
808,0.258442864114
810,0.258726376739
812,0.259301620512
814,0.261875847231
816,0.26163598162
818,0.260045775614
820,0.263928072058
822,0.262257193942
824,0.26588003143
826,0.264578098165
828,0.267718092828
830,0.269852577316
832,0.265718948638
834,0.268563572919
836,0.269479785151
838,0.269713628185
840,0.270936538626
842,0.268717177783
844,0.272949127977
846,0.271513322024
848,0.270794613766
850,0.270305825766
852,0.270883796824
854,0.271464969196
856,0.272297639884
858,0.269630290932
860,0.269202893928
862,0.269466562095
864,0.267370163739
866,0.266344902012
868,0.266394902362
870,0.265300210899
872,0.264333631058
874,0.265311727528
876,0.263865505686
878,0.259558214334
880,0.256243032659
882,0.265916545858
884,0.25570420177
886,0.257882586546
888,0.254032924166
890,0.24864214092
892,0.245456959776
894,0.240947449166
896,0.237172984641
898,0.232513520715
900,0.231698600641
902,0.22882687079
904,0.227241356606
906,0.224712398164
908,0.221713877709
910,0.223251521207
912,0.226426626071
914,0.226458983207
916,0.229215848498
918,0.233080962037
920,0.239498355837
922,0.236594308476
924,0.247027069346
926,0.24795189266
928,0.255521636353
930,0.264813442376
932,0.271732955869
934,0.272595447454
936,0.280227697573
938,0.286100759651
940,0.285029697816
942,0.29745230081
944,0.296190963556
946,0.304813371267
948,0.305322976923
950,0.309097478487
